SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
216031416,Shepparton - North,22830,Greater Shepparton,1,Good,Good,0
216031417,Shepparton - South,22830,Greater Shepparton,1,Good,Good,0
216031418,Shepparton Region - East,22830,Greater Shepparton,1,Good,Good,0
216031419,Shepparton Region - West,22830,Greater Shepparton,1,Good,Good,0
217011420,Glenelg (Vic.),25490,Moyne,0.0021577,Good,Good,1
217011420,Glenelg (Vic.),26260,Southern Grampians,0.0043154,Good,Good,1
217011420,Glenelg (Vic.),22410,Glenelg,0.9935269,Good,Good,0
217011421,Hamilton (Vic.),26260,Southern Grampians,1,Good,Good,0
217011422,Portland,22410,Glenelg,1,Good,Good,0
217011423,Southern Grampians,25490,Moyne,0.0087028,Good,Good,1
217011423,Southern Grampians,22410,Glenelg,0.0153519,Good,Good,0
217011423,Southern Grampians,26260,Southern Grampians,0.9759454,Good,Good,0
217021424,Camperdown,21830,Corangamite,1,Good,Good,0
217021425,Colac,21750,Colac Otway,1,Good,Good,0
217021426,Colac Region,26490,Surf Coast,0.0035741,Good,Good,1
217021426,Colac Region,21750,Colac Otway,0.9964259,Good,Good,0
217021427,Corangamite - North,25490,Moyne,0.0025988,Good,Good,1
217021427,Corangamite - North,21830,Corangamite,0.9974012,Good,Good,0
217021428,Corangamite - South,25490,Moyne,0.0155384,Good,Good,0
217021428,Corangamite - South,21830,Corangamite,0.9844616,Good,Good,0
217021429,Moyne - East,26260,Southern Grampians,0.0035864,Good,Good,1
217021429,Moyne - East,21830,Corangamite,0.0277857,Good,Good,0
217021429,Moyne - East,25490,Moyne,0.968628,Good,Good,0
217021430,Moyne - West,26730,Warrnambool,0.0056321,Good,Good,1
217021430,Moyne - West,25490,Moyne,0.9943679,Good,Good,0
217021431,Otway,21750,Colac Otway,1,Good,Good,0
217021432,Warrnambool - North,25490,Moyne,0.0062594,Good,Good,1
217021432,Warrnambool - North,26730,Warrnambool,0.9937406,Good,Good,0
217021433,Warrnambool - South,25490,Moyne,0.0218157,Good,Good,0
217021433,Warrnambool - South,26730,Warrnambool,0.9781843,Good,Good,0
297979799,Migratory - Offshore - Shipping (Vic.),29799,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
299999499,No usual address (Vic.),29499,No usual address (Vic.),1,Good,Good,0
301011001,Alexandra Hills,36250,Redland,1,Good,Good,0
301011002,Belmont - Gumdale,31000,Brisbane,1,Good,Good,0
301011003,Birkdale,36250,Redland,1,Good,Good,0
301011004,Capalaba,36250,Redland,1,Good,Good,0
301011005,Thorneside,36250,Redland,1,Good,Good,0
301011006,Wellington Point,36250,Redland,1,Good,Good,0
301021007,Cleveland,36250,Redland,1,Good,Good,0
301021008,Ormiston,36250,Redland,1,Good,Good,0
301021009,Redland Bay,36250,Redland,1,Good,Good,0
301021010,Redland Islands,31000,Brisbane,0.0349286,Good,Good,0
301021010,Redland Islands,36250,Redland,0.9650714,Good,Good,0
301021011,Sheldon - Mount Cotton,36250,Redland,1,Good,Good,0
301021012,Thornlands,36250,Redland,1,Good,Good,0
301021013,Victoria Point,36250,Redland,1,Good,Good,0
301031014,Brisbane Port - Lytton,31000,Brisbane,1,Good,Good,0
301031015,Manly - Lota,31000,Brisbane,1,Good,Good,0
301031016,Manly West,31000,Brisbane,1,Good,Good,0
301031017,Murarrie,31000,Brisbane,1,Good,Good,0
301031018,Tingalpa,31000,Brisbane,1,Good,Good,0
301031019,Wakerley,31000,Brisbane,1,Good,Good,0
301031020,Wynnum,31000,Brisbane,1,Good,Good,0
301031021,Wynnum West - Hemmant,31000,Brisbane,1,Good,Good,0
302011022,Bald Hills,31000,Brisbane,1,Good,Good,0
302011023,Bridgeman Downs,31000,Brisbane,1,Good,Good,0
302011024,Carseldine,31000,Brisbane,1,Good,Good,0
302011025,Everton Park,31000,Brisbane,1,Good,Good,0
302011026,McDowall,31000,Brisbane,1,Good,Good,0
302021027,Aspley,31000,Brisbane,1,Good,Good,0
302021028,Chermside,31000,Brisbane,1,Good,Good,0
302021029,Chermside West,31000,Brisbane,1,Good,Good,0
302021030,Geebung,31000,Brisbane,1,Good,Good,0
302021031,Kedron - Gordon Park,31000,Brisbane,1,Good,Good,0
302021032,Stafford,31000,Brisbane,1,Good,Good,0
302021033,Stafford Heights,31000,Brisbane,1,Good,Good,0
302021034,Wavell Heights,31000,Brisbane,1,Good,Good,0
302031035,Boondall,31000,Brisbane,1,Good,Good,0
302031036,Brisbane Airport,31000,Brisbane,1,Good,Good,0
302031037,Eagle Farm - Pinkenba,31000,Brisbane,1,Good,Good,0
302031038,Northgate - Virginia,31000,Brisbane,1,Good,Good,0
302031039,Nudgee - Banyo,31000,Brisbane,1,Good,Good,0
302031040,Nundah,31000,Brisbane,1,Good,Good,0
302041041,Bracken Ridge,31000,Brisbane,1,Good,Good,0
302041042,Brighton (Qld),31000,Brisbane,1,Good,Good,0
302041043,Deagon,31000,Brisbane,1,Good,Good,0
302041044,Sandgate - Shorncliffe,31000,Brisbane,1,Good,Good,0
302041045,Taigum - Fitzgibbon,31000,Brisbane,1,Good,Good,0
302041046,Zillmere,31000,Brisbane,1,Good,Good,0
303011047,Camp Hill,31000,Brisbane,1,Good,Good,0
303011048,Cannon Hill,31000,Brisbane,1,Good,Good,0
303011049,Carina,31000,Brisbane,1,Good,Good,0
303011050,Carina Heights,31000,Brisbane,1,Good,Good,0
303011051,Carindale,31000,Brisbane,1,Good,Good,0
303021052,Annerley,31000,Brisbane,1,Good,Good,0
303021053,Coorparoo,31000,Brisbane,1,Good,Good,0
303021054,Fairfield - Dutton Park,31000,Brisbane,1,Good,Good,0
303021055,Greenslopes,31000,Brisbane,1,Good,Good,0
303021056,Holland Park,31000,Brisbane,1,Good,Good,0
303021057,Holland Park West,31000,Brisbane,1,Good,Good,0
303021058,Woolloongabba,31000,Brisbane,1,Good,Good,0
303021059,Yeronga,31000,Brisbane,1,Good,Good,0
303031060,Eight Mile Plains,31000,Brisbane,1,Good,Good,0
303031061,Macgregor (Qld),31000,Brisbane,1,Good,Good,0
303031062,Mansfield (Qld),31000,Brisbane,1,Good,Good,0
303031063,Mount Gravatt,31000,Brisbane,1,Good,Good,0
303031064,Rochedale - Burbank,31000,Brisbane,1,Good,Good,0
303031065,Upper Mount Gravatt,31000,Brisbane,1,Good,Good,0
303031066,Wishart,31000,Brisbane,1,Good,Good,0
303041067,Coopers Plains,31000,Brisbane,1,Good,Good,0
303041068,Moorooka,31000,Brisbane,1,Good,Good,0
303041069,Robertson,31000,Brisbane,1,Good,Good,0
303041070,Salisbury - Nathan,31000,Brisbane,1,Good,Good,0
303041071,Tarragindi,31000,Brisbane,1,Good,Good,0
303051072,Algester,31000,Brisbane,1,Good,Good,0
303051073,Calamvale - Stretton,31000,Brisbane,1,Good,Good,0
303051074,Pallara - Willawong,31000,Brisbane,1,Good,Good,0
303051075,Parkinson - Drewvale,31000,Brisbane,1,Good,Good,0
303051076,Rocklea - Acacia Ridge,31000,Brisbane,1,Good,Good,0
303061077,Kuraby,31000,Brisbane,1,Good,Good,0
303061078,Runcorn,31000,Brisbane,1,Good,Good,0
303061079,Sunnybank,31000,Brisbane,1,Good,Good,0
303061080,Sunnybank Hills,31000,Brisbane,1,Good,Good,0
304011081,Jindalee - Mount Ommaney,31000,Brisbane,1,Good,Good,0
304011082,Middle Park - Jamboree Heights,31000,Brisbane,1,Good,Good,0
304011083,Riverhills,31000,Brisbane,1,Good,Good,0
304011084,Seventeen Mile Rocks - Sinnamon Park,31000,Brisbane,1,Good,Good,0
304011085,Westlake,31000,Brisbane,1,Good,Good,0
304021086,Bellbowrie - Moggill,31000,Brisbane,1,Good,Good,0
304021087,Brookfield - Kenmore Hills,31000,Brisbane,1,Good,Good,0
304021088,Chapel Hill,31000,Brisbane,1,Good,Good,0
304021089,Fig Tree Pocket,31000,Brisbane,1,Good,Good,0
304021090,Kenmore,31000,Brisbane,1,Good,Good,0
304021091,Pinjarra Hills - Pullenvale,31000,Brisbane,1,Good,Good,0
304031092,Chelmer - Graceville,31000,Brisbane,1,Good,Good,0
304031093,Corinda,31000,Brisbane,1,Good,Good,0
304031094,Indooroopilly,31000,Brisbane,1,Good,Good,0
304031095,Sherwood,31000,Brisbane,1,Good,Good,0
304031096,St Lucia,31000,Brisbane,1,Good,Good,0
304031097,Taringa,31000,Brisbane,1,Good,Good,0
304041098,Enoggera,31000,Brisbane,1,Good,Good,0
304041099,Enoggera Reservoir,31000,Brisbane,1,Good,Good,0
304041100,Keperra,31000,Brisbane,1,Good,Good,0
304041101,Mitchelton,31000,Brisbane,1,Good,Good,0
304041102,Mount Coot-tha,31000,Brisbane,1,Good,Good,0
304041103,The Gap,31000,Brisbane,1,Good,Good,0
304041104,Upper Kedron - Ferny Grove,31000,Brisbane,1,Good,Good,0
305011105,Brisbane City,31000,Brisbane,1,Good,Good,0
305011106,Fortitude Valley,31000,Brisbane,1,Good,Good,0
305011107,Highgate Hill,31000,Brisbane,1,Good,Good,0
305011108,Kangaroo Point,31000,Brisbane,1,Good,Good,0
305011109,New Farm,31000,Brisbane,1,Good,Good,0
305011110,South Brisbane,31000,Brisbane,1,Good,Good,0
305011111,Spring Hill,31000,Brisbane,1,Good,Good,0
305011112,West End,31000,Brisbane,1,Good,Good,0
305021113,Balmoral,31000,Brisbane,1,Good,Good,0
305021114,Bulimba,31000,Brisbane,1,Good,Good,0
305021115,East Brisbane,31000,Brisbane,1,Good,Good,0
305021116,Hawthorne,31000,Brisbane,1,Good,Good,0
305021117,Morningside - Seven Hills,31000,Brisbane,1,Good,Good,0
305021118,Norman Park,31000,Brisbane,1,Good,Good,0
305031119,Albion,31000,Brisbane,1,Good,Good,0
305031120,Alderley,31000,Brisbane,1,Good,Good,0
305031121,Ascot,31000,Brisbane,1,Good,Good,0
305031122,Clayfield,31000,Brisbane,1,Good,Good,0
305031123,Grange,31000,Brisbane,1,Good,Good,0
305031124,Hamilton (Qld),31000,Brisbane,1,Good,Good,0
305031125,Hendra,31000,Brisbane,1,Good,Good,0
305031126,Kelvin Grove - Herston,31000,Brisbane,1,Good,Good,0
305031127,Newmarket,31000,Brisbane,1,Good,Good,0
305031128,Newstead - Bowen Hills,31000,Brisbane,1,Good,Good,0
305031129,Wilston,31000,Brisbane,1,Good,Good,0
305031130,Windsor,31000,Brisbane,1,Good,Good,0
305031131,Wooloowin - Lutwyche,31000,Brisbane,1,Good,Good,0
305041132,Ashgrove,31000,Brisbane,1,Good,Good,0
305041133,Auchenflower,31000,Brisbane,1,Good,Good,0
305041134,Bardon,31000,Brisbane,1,Good,Good,0
305041135,Paddington - Milton,31000,Brisbane,1,Good,Good,0
305041136,Red Hill (Qld),31000,Brisbane,1,Good,Good,0
305041137,Toowong,31000,Brisbane,1,Good,Good,0
306011138,Brinsmead,32080,Cairns,1,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,32080,Cairns,1,Good,Good,0
306011140,Freshwater - Stratford,32080,Cairns,1,Good,Good,0
306011141,Redlynch,32080,Cairns,1,Good,Good,0
306011142,Trinity Beach - Smithfield,32080,Cairns,1,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,32080,Cairns,1,Good,Good,0
306021144,Bentley Park,32080,Cairns,1,Good,Good,0
306021145,Cairns City,32080,Cairns,1,Good,Good,0
306021146,Earlville - Bayview Heights,32080,Cairns,1,Good,Good,0
306021147,Edmonton,32080,Cairns,1,Good,Good,0
306021148,Gordonvale - Trinity,32080,Cairns,1,Good,Good,0
306021149,Kanimbla - Mooroobool,32080,Cairns,1,Good,Good,0
306021150,Lamb Range,32080,Cairns,1,Good,Good,0
306021151,Manoora,32080,Cairns,1,Good,Good,0
306021152,Manunda,32080,Cairns,1,Good,Good,0
306021153,Mount Sheridan,32080,Cairns,1,Good,Good,0
306021154,Westcourt - Bungalow,32080,Cairns,1,Good,Good,0
306021155,White Rock,32080,Cairns,1,Good,Good,0
306021156,Whitfield - Edge Hill,32080,Cairns,1,Good,Good,0
306021157,Woree,32080,Cairns,1,Good,Good,0
306031158,Babinda,32260,Cassowary Coast,0.1726156,Good,Good,0
306031158,Babinda,32080,Cairns,0.8273844,Good,Good,0
306031159,Innisfail,32260,Cassowary Coast,1,Good,Good,0
306031160,Johnstone,32260,Cassowary Coast,1,Good,Good,0
306031161,Tully,32260,Cassowary Coast,1,Good,Good,0
306031162,Wooroonooran,32080,Cairns,2.00E-07,Good,Good,1
306031162,Wooroonooran,36820,Tablelands,2.00E-07,Good,Good,1
306031162,Wooroonooran,32260,Cassowary Coast,0.9999996,Good,Good,0
306031163,Yarrabah,37600,Yarrabah,1,Good,Good,0
306041164,Daintree,32810,Douglas,1,Good,Good,0
306041165,Port Douglas,32810,Douglas,1,Good,Good,0
306051166,Atherton,36820,Tablelands,1,Good,Good,0
306051167,Herberton,32310,Charters Towers,0.0005508,Good,Good,1
306051167,Herberton,34880,Mareeba,0.0005508,Good,Good,1
306051167,Herberton,36820,Tablelands,0.9988984,Good,Good,0
306051168,Kuranda,34880,Mareeba,1,Good,Good,0
306051169,Malanda - Yungaburra,36820,Tablelands,1,Good,Good,0
306051170,Mareeba,34880,Mareeba,1,Good,Good,0
307011171,Balonne,33610,Goondiwindi,0.0005926,Good,Good,1
307011171,Balonne,30300,Balonne,0.9994074,Good,Good,0
307011172,Chinchilla,37310,Western Downs,1,Good,Good,0
307011173,Goondiwindi,33610,Goondiwindi,1,Good,Good,0
307011174,Inglewood - Waggamba,33610,Goondiwindi,1,Good,Good,0
307011175,Miles - Wandoan,37310,Western Downs,1,Good,Good,0
307011176,Roma,34860,Maranoa,1,Good,Good,0
307011177,Roma Region,34860,Maranoa,1,Good,Good,0
307011178,Tara,33610,Goondiwindi,0.0089472,Good,Good,1
307011178,Tara,37310,Western Downs,0.9910528,Good,Good,0
307021179,Crows Nest - Rosalie,36910,Toowoomba,1,Good,Good,0
307021180,Jondaryan,37310,Western Downs,0.0096244,Good,Good,1
307021180,Jondaryan,36910,Toowoomba,0.9903756,Good,Good,0
307021181,Millmerran,36910,Toowoomba,1,Good,Good,0
307021182,Pittsworth,36910,Toowoomba,1,Good,Good,0
307021183,Wambo,36910,Toowoomba,0.0006639,Good,Good,1
307021183,Wambo,37310,Western Downs,0.9993361,Good,Good,0
307031184,Clifton - Greenmount,36910,Toowoomba,1,Good,Good,0
307031185,Southern Downs - East,36660,Southern Downs,1,Good,Good,0
307031186,Southern Downs - West,36910,Toowoomba,0.0200332,Good,Good,0
307031186,Southern Downs - West,36660,Southern Downs,0.9799668,Good,Good,0
307031187,Stanthorpe,36660,Southern Downs,1,Good,Good,0
307031188,Stanthorpe Region,36660,Southern Downs,1,Good,Good,0
307031189,Warwick,36660,Southern Downs,1,Good,Good,0
308011190,Central Highlands - East,37550,Woorabinda,0.1230232,Poor,Good,0
308011190,Central Highlands - East,32270,Central Highlands (Qld),0.8769768,Good,Good,0
308011191,Central Highlands - West,32270,Central Highlands (Qld),1,Good,Good,0
308011192,Emerald,32270,Central Highlands (Qld),1,Good,Good,0
308021193,Agnes Water - Miriam Vale,33360,Gladstone,1,Good,Good,0
308021194,Banana,36370,Rockhampton,2.20E-05,Good,Good,1
308021194,Banana,37310,Western Downs,0.0003521,Good,Good,1
308021194,Banana,30370,Banana,0.9996258,Good,Good,0
308021195,Biloela,30370,Banana,1,Good,Good,0
308021196,Boyne Island - Tannum Sands,33360,Gladstone,1,Good,Good,0
308021197,Callemondah,33360,Gladstone,1,Good,Good,0
308021198,Clinton - New Auckland,33360,Gladstone,1,Good,Good,0
308021199,Gladstone,33360,Gladstone,1,Good,Good,0
308021200,Gladstone Hinterland,33360,Gladstone,1,Good,Good,0
308021201,Kin Kora - Sun Valley,33360,Gladstone,1,Good,Good,0
308021202,South Trees,33360,Gladstone,1,Good,Good,0
308021203,Telina - Toolooa,33360,Gladstone,1,Good,Good,0
308021204,West Gladstone,33360,Gladstone,1,Good,Good,0
308031205,Berserker,36370,Rockhampton,1,Good,Good,0
308031206,Bouldercombe,36370,Rockhampton,1,Good,Good,0
308031207,Emu Park,34530,Livingstone,1,Good,Good,0
308031208,Frenchville - Mount Archer,36370,Rockhampton,1,Good,Good,0
308031209,Glenlee - Rockyview,34530,Livingstone,1,Good,Good,0
308031210,Gracemere,36370,Rockhampton,1,Good,Good,0
308031211,Lakes Creek,36370,Rockhampton,1,Good,Good,0
308031212,Mount Morgan,36370,Rockhampton,1,Good,Good,0
308031213,Norman Gardens,36370,Rockhampton,1,Good,Good,0
308031214,Park Avenue,36370,Rockhampton,1,Good,Good,0
308031215,Parkhurst - Kawana,36370,Rockhampton,1,Good,Good,0
308031216,Rockhampton - West,36370,Rockhampton,1,Good,Good,0
308031217,Rockhampton City,36370,Rockhampton,1,Good,Good,0
308031218,Rockhampton Region - East,34530,Livingstone,1,Good,Good,0
308031219,Rockhampton Region - North,34530,Livingstone,1,Good,Good,0
308031220,Rockhampton Region - West,36370,Rockhampton,1,Good,Good,0
308031221,Shoalwater Bay,34530,Livingstone,1,Good,Good,0
308031222,The Range - Allenstown,36370,Rockhampton,1,Good,Good,0
308031223,Yeppoon,34530,Livingstone,1,Good,Good,0
309011224,Broadbeach Waters,33430,Gold Coast,1,Good,Good,0
309011225,Burleigh Heads,33430,Gold Coast,1,Good,Good,0
309011226,Burleigh Waters,33430,Gold Coast,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,33430,Gold Coast,1,Good,Good,0
309011228,Mermaid Waters,33430,Gold Coast,1,Good,Good,0
309011229,Miami,33430,Gold Coast,1,Good,Good,0
309021230,Coolangatta,33430,Gold Coast,1,Good,Good,0
309021231,Currumbin - Tugun,33430,Gold Coast,1,Good,Good,0
309021232,Currumbin Waters,33430,Gold Coast,1,Good,Good,0
309021233,Elanora,33430,Gold Coast,1,Good,Good,0
309021234,Palm Beach,33430,Gold Coast,1,Good,Good,0
309031235,Arundel,33430,Gold Coast,1,Good,Good,0
309031236,Biggera Waters,33430,Gold Coast,1,Good,Good,0
309031237,Coombabah,33430,Gold Coast,1,Good,Good,0
309031238,Labrador,33430,Gold Coast,1,Good,Good,0
309031239,Paradise Point - Hollywell,33430,Gold Coast,1,Good,Good,0
309031240,Runaway Bay,33430,Gold Coast,1,Good,Good,0
309041241,Guanaba - Springbrook,36510,Scenic Rim,0.0002538,Good,Good,1
309041241,Guanaba - Springbrook,33430,Gold Coast,0.9997462,Good,Good,0
309041242,Tamborine - Canungra,36510,Scenic Rim,1,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,33430,Gold Coast,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,33430,Gold Coast,1,Good,Good,0
309051245,Reedy Creek - Andrews,33430,Gold Coast,1,Good,Good,0
309061246,Carrara,33430,Gold Coast,1,Good,Good,0
309061247,Highland Park,33430,Gold Coast,1,Good,Good,0
309061248,Nerang - Mount Nathan,33430,Gold Coast,1,Good,Good,0
309061249,Pacific Pines - Gaven,33430,Gold Coast,1,Good,Good,0
309061250,Worongary - Tallai,33430,Gold Coast,1,Good,Good,0
309071251,Coomera,33430,Gold Coast,1,Good,Good,0
309071252,Helensvale,33430,Gold Coast,1,Good,Good,0
309071253,Hope Island,33430,Gold Coast,1,Good,Good,0
309071254,Jacobs Well - Alberton,33430,Gold Coast,1,Good,Good,0
309071255,Ormeau - Yatala,33430,Gold Coast,1,Good,Good,0
309071256,Oxenford - Maudsland,33430,Gold Coast,1,Good,Good,0
309071257,Pimpama,33430,Gold Coast,1,Good,Good,0
309071258,Upper Coomera - Willow Vale,33430,Gold Coast,1,Good,Good,0
309081259,Clear Island Waters,33430,Gold Coast,1,Good,Good,0
309081260,Merrimac,33430,Gold Coast,1,Good,Good,0
309081261,Robina,33430,Gold Coast,1,Good,Good,0
309081262,Varsity Lakes,33430,Gold Coast,1,Good,Good,0
309091263,Ashmore,33430,Gold Coast,1,Good,Good,0
309091264,Molendinar,33430,Gold Coast,1,Good,Good,0
309091265,Parkwood,33430,Gold Coast,1,Good,Good,0
309091266,Southport,33430,Gold Coast,1,Good,Good,0
309101267,Benowa,33430,Gold Coast,1,Good,Good,0
309101268,Bundall,33430,Gold Coast,1,Good,Good,0
309101269,Main Beach,33430,Gold Coast,1,Good,Good,0
309101270,Surfers Paradise,33430,Gold Coast,1,Good,Good,0
310011271,Darra - Sumner,31000,Brisbane,1,Good,Good,0
310011272,Durack,31000,Brisbane,1,Good,Good,0
310011273,Forest Lake - Doolandella,31000,Brisbane,1,Good,Good,0
310011274,Inala - Richlands,31000,Brisbane,1,Good,Good,0
310011275,Oxley (Qld),31000,Brisbane,1,Good,Good,0
310011276,Wacol,31000,Brisbane,1,Good,Good,0
310021277,Boonah,33960,Ipswich,0.0004281,Good,Good,1
310021277,Boonah,36510,Scenic Rim,0.9995719,Good,Good,0
310021278,Esk,36580,Somerset,1,Good,Good,0
310021279,Lake Manchester - England Creek,31000,Brisbane,1,Good,Good,0
310021280,Lockyer Valley - East,36580,Somerset,0.0001719,Good,Good,1
310021280,Lockyer Valley - East,34580,Lockyer Valley,0.9998281,Good,Good,0
310021281,Lowood,36580,Somerset,1,Good,Good,0
310021282,Rosewood,36510,Scenic Rim,0.0002698,Good,Good,1
310021282,Rosewood,33960,Ipswich,0.9997302,Good,Good,0
310031283,Brassall,33960,Ipswich,1,Good,Good,0
310031284,Bundamba,33960,Ipswich,1,Good,Good,0
310031285,Churchill - Yamanto,33960,Ipswich,1,Good,Good,0
310031286,Ipswich - Central,33960,Ipswich,1,Good,Good,0
310031287,Ipswich - East,33960,Ipswich,1,Good,Good,0
310031288,Ipswich - North,31000,Brisbane,0.019668,Good,Good,0
310031288,Ipswich - North,33960,Ipswich,0.980332,Good,Good,0
310031289,Karalee - Barellan Point,33960,Ipswich,1,Good,Good,0
310031290,Karana Downs,31000,Brisbane,1,Good,Good,0
310031291,Leichhardt - One Mile,33960,Ipswich,1,Good,Good,0
310031292,North Ipswich - Tivoli,33960,Ipswich,1,Good,Good,0
310031293,Raceview,33960,Ipswich,1,Good,Good,0
310031294,Ripley,33960,Ipswich,1,Good,Good,0
310031295,Riverview,33960,Ipswich,1,Good,Good,0
310041296,Bellbird Park - Brookwater,33960,Ipswich,1,Good,Good,0
310041297,Camira - Gailes,33960,Ipswich,1,Good,Good,0
310041298,Carole Park,33960,Ipswich,1,Good,Good,0
310041299,Collingwood Park - Redbank,33960,Ipswich,1,Good,Good,0
310041300,Goodna,33960,Ipswich,1,Good,Good,0
310041301,New Chum,33960,Ipswich,1,Good,Good,0
310041302,Redbank Plains,33960,Ipswich,1,Good,Good,0
310041303,Springfield,33960,Ipswich,1,Good,Good,0
310041304,Springfield Lakes,34590,Logan,5.10E-06,Good,Good,1
310041304,Springfield Lakes,33960,Ipswich,0.9999949,Good,Good,0
311011305,Beaudesert,36510,Scenic Rim,1,Good,Good,0
311021306,Beenleigh,34590,Logan,1,Good,Good,0
311021307,Eagleby,34590,Logan,1,Good,Good,0
311021308,Edens Landing - Holmview,34590,Logan,1,Good,Good,0
311021309,Mount Warren Park,34590,Logan,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,34590,Logan,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,34590,Logan,1,Good,Good,0
311031312,Browns Plains,34590,Logan,1,Good,Good,0
311031313,Chambers Flat - Logan Reserve,34590,Logan,1,Good,Good,0
311031314,Crestmead,34590,Logan,1,Good,Good,0
311031315,Greenbank Military Camp,34590,Logan,1,Good,Good,0
311031316,Hillcrest,34590,Logan,1,Good,Good,0
311031317,Marsden,34590,Logan,1,Good,Good,0
311031318,Munruben - Park Ridge South,34590,Logan,1,Good,Good,0
311031319,Regents Park - Heritage Park,34590,Logan,1,Good,Good,0
311041320,Greenbank,34590,Logan,1,Good,Good,0
311041321,Jimboomba,36510,Scenic Rim,6.27E-05,Good,Good,1
311041321,Jimboomba,34590,Logan,0.9999373,Good,Good,0
311041322,Logan Village,34590,Logan,1,Good,Good,0
311051323,Bethania - Waterford,34590,Logan,1,Good,Good,0
311051324,Cornubia - Carbrook,36250,Redland,0.0001802,Good,Good,1
311051324,Cornubia - Carbrook,34590,Logan,0.9998198,Good,Good,0
311051325,Loganholme - Tanah Merah,34590,Logan,1,Good,Good,0
311051326,Loganlea,34590,Logan,1,Good,Good,0
311051327,Shailer Park,34590,Logan,1,Good,Good,0
311051328,Waterford West,34590,Logan,1,Good,Good,0
311061329,Daisy Hill,34590,Logan,1,Good,Good,0
311061330,Kingston,34590,Logan,1,Good,Good,0
311061331,Logan Central,34590,Logan,1,Good,Good,0
311061332,Rochedale South - Priestdale,34590,Logan,1,Good,Good,0
311061333,Slacks Creek,34590,Logan,1,Good,Good,0
311061334,Springwood,34590,Logan,1,Good,Good,0
311061335,Underwood,34590,Logan,1,Good,Good,0
311061336,Woodridge,34590,Logan,1,Good,Good,0
312011337,Bowen,37340,Whitsunday,1,Good,Good,0
312011338,Broadsound - Nebo,33980,Isaac,1,Good,Good,0
312011339,Clermont,32270,Central Highlands (Qld),0.0009126,Good,Good,1
312011339,Clermont,33980,Isaac,0.9990874,Good,Good,0
312011340,Collinsville,37340,Whitsunday,1,Good,Good,0
312011341,Moranbah,33980,Isaac,1,Good,Good,0
312021342,Andergrove - Beaconsfield,34770,Mackay,1,Good,Good,0
312021343,East Mackay,34770,Mackay,1,Good,Good,0
312021344,Eimeo - Rural View,34770,Mackay,1,Good,Good,0
312021345,Eungella Hinterland,34770,Mackay,1,Good,Good,0
312021346,Mackay,34770,Mackay,1,Good,Good,0
312021347,Mackay Harbour,34770,Mackay,1,Good,Good,0
312021348,Mount Pleasant - Glenella,34770,Mackay,1,Good,Good,0
312021349,North Mackay,34770,Mackay,1,Good,Good,0
312021350,Ooralea - Bakers Creek,34770,Mackay,1,Good,Good,0
312021351,Pioneer Valley,34770,Mackay,1,Good,Good,0
312021352,Sarina,34770,Mackay,1,Good,Good,0
312021353,Seaforth - Calen,34770,Mackay,1,Good,Good,0
312021354,Shoal Point - Bucasia,34770,Mackay,1,Good,Good,0
312021355,Slade Point,34770,Mackay,1,Good,Good,0
312021356,South Mackay,34770,Mackay,1,Good,Good,0
312021357,Walkerston - Eton,34770,Mackay,1,Good,Good,0
312021358,West Mackay,34770,Mackay,1,Good,Good,0
312031359,Airlie - Whitsundays,37340,Whitsunday,1,Good,Good,0
312031360,Cape Conway,37340,Whitsunday,1,Good,Good,0
312031361,Proserpine,37340,Whitsunday,1,Good,Good,0
313011362,Beachmere - Sandstone Point,35010,Moreton Bay,1,Good,Good,0
313011363,Bribie Island,35010,Moreton Bay,1,Good,Good,0
313021364,Burpengary - East,35010,Moreton Bay,1,Good,Good,0
313021365,Caboolture,35010,Moreton Bay,1,Good,Good,0
313021366,Caboolture - South,35010,Moreton Bay,1,Good,Good,0
313021367,Elimbah,35010,Moreton Bay,1,Good,Good,0
313021368,Morayfield - East,35010,Moreton Bay,1,Good,Good,0
313021369,Wamuran,35010,Moreton Bay,1,Good,Good,0
313031370,Kilcoy,36580,Somerset,1,Good,Good,0
313031371,Woodford - D'Aguilar,35010,Moreton Bay,1,Good,Good,0
313041372,Burpengary,35010,Moreton Bay,1,Good,Good,0
313041373,Deception Bay,35010,Moreton Bay,1,Good,Good,0
313041374,Morayfield,35010,Moreton Bay,1,Good,Good,0
313041375,Narangba,35010,Moreton Bay,1,Good,Good,0
313041376,Upper Caboolture,35010,Moreton Bay,1,Good,Good,0
313051377,Clontarf,35010,Moreton Bay,1,Good,Good,0
313051378,Margate - Woody Point,35010,Moreton Bay,1,Good,Good,0
313051379,Redcliffe,35010,Moreton Bay,1,Good,Good,0
