SA2_CODE_2021,SA2_NAME_2021,IARE_CODE_2021,IARE_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
309101562,Surfers Paradise - South,301007,Gold Coast,1,Good,Good,0
310011271,Darra - Sumner,301002,Brisbane City,1,Good,Good,0
310011272,Durack,301002,Brisbane City,1,Good,Good,0
310011274,Inala - Richlands,301002,Brisbane City,1,Good,Good,0
310011275,Oxley (Qld),301002,Brisbane City,1,Good,Good,0
310011276,Wacol,301002,Brisbane City,1,Good,Good,0
310011563,Doolandella,301002,Brisbane City,1,Good,Good,0
310011564,Forest Lake - Ellen Grove,301002,Brisbane City,1,Good,Good,0
310021277,Boonah,301001,Beaudesert - Boonah,1,Good,Good,0
310021278,Esk,301005,Esk - Kilcoy,1,Good,Good,0
310021279,Lake Manchester - England Creek,301002,Brisbane City,1,Good,Good,0
310021280,Lockyer Valley - East,301006,Gatton - Laidley,1,Good,Good,0
310021281,Lowood,301005,Esk - Kilcoy,1,Good,Good,0
310021282,Rosewood,301008,Ipswich,1,Good,Good,0
310031283,Brassall,301008,Ipswich,1,Good,Good,0
310031284,Bundamba,301008,Ipswich,1,Good,Good,0
310031285,Churchill - Yamanto,301008,Ipswich,1,Good,Good,0
310031286,Ipswich - Central,301008,Ipswich,1,Good,Good,0
310031287,Ipswich - East,301008,Ipswich,1,Good,Good,0
310031288,Ipswich - North,301002,Brisbane City,0.0583037,Good,Good,0
310031288,Ipswich - North,301008,Ipswich,0.9416963,Good,Good,0
310031289,Karalee - Barellan Point,301008,Ipswich,1,Good,Good,0
310031290,Karana Downs,301002,Brisbane City,1,Good,Good,0
310031291,Leichhardt - One Mile,301008,Ipswich,1,Good,Good,0
310031292,North Ipswich - Tivoli,301008,Ipswich,1,Good,Good,0
310031293,Raceview,301008,Ipswich,1,Good,Good,0
310031294,Ripley,301008,Ipswich,1,Good,Good,0
310031295,Riverview,301008,Ipswich,1,Good,Good,0
310041297,Camira - Gailes,301008,Ipswich,1,Good,Good,0
310041298,Carole Park,301008,Ipswich,1,Good,Good,0
310041299,Collingwood Park - Redbank,301008,Ipswich,1,Good,Good,0
310041300,Goodna,301008,Ipswich,1,Good,Good,0
310041301,New Chum,301008,Ipswich,1,Good,Good,0
310041302,Redbank Plains,301008,Ipswich,1,Good,Good,0
310041303,Springfield,301008,Ipswich,1,Good,Good,0
310041304,Springfield Lakes,301008,Ipswich,1,Good,Good,0
310041565,Augustine Heights - Brookwater,301008,Ipswich,1,Good,Good,0
310041566,Bellbird Park,301008,Ipswich,1,Good,Good,0
311011305,Beaudesert,301001,Beaudesert - Boonah,1,Good,Good,0
311021306,Beenleigh,301009,Logan,1,Good,Good,0
311021307,Eagleby,301009,Logan,1,Good,Good,0
311021308,Edens Landing - Holmview,301009,Logan,1,Good,Good,0
311021309,Mount Warren Park,301009,Logan,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,301009,Logan,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,301009,Logan,1,Good,Good,0
311031312,Browns Plains,301009,Logan,1,Good,Good,0
311031313,Chambers Flat - Logan Reserve,301009,Logan,1,Good,Good,0
311031314,Crestmead,301009,Logan,1,Good,Good,0
311031315,Greenbank Military Camp,301009,Logan,1,Good,Good,0
311031316,Hillcrest,301009,Logan,1,Good,Good,0
311031317,Marsden,301009,Logan,1,Good,Good,0
311031318,Munruben - Park Ridge South,301009,Logan,1,Good,Good,0
311031319,Regents Park - Heritage Park,301009,Logan,1,Good,Good,0
311041322,Logan Village,301009,Logan,1,Good,Good,0
311041567,Flagstone (East) - Riverbend,301009,Logan,1,Good,Good,0
311041568,Flagstone (West) - New Beith,301009,Logan,1,Good,Good,0
311041569,Greenbank - North Maclean,301009,Logan,1,Good,Good,0
311041570,Jimboomba - Glenlogan,301009,Logan,1,Good,Good,0
311041571,Yarrabilba,301009,Logan,1,Good,Good,0
311051323,Bethania - Waterford,301009,Logan,1,Good,Good,0
311051324,Cornubia - Carbrook,301009,Logan,1,Good,Good,0
311051325,Loganholme - Tanah Merah,301009,Logan,1,Good,Good,0
311051326,Loganlea,301009,Logan,1,Good,Good,0
311051327,Shailer Park,301009,Logan,1,Good,Good,0
311051328,Waterford West,301009,Logan,1,Good,Good,0
311061329,Daisy Hill,301009,Logan,1,Good,Good,0
311061330,Kingston (Qld),301009,Logan,1,Good,Good,0
311061331,Logan Central,301009,Logan,1,Good,Good,0
311061332,Rochedale South - Priestdale,301009,Logan,1,Good,Good,0
311061333,Slacks Creek,301009,Logan,1,Good,Good,0
311061334,Springwood,301009,Logan,1,Good,Good,0
311061335,Underwood,301009,Logan,1,Good,Good,0
311061336,Woodridge,301009,Logan,1,Good,Good,0
312011337,Bowen,310001,Bowen (Qld),1,Good,Good,0
312011338,Broadsound - Nebo,305007,Nebo - Clermont,1,Good,Good,0
312011339,Clermont,305007,Nebo - Clermont,1,Good,Good,0
312011340,Collinsville,310001,Bowen (Qld),1,Good,Good,0
312011341,Moranbah,305007,Nebo - Clermont,1,Good,Good,0
312021342,Andergrove - Beaconsfield,310006,Mackay,1,Good,Good,0
312021343,East Mackay,310006,Mackay,1,Good,Good,0
312021344,Eimeo - Rural View,310006,Mackay,1,Good,Good,0
312021345,Eungella Hinterland,310008,Mirani,1,Good,Good,0
312021346,Mackay,310006,Mackay,1,Good,Good,0
312021347,Mackay Harbour,310006,Mackay,1,Good,Good,0
312021348,Mount Pleasant - Glenella,310006,Mackay,1,Good,Good,0
312021349,North Mackay,310006,Mackay,1,Good,Good,0
312021350,Ooralea - Bakers Creek,310006,Mackay,0.9301962,Good,Good,0
312021350,Ooralea - Bakers Creek,310007,Mackay - Surrounds,0.0698038,Acceptable,Good,0
312021351,Pioneer Valley,310008,Mirani,1,Good,Good,0
312021352,Sarina,310011,Sarina,1,Good,Good,0
312021353,Seaforth - Calen,310007,Mackay - Surrounds,1,Acceptable,Good,0
312021354,Shoal Point - Bucasia,310006,Mackay,1,Good,Good,0
312021355,Slade Point,310006,Mackay,1,Good,Good,0
312021356,South Mackay,310006,Mackay,1,Good,Good,0
312021357,Walkerston - Eton,310006,Mackay,0.4769221,Good,Good,0
312021357,Walkerston - Eton,310007,Mackay - Surrounds,0.4726518,Acceptable,Good,0
312021357,Walkerston - Eton,310008,Mirani,0.0504261,Good,Good,0
312021358,West Mackay,310006,Mackay,1,Good,Good,0
312031359,Airlie - Whitsundays,310010,Proserpine - Whitsunday,1,Good,Good,0
312031360,Cape Conway,310010,Proserpine - Whitsunday,1,Good,Good,0
312031361,Proserpine,310010,Proserpine - Whitsunday,1,Good,Good,0
313011362,Beachmere - Sandstone Point,301003,Caboolture,1,Good,Good,0
313011363,Bribie Island,301003,Caboolture,1,Good,Good,0
313021364,Burpengary - East,301003,Caboolture,1,Good,Good,0
313021366,Caboolture - South,301003,Caboolture,1,Good,Good,0
313021367,Elimbah,301003,Caboolture,1,Good,Good,0
313021368,Morayfield - East,301003,Caboolture,1,Good,Good,0
313021369,Wamuran,301003,Caboolture,1,Good,Good,0
313021572,Caboolture - East,301003,Caboolture,1,Good,Good,0
313021573,Caboolture - West,301003,Caboolture,1,Good,Good,0
313031370,Kilcoy,301005,Esk - Kilcoy,1,Good,Good,0
313031371,Woodford - D'Aguilar,301003,Caboolture,1,Good,Good,0
313041372,Burpengary,301003,Caboolture,1,Good,Good,0
313041373,Deception Bay,301003,Caboolture,1,Good,Good,0
313041374,Morayfield,301003,Caboolture,1,Good,Good,0
313041375,Narangba,301003,Caboolture,1,Good,Good,0
313041376,Upper Caboolture,301003,Caboolture,1,Good,Good,0
313051377,Clontarf,301013,Redcliffe,1,Good,Good,0
313051378,Margate - Woody Point,301013,Redcliffe,1,Good,Good,0
313051379,Redcliffe,301013,Redcliffe,1,Good,Good,0
313051380,Rothwell - Kippa-Ring,301013,Redcliffe,1,Good,Good,0
313051574,Moreton Island,301002,Brisbane City,1,Good,Good,0
313051575,Scarborough - Newport,301013,Redcliffe,1,Good,Good,0
314011382,Albany Creek,301012,Pine Rivers,1,Good,Good,0
314011383,Cashmere,301012,Pine Rivers,1,Good,Good,0
314011384,Dayboro,301012,Pine Rivers,1,Good,Good,0
314011385,Eatons Hill,301012,Pine Rivers,1,Good,Good,0
314011386,The Hills District,301012,Pine Rivers,1,Good,Good,0
314011387,Samford Valley,301012,Pine Rivers,1,Good,Good,0
314021389,Murrumba Downs - Griffin,301012,Pine Rivers,1,Good,Good,0
314021576,Dakabin,301012,Pine Rivers,1,Good,Good,0
314021577,Kallangur,301012,Pine Rivers,1,Good,Good,0
314021578,Mango Hill,301012,Pine Rivers,1,Good,Good,0
314021579,North Lakes,301012,Pine Rivers,1,Good,Good,0
314031391,Bray Park,301012,Pine Rivers,1,Good,Good,0
314031392,Lawnton,301012,Pine Rivers,1,Good,Good,0
314031393,Petrie,301012,Pine Rivers,1,Good,Good,0
314031394,Strathpine - Brendale,301012,Pine Rivers,1,Good,Good,0
315011395,Aurukun,303001,Aurukun,1,Good,Good,0
315011396,Cape York,303002,Cape York,0.3296696,Poor,Good,0
315011396,Cape York,303003,Cooktown,0.2554112,Poor,Good,0
315011396,Cape York,303004,Hope Vale,0.1252371,Poor,Good,0
315011396,Cape York,303006,Lockhart River,0.0855974,Poor,Good,0
315011396,Cape York,303007,Mapoon - Napranum - Weipa,0.1685241,Acceptable,Good,0
315011396,Cape York,309011,Wujal Wujal and Outstations,0.0355606,Poor,Good,0
315011397,Croydon - Etheridge,309008,Kuranda - Croydon,1,Acceptable,Good,0
315011398,Kowanyama - Pormpuraaw,303005,Kowanyama,0.6365798,Poor,Good,0
315011398,Kowanyama - Pormpuraaw,303009,Pormpuraaw,0.3634202,Poor,Good,0
315011399,Northern Peninsula,303008,Northern Peninsula Area,1,Good,Good,0
315011400,Tablelands,309008,Kuranda - Croydon,1,Acceptable,Good,0
315011401,Torres,303008,Northern Peninsula Area,0.0056365,Good,Good,1
315011401,Torres,307001,Kaiwalagal - Inner Islands,0.9940831,Good,Good,0
315011401,Torres,307002,Kalakawal - Top Western Islands,4.38E-05,Poor,Good,1
315011401,Torres,307003,Kalalagal - Western Islands,0.0001402,Poor,Good,1
315011401,Torres,307004,Kulkalgal - Central Islands,8.18E-05,Poor,Good,1
315011401,Torres,307005,Meriam - Eastern Islands,1.46E-05,Poor,Good,1
315011402,Torres Strait Islands,307001,Kaiwalagal - Inner Islands,0.0631651,Good,Good,0
315011402,Torres Strait Islands,307002,Kalakawal - Top Western Islands,0.1621489,Poor,Good,0
315011402,Torres Strait Islands,307003,Kalalagal - Western Islands,0.3366351,Poor,Good,0
315011402,Torres Strait Islands,307004,Kulkalgal - Central Islands,0.244195,Poor,Good,0
315011402,Torres Strait Islands,307005,Meriam - Eastern Islands,0.193856,Poor,Good,0
315011403,Weipa,303007,Mapoon - Napranum - Weipa,1,Acceptable,Good,0
315021404,Carpentaria,304002,Carpentaria - Burke - Mornington,1,Good,Good,0
315021405,Mount Isa,304004,Mount Isa,1,Good,Good,0
315021406,Mount Isa Surrounds,304003,Cloncurry - McKinlay,0.8977724,Acceptable,Good,0
315021406,Mount Isa Surrounds,304004,Mount Isa,0.1022276,Good,Good,0
315021407,Northern Highlands,304003,Cloncurry - McKinlay,0.2708924,Acceptable,Good,0
315021407,Northern Highlands,310004,Flinders - Richmond - Dalrymple,0.7291076,Acceptable,Good,0
315031408,Barcaldine - Blackall,305002,Barcaldine - Blackall - Longreach,1,Good,Good,0
315031409,Charleville,306010,Murweh,1,Good,Good,0
315031410,Far Central West,304001,Boulia - Diamantina - Winton,0.8540147,Acceptable,Good,0
315031410,Far Central West,306002,Bulloo - Quilpie - Barcoo,0.1459853,Poor,Good,0
315031411,Far South West,306002,Bulloo - Quilpie - Barcoo,0.3815322,Poor,Good,0
315031411,Far South West,306012,Paroo,0.6184678,Poor,Good,0
315031412,Longreach,305002,Barcaldine - Blackall - Longreach,1,Good,Good,0
316011413,Buderim - North,301010,Maroochy,1,Good,Good,0
316011414,Buderim - South,301010,Maroochy,1,Good,Good,0
316011415,Mountain Creek,301010,Maroochy,1,Good,Good,0
316011416,Sippy Downs,301010,Maroochy,1,Good,Good,0
316021417,Aroona - Currimundi,301004,Caloundra,1,Good,Good,0
316021418,Buddina - Minyama,301004,Caloundra,1,Good,Good,0
316021419,Caloundra - Kings Beach,301004,Caloundra,1,Good,Good,0
316021421,Golden Beach - Pelican Waters,301004,Caloundra,1,Good,Good,0
316021422,Moffat Beach - Battery Hill,301004,Caloundra,1,Good,Good,0
316021423,Parrearra - Warana,301004,Caloundra,1,Good,Good,0
316021424,Wurtulla - Birtinya,301004,Caloundra,1,Good,Good,0
316021580,Caloundra West - Baringa,301004,Caloundra,1,Good,Good,0
316021581,Meridan Plains - Little Mountain (North),301004,Caloundra,1,Good,Good,0
316031425,Coolum Beach,301010,Maroochy,1,Good,Good,0
316031426,Marcoola - Mudjimba,301010,Maroochy,1,Good,Good,0
316031427,Maroochydore - Kuluin,301010,Maroochy,1,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,301010,Maroochy,1,Good,Good,0
316051434,Noosa Heads,301011,Noosa,1,Good,Good,0
316051435,Noosaville,301011,Noosa,1,Good,Good,0
316051437,Sunshine Beach,301011,Noosa,1,Good,Good,0
316051438,Tewantin,301011,Noosa,1,Good,Good,0
316051543,Peregian Beach - Marcus Beach,301010,Maroochy,0.2050724,Good,Good,0
316051543,Peregian Beach - Marcus Beach,301011,Noosa,0.7949276,Good,Good,0
316051544,Peregian Springs,301010,Maroochy,1,Good,Good,0
316061439,Beerwah,301004,Caloundra,1,Good,Good,0
316061440,Caloundra Hinterland,301004,Caloundra,1,Good,Good,0
316061441,Glass House Mountains,301004,Caloundra,1,Good,Good,0
316061442,Landsborough,301004,Caloundra,1,Good,Good,0
316061443,Maroochy Hinterland,301010,Maroochy,1,Good,Good,0
316061444,Palmwoods,301010,Maroochy,1,Good,Good,0
316071545,Bli Bli,301010,Maroochy,1,Good,Good,0
316071546,Diddillibah - Rosemount,301010,Maroochy,1,Good,Good,0
316071547,Eumundi - Yandina,301010,Maroochy,1,Good,Good,0
316071548,Nambour,301010,Maroochy,1,Good,Good,0
316081549,Noosa Hinterland,301010,Maroochy,0.1639849,Good,Good,0
316081549,Noosa Hinterland,301011,Noosa,0.8360151,Good,Good,0
317011445,Cambooya - Wyreema,306017,Toowoomba - South,1,Good,Good,0
317011446,Darling Heights,306015,Toowoomba - Central,1,Good,Good,0
317011447,Drayton - Harristown,306015,Toowoomba - Central,1,Good,Good,0
317011448,Gatton,301006,Gatton - Laidley,1,Good,Good,0
317011449,Gowrie (Qld),306016,Toowoomba - North,1,Good,Good,0
317011450,Highfields,306015,Toowoomba - Central,0.0371582,Good,Good,0
317011450,Highfields,306016,Toowoomba - North,0.9628418,Good,Good,0
317011451,Lockyer Valley - West,301006,Gatton - Laidley,1,Good,Good,0
317011452,Middle Ridge,306015,Toowoomba - Central,1,Good,Good,0
317011453,Newtown (Qld),306015,Toowoomba - Central,1,Good,Good,0
317011454,North Toowoomba - Harlaxton,306015,Toowoomba - Central,1,Good,Good,0
317011455,Rangeville,306015,Toowoomba - Central,1,Good,Good,0
317011456,Toowoomba - Central,306015,Toowoomba - Central,1,Good,Good,0
317011457,Toowoomba - East,306015,Toowoomba - Central,1,Good,Good,0
317011458,Toowoomba - West,306007,Jondaryan - Oakey,0.0697959,Poor,Good,0
317011458,Toowoomba - West,306015,Toowoomba - Central,0.9302041,Good,Good,0
317011459,Wilsonton,306015,Toowoomba - Central,1,Good,Good,0
318011460,Ayr,310002,Burdekin - Ayr,1,Good,Good,0
318011461,Burdekin,310002,Burdekin - Ayr,1,Good,Good,0
318011462,Charters Towers,310003,Charters Towers,1,Good,Good,0
318011463,Dalrymple,310004,Flinders - Richmond - Dalrymple,1,Acceptable,Good,0
318011464,Ingham,310005,Ingham - Hinchinbrook,1,Good,Good,0
318011465,Ingham Surrounds,310005,Ingham - Hinchinbrook,1,Good,Good,0
318011466,Palm Island,310009,Palm Island,1,Good,Good,0
318021467,Aitkenvale,310013,Townsville,1,Good,Good,0
318021468,Annandale (Qld),310013,Townsville,1,Good,Good,0
318021469,Belgian Gardens - Pallarenda,310013,Townsville,1,Good,Good,0
318021470,Bohle Plains,310012,Thuringowa,1,Good,Good,0
318021471,Condon - Rasmussen,310012,Thuringowa,1,Good,Good,0
318021472,Cranbrook,310013,Townsville,1,Good,Good,0
318021474,Douglas,310013,Townsville,0.9683913,Good,Good,0
318021474,Douglas,310014,Townsville - Surrounds,0.0316087,Good,Good,0
318021475,Garbutt - West End,310013,Townsville,1,Good,Good,0
318021476,Gulliver - Currajong - Vincent,310013,Townsville,1,Good,Good,0
318021477,Heatley,310013,Townsville,1,Good,Good,0
318021478,Hermit Park - Rosslea,310013,Townsville,1,Good,Good,0
318021479,Hyde Park - Pimlico,310013,Townsville,1,Good,Good,0
318021480,Kelso,310012,Thuringowa,0.9922516,Good,Good,0
318021480,Kelso,310014,Townsville - Surrounds,0.0077484,Good,Good,1
318021481,Kirwan - East,310012,Thuringowa,1,Good,Good,0
318021482,Kirwan - West,310012,Thuringowa,1,Good,Good,0
318021483,Magnetic Island,310014,Townsville - Surrounds,1,Good,Good,0
318021484,Mount Louisa,310013,Townsville,1,Good,Good,0
318021485,Mundingburra,310013,Townsville,1,Good,Good,0
318021486,Northern Beaches,310014,Townsville - Surrounds,1,Good,Good,0
318021487,Oonoonba,310013,Townsville,1,Good,Good,0
318021488,South Townsville - Railway Estate,310013,Townsville,1,Good,Good,0
318021489,Townsville - South,310014,Townsville - Surrounds,1,Good,Good,0
318021490,Townsville City - North Ward,310013,Townsville,1,Good,Good,0
318021491,Wulguru - Roseneath,310013,Townsville,0.7640676,Good,Good,0
318021491,Wulguru - Roseneath,310014,Townsville - Surrounds,0.2359324,Good,Good,0
318021582,Burdell - Mount Low,310012,Thuringowa,1,Good,Good,0
318021583,Deeragun - Jensen,310012,Thuringowa,1,Good,Good,0
319011492,Ashfield - Kepnock,305003,Bundaberg,1,Good,Good,0
319011493,Bargara - Burnett Heads,305003,Bundaberg,1,Good,Good,0
319011494,Branyan - Kensington,305003,Bundaberg,1,Good,Good,0
319011495,Bundaberg,305003,Bundaberg,1,Good,Good,0
319011496,Bundaberg East - Kalkie,305003,Bundaberg,1,Good,Good,0
319011497,Bundaberg North - Gooburrum,305003,Bundaberg,1,Good,Good,0
319011498,Bundaberg Surrounds - North,305003,Bundaberg,1,Good,Good,0
319011499,Bundaberg Surrounds - South,305003,Bundaberg,1,Good,Good,0
319011500,Millbank - Avoca,305003,Bundaberg,1,Good,Good,0
319011501,Svensson Heights - Norville,305003,Bundaberg,1,Good,Good,0
319011502,Walkervale - Avenell Heights,305003,Bundaberg,1,Good,Good,0
319021503,Gayndah - Mundubbera,305008,North Burnett,1,Good,Good,0
319021504,Gin Gin,305003,Bundaberg,1,Good,Good,0
319021505,Kingaroy,306013,South Burnett,1,Acceptable,Good,0
319021506,Kingaroy Surrounds - North,306003,Cherbourg,0.1250677,Poor,Good,0
319021506,Kingaroy Surrounds - North,306009,Murgon,0.3466755,Poor,Good,0
319021506,Kingaroy Surrounds - North,306013,South Burnett,0.5282568,Acceptable,Good,0
319021507,Kingaroy Surrounds - South,306013,South Burnett,1,Acceptable,Good,0
319021508,Monto - Eidsvold,305008,North Burnett,1,Good,Good,0
319021509,Nanango,306011,Nanango - Kilkivan,1,Good,Good,0
319021510,North Burnett,305003,Bundaberg,1,Good,Good,0
319031511,Cooloola,306004,Cooloola - Gympie,1,Good,Good,0
319031512,Gympie - North,306004,Cooloola - Gympie,1,Good,Good,0
319031513,Gympie - South,306004,Cooloola - Gympie,1,Good,Good,0
319031514,Gympie Surrounds,306004,Cooloola - Gympie,0.9891857,Good,Good,0
319031514,Gympie Surrounds,306011,Nanango - Kilkivan,0.0108143,Good,Good,0
319031515,Kilkivan,306011,Nanango - Kilkivan,1,Good,Good,0
319041516,Booral - River Heads,305005,Fraser Coast,1,Good,Good,0
319041517,Craignish - Dundowran Beach,305005,Fraser Coast,1,Good,Good,0
319041518,Pialba - Eli Waters,305005,Fraser Coast,1,Good,Good,0
319041519,Point Vernon,305005,Fraser Coast,1,Good,Good,0
319041520,Torquay - Scarness - Kawungan,305005,Fraser Coast,1,Good,Good,0
319041521,Urangan - Wondunna,305005,Fraser Coast,1,Good,Good,0
319051522,Burrum - Fraser,305005,Fraser Coast,1,Good,Good,0
319051523,Granville,305005,Fraser Coast,1,Good,Good,0
319051524,Maryborough (Qld),305005,Fraser Coast,1,Good,Good,0
319051525,Maryborough Surrounds - South,305005,Fraser Coast,1,Good,Good,0
319051526,Tinana,305005,Fraser Coast,1,Good,Good,0
397979799,Migratory - Offshore - Shipping (Qld),397997,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
399999499,No usual address (Qld),394994,No usual address (Qld),1,Good,Good,0
401011001,Adelaide,401001,Adelaide - Prospect - Walkerville,1,Good,Good,0
401011002,North Adelaide,401001,Adelaide - Prospect - Walkerville,1,Good,Good,0
401021003,Adelaide Hills,401002,Adelaide Hills - Mount Barker,1,Good,Good,0
401021004,Aldgate - Stirling,401002,Adelaide Hills - Mount Barker,1,Good,Good,0
401021005,Hahndorf - Echunga,401002,Adelaide Hills - Mount Barker,1,Good,Good,0
401021006,Lobethal - Woodside,401002,Adelaide Hills - Mount Barker,1,Good,Good,0
401021007,Mount Barker,401002,Adelaide Hills - Mount Barker,1,Good,Good,0
401021008,Mount Barker Surrounds,401002,Adelaide Hills - Mount Barker,1,Good,Good,0
401021009,Nairne,401002,Adelaide Hills - Mount Barker,1,Good,Good,0
401021010,Uraidla - Summertown,401002,Adelaide Hills - Mount Barker,0.7695486,Good,Good,0
401021010,Uraidla - Summertown,401005,Campbelltown - Norwood,0.2304514,Good,Good,0
401031011,Burnside - Wattle Park,401021,Unley - Burnside - Mitcham,1,Good,Good,0
401031012,Beaumont - Glen Osmond,401021,Unley - Burnside - Mitcham,1,Good,Good,0
401031013,Toorak Gardens,401021,Unley - Burnside - Mitcham,1,Good,Good,0
401041014,Athelstone,401005,Campbelltown - Norwood,1,Good,Good,0
401041015,Paradise - Newton,401005,Campbelltown - Norwood,1,Good,Good,0
401041016,Rostrevor - Magill,401005,Campbelltown - Norwood,1,Good,Good,0
401051017,Norwood (SA),401005,Campbelltown - Norwood,1,Good,Good,0
401051018,Payneham - Felixstow,401005,Campbelltown - Norwood,1,Good,Good,0
401051019,St Peters - Marden,401005,Campbelltown - Norwood,1,Good,Good,0
401061020,Nailsworth - Broadview,401001,Adelaide - Prospect - Walkerville,1,Good,Good,0
401061021,Prospect,401001,Adelaide - Prospect - Walkerville,1,Good,Good,0
401061022,Walkerville,401001,Adelaide - Prospect - Walkerville,1,Good,Good,0
401071023,Goodwood - Millswood,401021,Unley - Burnside - Mitcham,1,Good,Good,0
401071024,Unley - Parkside,401021,Unley - Burnside - Mitcham,1,Good,Good,0
402011025,Gawler - North,401003,Barossa,0.3259163,Good,Good,0
402011025,Gawler - North,401008,Gawler,0.6740837,Good,Good,0
402011026,Gawler - South,401003,Barossa,0.0257393,Good,Good,0
402011026,Gawler - South,401008,Gawler,0.9742607,Good,Good,0
402011027,Lewiston - Two Wells,401003,Barossa,1,Good,Good,0
402021028,Craigmore - Blakeview,401015,Playford,1,Good,Good,0
402021029,Davoren Park,401015,Playford,1,Good,Good,0
402021030,Elizabeth,401015,Playford,1,Good,Good,0
402021031,Elizabeth East,401015,Playford,1,Good,Good,0
402021032,Munno Para West - Angle Vale,401015,Playford,1,Good,Good,0
402021033,One Tree Hill,401015,Playford,1,Good,Good,0
402021034,Smithfield - Elizabeth North,401015,Playford,1,Good,Good,0
402021035,Virginia - Waterloo Corner,401015,Playford,0.9495179,Good,Good,0
402021035,Virginia - Waterloo Corner,401018,Salisbury,0.0504821,Good,Good,0
402031036,Enfield - Blair Athol,401016,Port Adelaide - Enfield,1,Good,Good,0
402031038,Windsor Gardens,401016,Port Adelaide - Enfield,1,Good,Good,0
402031175,Northgate - Northfield,401016,Port Adelaide - Enfield,1,Good,Good,0
402031176,Valley View - Gilles Plains,401016,Port Adelaide - Enfield,0.4322528,Good,Good,0
402031176,Valley View - Gilles Plains,401018,Salisbury,0.2823922,Good,Good,0
402031176,Valley View - Gilles Plains,401020,Tea Tree Gully,0.2853549,Good,Good,0
402041039,Dry Creek - North,401018,Salisbury,1,Good,Good,0
402041040,Ingle Farm,401018,Salisbury,1,Good,Good,0
402041041,Para Hills,401018,Salisbury,0.9120912,Good,Good,0
402041041,Para Hills,401020,Tea Tree Gully,0.0879088,Good,Good,0
402041042,Parafield,401018,Salisbury,1,Good,Good,0
402041043,Parafield Gardens,401018,Salisbury,1,Good,Good,0
402041044,Paralowie,401018,Salisbury,1,Good,Good,0
402041046,Salisbury,401018,Salisbury,1,Good,Good,0
402041047,Salisbury East,401018,Salisbury,0.9409886,Good,Good,0
402041047,Salisbury East,401020,Tea Tree Gully,0.0590114,Good,Good,0
402041048,Salisbury North,401018,Salisbury,1,Good,Good,0
402041171,Mawson Lakes - Globe Derby Park,401018,Salisbury,1,Good,Good,0
402041172,Pooraka - Cavan,401018,Salisbury,1,Good,Good,0
402051049,Golden Grove,401020,Tea Tree Gully,1,Good,Good,0
402051050,Greenwith,401020,Tea Tree Gully,1,Good,Good,0
402051051,Highbury - Dernancourt,401016,Port Adelaide - Enfield,0.0211138,Good,Good,0
402051051,Highbury - Dernancourt,401020,Tea Tree Gully,0.9788862,Good,Good,0
402051052,Hope Valley - Modbury,401016,Port Adelaide - Enfield,0.0393843,Good,Good,0
402051052,Hope Valley - Modbury,401020,Tea Tree Gully,0.9606157,Good,Good,0
402051053,Modbury Heights,401020,Tea Tree Gully,1,Good,Good,0
402051054,Redwood Park,401020,Tea Tree Gully,1,Good,Good,0
402051055,St Agnes - Ridgehaven,401020,Tea Tree Gully,1,Good,Good,0
403011056,Brighton (SA),401009,Holdfast Bay - West Torrens,1,Good,Good,0
403011057,Glenelg (SA),401009,Holdfast Bay - West Torrens,1,Good,Good,0
403021058,Edwardstown,401011,Marion,1,Good,Good,0
403021059,Hallett Cove,401011,Marion,1,Good,Good,0
403021060,Marino - Seaview Downs,401009,Holdfast Bay - West Torrens,0.1656012,Good,Good,0
403021060,Marino - Seaview Downs,401011,Marion,0.8343988,Good,Good,0
403021061,Mitchell Park,401011,Marion,1,Good,Good,0
403021062,Morphettville,401011,Marion,1,Good,Good,0
403021063,Sheidow Park - Trott Park,401011,Marion,1,Good,Good,0
403021064,Warradale,401011,Marion,1,Good,Good,0
403031065,Belair,401021,Unley - Burnside - Mitcham,1,Good,Good,0
403031066,Bellevue Heights,401021,Unley - Burnside - Mitcham,1,Good,Good,0
403031067,Blackwood,401021,Unley - Burnside - Mitcham,1,Good,Good,0
403031068,Colonel Light Gardens,401021,Unley - Burnside - Mitcham,1,Good,Good,0
403031069,Mitcham (SA),401021,Unley - Burnside - Mitcham,1,Good,Good,0
403031070,Panorama,401021,Unley - Burnside - Mitcham,1,Good,Good,0
403041071,Aberfoyle Park,401014,Onkaparinga,1,Good,Good,0
403041072,Aldinga,401014,Onkaparinga,1,Good,Good,0
403041073,Christie Downs,401014,Onkaparinga,1,Good,Good,0
403041074,Christies Beach,401014,Onkaparinga,1,Good,Good,0
403041075,Clarendon,401014,Onkaparinga,1,Good,Good,0
403041076,Coromandel Valley,401014,Onkaparinga,0.7043256,Good,Good,0
403041076,Coromandel Valley,401021,Unley - Burnside - Mitcham,0.2956744,Good,Good,0
403041077,Flagstaff Hill,401014,Onkaparinga,1,Good,Good,0
