POSTCODE,POSTCODE,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
5270,5270,42,Outer Regional Australia,1,Good,Good,0
5271,5271,42,Outer Regional Australia,0.9873765,Good,Good,0
5271,5271,43,Remote Australia,0.0126235,Good,Good,0
5272,5272,42,Outer Regional Australia,1,Good,Good,0
5273,5273,42,Outer Regional Australia,0.8878642,Good,Good,0
5273,5273,43,Remote Australia,0.1121358,Good,Good,0
5275,5275,42,Outer Regional Australia,0.9523685,Good,Good,0
5275,5275,43,Remote Australia,0.0476315,Good,Good,0
5276,5276,42,Outer Regional Australia,1,Good,Good,0
5277,5277,42,Outer Regional Australia,1,Good,Good,0
5278,5278,42,Outer Regional Australia,1,Good,Good,0
5279,5279,42,Outer Regional Australia,1,Good,Good,0
5280,5280,,,0,Poor,Good,4
5280,5280,42,Outer Regional Australia,1,Good,Good,0
5290,5290,42,Outer Regional Australia,1,Good,Good,0
5291,5291,42,Outer Regional Australia,1,Good,Good,0
5301,5301,42,Outer Regional Australia,1,Good,Good,0
5302,5302,43,Remote Australia,1,Good,Good,0
5303,5303,43,Remote Australia,1,Good,Good,0
5304,5304,42,Outer Regional Australia,0.0456357,Good,Good,0
5304,5304,43,Remote Australia,0.9543643,Good,Good,0
5306,5306,42,Outer Regional Australia,1,Good,Good,0
5307,5307,42,Outer Regional Australia,0.9977669,Good,Good,0
5307,5307,43,Remote Australia,0.0022331,Good,Good,1
5308,5308,42,Outer Regional Australia,1,Good,Good,0
5309,5309,42,Outer Regional Australia,1,Good,Good,0
5310,5310,42,Outer Regional Australia,1,Good,Good,0
5311,5311,42,Outer Regional Australia,1,Good,Good,0
5320,5320,42,Outer Regional Australia,1,Good,Good,0
5320,5320,43,Remote Australia,0,Good,Good,1
5321,5321,42,Outer Regional Australia,1,Good,Good,0
5322,5322,42,Outer Regional Australia,1,Good,Good,0
5330,5330,42,Outer Regional Australia,1,Good,Good,0
5330,5330,43,Remote Australia,0,Good,Good,1
5331,5331,42,Outer Regional Australia,1,Good,Good,0
5332,5332,42,Outer Regional Australia,1,Good,Good,0
5333,5333,42,Outer Regional Australia,1,Good,Good,0
5340,5340,42,Outer Regional Australia,0.9977194,Good,Good,0
5340,5340,43,Remote Australia,0.0022806,Good,Good,1
5341,5341,42,Outer Regional Australia,0.996448,Good,Good,0
5341,5341,43,Remote Australia,0.003552,Good,Good,1
5342,5342,42,Outer Regional Australia,1,Good,Good,0
5343,5343,42,Outer Regional Australia,1,Good,Good,0
5344,5344,42,Outer Regional Australia,1,Good,Good,0
5345,5345,42,Outer Regional Australia,1,Good,Good,0
5346,5346,42,Outer Regional Australia,1,Good,Good,0
5350,5350,41,Inner Regional Australia,1,Good,Good,0
5351,5351,41,Inner Regional Australia,1,Good,Good,0
5352,5352,41,Inner Regional Australia,1,Good,Good,0
5353,5353,41,Inner Regional Australia,0.9799482,Good,Good,0
5353,5353,42,Outer Regional Australia,0.0200518,Good,Good,0
5354,5354,42,Outer Regional Australia,1,Good,Good,0
5355,5355,41,Inner Regional Australia,1,Good,Good,0
5356,5356,41,Inner Regional Australia,0.9950482,Good,Good,0
5356,5356,42,Outer Regional Australia,0.0049518,Good,Good,1
5357,5357,42,Outer Regional Australia,1,Good,Good,0
5360,5360,41,Inner Regional Australia,1,Good,Good,0
5371,5371,41,Inner Regional Australia,1,Good,Good,0
5372,5372,41,Inner Regional Australia,1,Good,Good,0
5373,5373,41,Inner Regional Australia,1,Good,Good,0
5374,5374,41,Inner Regional Australia,0.7180822,Good,Good,0
5374,5374,42,Outer Regional Australia,0.2819178,Good,Good,0
5381,5381,41,Inner Regional Australia,0.0103404,Good,Good,0
5381,5381,42,Outer Regional Australia,0.9896596,Good,Good,0
5400,5400,41,Inner Regional Australia,1,Good,Good,0
5401,5401,41,Inner Regional Australia,1,Good,Good,0
5410,5410,41,Inner Regional Australia,1,Good,Good,0
5411,5411,41,Inner Regional Australia,1,Good,Good,0
5412,5412,41,Inner Regional Australia,1,Good,Good,0
5413,5413,41,Inner Regional Australia,0.7433419,Good,Good,0
5413,5413,42,Outer Regional Australia,0.2566581,Good,Good,0
5414,5414,41,Inner Regional Australia,1,Good,Good,0
5415,5415,42,Outer Regional Australia,1,Good,Good,0
5416,5416,42,Outer Regional Australia,1,Good,Good,0
5417,5417,42,Outer Regional Australia,0.9768315,Good,Good,0
5417,5417,43,Remote Australia,0.0231685,Good,Good,0
5418,5418,42,Outer Regional Australia,1,Good,Good,0
5419,5419,42,Outer Regional Australia,1,Good,Good,0
5420,5420,42,Outer Regional Australia,1,Good,Good,0
5421,5421,42,Outer Regional Australia,1,Good,Good,0
5422,5422,42,Outer Regional Australia,1,Good,Good,0
5422,5422,43,Remote Australia,0,Good,Good,1
5431,5431,42,Outer Regional Australia,0.9935949,Good,Good,0
5431,5431,43,Remote Australia,0.0064051,Good,Good,1
5432,5432,42,Outer Regional Australia,0.9247292,Good,Good,0
5432,5432,43,Remote Australia,0.0752708,Good,Good,0
5433,5433,42,Outer Regional Australia,0.9989833,Good,Good,0
5433,5433,43,Remote Australia,0.0010167,Good,Good,1
5434,5434,42,Outer Regional Australia,0.784492,Good,Good,0
5434,5434,43,Remote Australia,0.215508,Good,Good,0
5440,5440,42,Outer Regional Australia,5.33E-05,Good,Good,1
5440,5440,43,Remote Australia,0.9518648,Good,Good,0
5440,5440,44,Very Remote Australia,0.0480819,Acceptable,Good,0
5451,5451,41,Inner Regional Australia,1,Good,Good,0
5452,5452,41,Inner Regional Australia,1,Good,Good,0
5453,5453,41,Inner Regional Australia,0.7027291,Good,Good,0
5453,5453,42,Outer Regional Australia,0.2972709,Good,Good,0
5454,5454,42,Outer Regional Australia,1,Good,Good,0
5455,5455,42,Outer Regional Australia,1,Good,Good,0
5460,5460,41,Inner Regional Australia,1,Good,Good,0
5461,5461,41,Inner Regional Australia,0.9590007,Good,Good,0
5461,5461,42,Outer Regional Australia,0.0409993,Good,Good,0
5462,5462,42,Outer Regional Australia,1,Good,Good,0
5464,5464,42,Outer Regional Australia,1,Good,Good,0
5470,5470,42,Outer Regional Australia,1,Good,Good,0
5471,5471,42,Outer Regional Australia,1,Good,Good,0
5472,5472,42,Outer Regional Australia,1,Good,Good,0
5473,5473,42,Outer Regional Australia,1,Good,Good,0
5480,5480,42,Outer Regional Australia,1,Good,Good,0
5481,5481,42,Outer Regional Australia,1,Good,Good,0
5482,5482,42,Outer Regional Australia,1,Good,Good,0
5483,5483,42,Outer Regional Australia,1,Good,Good,0
5485,5485,42,Outer Regional Australia,1,Good,Good,0
5490,5490,42,Outer Regional Australia,1,Good,Good,0
5491,5491,42,Outer Regional Australia,1,Good,Good,0
5493,5493,42,Outer Regional Australia,1,Good,Good,0
5495,5495,42,Outer Regional Australia,1,Good,Good,0
5501,5501,41,Inner Regional Australia,1,Good,Good,0
5502,5502,41,Inner Regional Australia,1,Good,Good,0
5510,5510,42,Outer Regional Australia,1,Good,Good,0
5520,5520,42,Outer Regional Australia,1,Good,Good,0
5521,5521,42,Outer Regional Australia,1,Good,Good,0
5522,5522,42,Outer Regional Australia,1,Good,Good,0
5523,5523,42,Outer Regional Australia,1,Good,Good,0
5540,5540,42,Outer Regional Australia,1,Good,Good,0
5550,5550,41,Inner Regional Australia,0.8201752,Good,Good,0
5550,5550,42,Outer Regional Australia,0.1798248,Good,Good,0
5552,5552,42,Outer Regional Australia,1,Good,Good,0
5554,5554,42,Outer Regional Australia,1,Good,Good,0
5555,5555,42,Outer Regional Australia,1,Good,Good,0
5556,5556,42,Outer Regional Australia,1,Good,Good,0
5558,5558,42,Outer Regional Australia,1,Good,Good,0
5560,5560,42,Outer Regional Australia,1,Good,Good,0
5570,5570,42,Outer Regional Australia,1,Good,Good,0
5571,5571,42,Outer Regional Australia,1,Good,Good,0
5572,5572,42,Outer Regional Australia,1,Good,Good,0
5573,5573,42,Outer Regional Australia,1,Good,Good,0
5575,5575,42,Outer Regional Australia,0.5863724,Good,Good,0
5575,5575,43,Remote Australia,0.4136276,Good,Good,0
5576,5576,43,Remote Australia,1,Good,Good,0
5577,5577,43,Remote Australia,1,Good,Good,0
5580,5580,42,Outer Regional Australia,1,Good,Good,0
5581,5581,42,Outer Regional Australia,1,Good,Good,0
5582,5582,43,Remote Australia,1,Good,Good,0
5583,5583,43,Remote Australia,1,Good,Good,0
5600,5600,42,Outer Regional Australia,1,Good,Good,0
5601,5601,42,Outer Regional Australia,1,Good,Good,0
5602,5602,42,Outer Regional Australia,0.158751,Good,Good,0
5602,5602,43,Remote Australia,0.841249,Good,Good,0
5603,5603,43,Remote Australia,1,Good,Good,0
5604,5604,43,Remote Australia,1,Good,Good,0
5605,5605,43,Remote Australia,1,Good,Good,0
5606,5606,43,Remote Australia,1,Good,Good,0
5607,5607,43,Remote Australia,0.9837413,Good,Good,0
5607,5607,44,Very Remote Australia,0.0162587,Acceptable,Good,0
5608,5608,42,Outer Regional Australia,1,Good,Good,0
5609,5609,42,Outer Regional Australia,0.9991797,Good,Good,0
5609,5609,43,Remote Australia,0.0008203,Good,Good,1
5611,5611,43,Remote Australia,1,Good,Good,0
5630,5630,43,Remote Australia,1,Good,Good,0
5631,5631,43,Remote Australia,1,Good,Good,0
5632,5632,43,Remote Australia,1,Good,Good,0
5633,5633,43,Remote Australia,1,Good,Good,0
5640,5640,43,Remote Australia,1,Good,Good,0
5641,5641,43,Remote Australia,1,Good,Good,0
5642,5642,43,Remote Australia,1,Good,Good,0
5650,5650,43,Remote Australia,0.3908597,Good,Good,0
5650,5650,44,Very Remote Australia,0.6091403,Acceptable,Good,0
5651,5651,44,Very Remote Australia,1,Acceptable,Good,0
5652,5652,44,Very Remote Australia,1,Acceptable,Good,0
5653,5653,44,Very Remote Australia,1,Acceptable,Good,0
5654,5654,44,Very Remote Australia,1,Acceptable,Good,0
5655,5655,44,Very Remote Australia,1,Acceptable,Good,0
5660,5660,44,Very Remote Australia,1,Acceptable,Good,0
5661,5661,44,Very Remote Australia,1,Acceptable,Good,0
5670,5670,44,Very Remote Australia,1,Acceptable,Good,0
5671,5671,44,Very Remote Australia,1,Acceptable,Good,0
5680,5680,44,Very Remote Australia,1,Acceptable,Good,0
5690,5690,44,Very Remote Australia,1,Acceptable,Good,0
5700,5700,42,Outer Regional Australia,0.9996742,Good,Good,0
5700,5700,43,Remote Australia,0.0003258,Good,Good,1
5701,5701,42,Outer Regional Australia,0.8996072,Good,Good,0
5701,5701,44,Very Remote Australia,0.1003928,Acceptable,Good,0
5710,5710,42,Outer Regional Australia,1,Good,Good,0
5713,5713,42,Outer Regional Australia,5.03E-05,Good,Good,1
5713,5713,43,Remote Australia,0.1373554,Good,Good,0
5713,5713,44,Very Remote Australia,0.8625943,Acceptable,Good,0
5715,5715,42,Outer Regional Australia,0.0512555,Good,Good,0
5715,5715,43,Remote Australia,0.858457,Good,Good,0
5715,5715,44,Very Remote Australia,0.0902875,Acceptable,Good,0
5717,5717,43,Remote Australia,0.5655947,Good,Good,0
5717,5717,44,Very Remote Australia,0.4344053,Acceptable,Good,0
5719,5719,44,Very Remote Australia,1,Acceptable,Good,0
5720,5720,44,Very Remote Australia,1,Acceptable,Good,0
5722,5722,44,Very Remote Australia,1,Acceptable,Good,0
5723,5723,44,Very Remote Australia,1,Acceptable,Good,0
5724,5724,44,Very Remote Australia,1,Acceptable,Good,0
5725,5725,43,Remote Australia,0.9995595,Good,Good,0
5725,5725,44,Very Remote Australia,0.0004405,Acceptable,Good,1
5730,5730,43,Remote Australia,0.4749969,Good,Good,0
5730,5730,44,Very Remote Australia,0.5250031,Acceptable,Good,0
5731,5731,44,Very Remote Australia,1,Acceptable,Good,0
5732,5732,44,Very Remote Australia,1,Acceptable,Good,0
5733,5733,44,Very Remote Australia,1,Acceptable,Good,0
5734,5734,44,Very Remote Australia,1,Acceptable,Good,0
5950,5950,40,Major Cities of Australia,1,Good,Good,0
6000,6000,50,Major Cities of Australia,1,Good,Good,0
6003,6003,50,Major Cities of Australia,1,Good,Good,0
6004,6004,50,Major Cities of Australia,1,Good,Good,0
6005,6005,50,Major Cities of Australia,1,Good,Good,0
6006,6006,50,Major Cities of Australia,1,Good,Good,0
6007,6007,50,Major Cities of Australia,1,Good,Good,0
6008,6008,50,Major Cities of Australia,1,Good,Good,0
6009,6009,50,Major Cities of Australia,1,Good,Good,0
6010,6010,50,Major Cities of Australia,1,Good,Good,0
6011,6011,50,Major Cities of Australia,1,Good,Good,0
6012,6012,50,Major Cities of Australia,1,Good,Good,0
6014,6014,50,Major Cities of Australia,1,Good,Good,0
6015,6015,50,Major Cities of Australia,1,Good,Good,0
6016,6016,50,Major Cities of Australia,1,Good,Good,0
6017,6017,50,Major Cities of Australia,1,Good,Good,0
6018,6018,50,Major Cities of Australia,1,Good,Good,0
6019,6019,50,Major Cities of Australia,1,Good,Good,0
6020,6020,50,Major Cities of Australia,1,Good,Good,0
6021,6021,50,Major Cities of Australia,1,Good,Good,0
6022,6022,50,Major Cities of Australia,1,Good,Good,0
6023,6023,50,Major Cities of Australia,1,Good,Good,0
6024,6024,50,Major Cities of Australia,1,Good,Good,0
6025,6025,50,Major Cities of Australia,1,Good,Good,0
6026,6026,50,Major Cities of Australia,1,Good,Good,0
6027,6027,50,Major Cities of Australia,1,Good,Good,0
6028,6028,50,Major Cities of Australia,1,Good,Good,0
6029,6029,50,Major Cities of Australia,1,Good,Good,0
6030,6030,50,Major Cities of Australia,1,Good,Good,0
6031,6031,50,Major Cities of Australia,1,Good,Good,0
6032,6032,50,Major Cities of Australia,1,Good,Good,0
6033,6033,50,Major Cities of Australia,1,Good,Good,0
6034,6034,50,Major Cities of Australia,1,Good,Good,0
6035,6035,50,Major Cities of Australia,0.9977158,Good,Good,0
6035,6035,51,Inner Regional Australia,0.0022842,Good,Good,1
6036,6036,50,Major Cities of Australia,1,Good,Good,0
6037,6037,51,Inner Regional Australia,1,Good,Good,0
6038,6038,50,Major Cities of Australia,1,Good,Good,0
6041,6041,51,Inner Regional Australia,1,Good,Good,0
6042,6042,51,Inner Regional Australia,1,Good,Good,0
6043,6043,52,Outer Regional Australia,1,Good,Good,0
6044,6044,52,Outer Regional Australia,1,Good,Good,0
6050,6050,50,Major Cities of Australia,1,Good,Good,0
6051,6051,50,Major Cities of Australia,1,Good,Good,0
6052,6052,50,Major Cities of Australia,1,Good,Good,0
6053,6053,50,Major Cities of Australia,1,Good,Good,0
6054,6054,50,Major Cities of Australia,1,Good,Good,0
6055,6055,50,Major Cities of Australia,1,Good,Good,0
6056,6056,50,Major Cities of Australia,0.9986609,Good,Good,0
6056,6056,51,Inner Regional Australia,0.0013391,Good,Good,1
6057,6057,50,Major Cities of Australia,1,Good,Good,0
6058,6058,50,Major Cities of Australia,1,Good,Good,0
6059,6059,50,Major Cities of Australia,1,Good,Good,0
6060,6060,50,Major Cities of Australia,1,Good,Good,0
6061,6061,50,Major Cities of Australia,1,Good,Good,0
6062,6062,50,Major Cities of Australia,1,Good,Good,0
6063,6063,50,Major Cities of Australia,1,Good,Good,0
6064,6064,50,Major Cities of Australia,1,Good,Good,0
6065,6065,50,Major Cities of Australia,1,Good,Good,0
6066,6066,50,Major Cities of Australia,1,Good,Good,0
6067,6067,50,Major Cities of Australia,1,Good,Good,0
6068,6068,50,Major Cities of Australia,1,Good,Good,0
6069,6069,50,Major Cities of Australia,0.9779473,Good,Good,0
6069,6069,51,Inner Regional Australia,0.0220527,Good,Good,0
6070,6070,50,Major Cities of Australia,1,Good,Good,0
6071,6071,50,Major Cities of Australia,1,Good,Good,0
6072,6072,50,Major Cities of Australia,1,Good,Good,0
6073,6073,50,Major Cities of Australia,1,Good,Good,0
6074,6074,50,Major Cities of Australia,0.9903924,Good,Good,0
6074,6074,51,Inner Regional Australia,0.0096076,Good,Good,1
6076,6076,50,Major Cities of Australia,0.9742045,Good,Good,0
6076,6076,51,Inner Regional Australia,0.0257955,Good,Good,0
6077,6077,50,Major Cities of Australia,1,Good,Good,0
6078,6078,50,Major Cities of Australia,0.9226814,Good,Good,0
6078,6078,51,Inner Regional Australia,0.0773186,Good,Good,0
6079,6079,50,Major Cities of Australia,1,Good,Good,0
6081,6081,50,Major Cities of Australia,1,Good,Good,0
6082,6082,50,Major Cities of Australia,0.9835157,Good,Good,0
6082,6082,51,Inner Regional Australia,0.0164843,Good,Good,0
6083,6083,50,Major Cities of Australia,0.1635184,Good,Good,0
6083,6083,51,Inner Regional Australia,0.8364816,Good,Good,0
6084,6084,50,Major Cities of Australia,1.20E-06,Good,Good,1
6084,6084,51,Inner Regional Australia,0.9999982,Good,Good,0
6084,6084,52,Outer Regional Australia,6.00E-07,Good,Good,1
6090,6090,50,Major Cities of Australia,1,Good,Good,0
6100,6100,50,Major Cities of Australia,1,Good,Good,0
6101,6101,50,Major Cities of Australia,1,Good,Good,0
6102,6102,50,Major Cities of Australia,1,Good,Good,0
6103,6103,50,Major Cities of Australia,1,Good,Good,0
6104,6104,50,Major Cities of Australia,1,Good,Good,0
6105,6105,50,Major Cities of Australia,1,Good,Good,0
6106,6106,50,Major Cities of Australia,1,Good,Good,0
6107,6107,50,Major Cities of Australia,1,Good,Good,0
6108,6108,50,Major Cities of Australia,1,Good,Good,0
6109,6109,50,Major Cities of Australia,1,Good,Good,0
6110,6110,50,Major Cities of Australia,1,Good,Good,0
6111,6111,50,Major Cities of Australia,0.9784147,Good,Good,0
6111,6111,51,Inner Regional Australia,0.0215853,Good,Good,0
6112,6112,50,Major Cities of Australia,1,Good,Good,0
6121,6121,50,Major Cities of Australia,1,Good,Good,0
6122,6122,50,Major Cities of Australia,1,Good,Good,0
6123,6123,50,Major Cities of Australia,0.9981032,Good,Good,0
6123,6123,51,Inner Regional Australia,0.0018968,Good,Good,1
6124,6124,50,Major Cities of Australia,0.0228062,Good,Good,0
6124,6124,51,Inner Regional Australia,0.9771938,Good,Good,0
6125,6125,50,Major Cities of Australia,0.0341205,Good,Good,0
6125,6125,51,Inner Regional Australia,0.9658795,Good,Good,0
6126,6126,51,Inner Regional Australia,1,Good,Good,0
6147,6147,50,Major Cities of Australia,1,Good,Good,0
6148,6148,50,Major Cities of Australia,1,Good,Good,0
6149,6149,50,Major Cities of Australia,1,Good,Good,0
6150,6150,50,Major Cities of Australia,1,Good,Good,0
6151,6151,50,Major Cities of Australia,1,Good,Good,0
6152,6152,50,Major Cities of Australia,1,Good,Good,0
6153,6153,50,Major Cities of Australia,1,Good,Good,0
6154,6154,50,Major Cities of Australia,1,Good,Good,0
6155,6155,50,Major Cities of Australia,1,Good,Good,0
6156,6156,50,Major Cities of Australia,1,Good,Good,0
6157,6157,50,Major Cities of Australia,1,Good,Good,0
6158,6158,50,Major Cities of Australia,1,Good,Good,0
6159,6159,50,Major Cities of Australia,1,Good,Good,0
6160,6160,50,Major Cities of Australia,1,Good,Good,0
6161,6161,53,Remote Australia,1,Good,Good,0
6162,6162,50,Major Cities of Australia,1,Good,Good,0
6163,6163,50,Major Cities of Australia,1,Good,Good,0
6164,6164,50,Major Cities of Australia,1,Good,Good,0
6165,6165,50,Major Cities of Australia,1,Good,Good,0
6166,6166,50,Major Cities of Australia,1,Good,Good,0
6167,6167,50,Major Cities of Australia,1,Good,Good,0
6168,6168,50,Major Cities of Australia,0.9689842,Good,Good,0
6168,6168,51,Inner Regional Australia,0.0310158,Good,Good,0
6169,6169,50,Major Cities of Australia,1,Good,Good,0
6170,6170,50,Major Cities of Australia,1,Good,Good,0
6171,6171,50,Major Cities of Australia,0.9899135,Good,Good,0
6171,6171,51,Inner Regional Australia,0.0100865,Good,Good,0
6172,6172,50,Major Cities of Australia,1,Good,Good,0
6173,6173,50,Major Cities of Australia,1,Good,Good,0
6174,6174,50,Major Cities of Australia,1,Good,Good,0
6175,6175,50,Major Cities of Australia,1,Good,Good,0
6176,6176,50,Major Cities of Australia,1,Good,Good,0
6180,6180,50,Major Cities of Australia,1,Good,Good,0
6181,6181,50,Major Cities of Australia,0.9390531,Good,Good,0
6181,6181,51,Inner Regional Australia,0.0609469,Good,Good,0
6182,6182,50,Major Cities of Australia,0.9981544,Good,Good,0
6182,6182,51,Inner Regional Australia,0.0018456,Good,Good,1
6207,6207,51,Inner Regional Australia,1,Good,Good,0
6208,6208,50,Major Cities of Australia,0.8677241,Good,Good,0
6208,6208,51,Inner Regional Australia,0.1322759,Good,Good,0
6209,6209,50,Major Cities of Australia,0.9226506,Good,Good,0
6209,6209,51,Inner Regional Australia,0.0773494,Good,Good,0
6210,6210,50,Major Cities of Australia,1,Good,Good,0
6211,6211,50,Major Cities of Australia,0.9477175,Good,Good,0
6211,6211,51,Inner Regional Australia,0.0522825,Good,Good,0
6213,6213,51,Inner Regional Australia,1,Good,Good,0
6214,6214,51,Inner Regional Australia,1,Good,Good,0
6215,6215,51,Inner Regional Australia,1,Good,Good,0
6218,6218,51,Inner Regional Australia,1,Good,Good,0
6219,6219,51,Inner Regional Australia,1,Good,Good,0
6220,6220,51,Inner Regional Australia,1,Good,Good,0
6221,6221,51,Inner Regional Australia,1,Good,Good,0
6223,6223,51,Inner Regional Australia,1,Good,Good,0
6224,6224,51,Inner Regional Australia,1,Good,Good,0
6225,6225,51,Inner Regional Australia,0.9826571,Good,Good,0
6225,6225,52,Outer Regional Australia,0.0173429,Good,Good,0
6226,6226,51,Inner Regional Australia,1,Good,Good,0
6227,6227,51,Inner Regional Australia,1,Good,Good,0
6228,6228,51,Inner Regional Australia,1,Good,Good,0
6229,6229,51,Inner Regional Australia,1,Good,Good,0
6230,6230,51,Inner Regional Australia,1,Good,Good,0
6232,6232,51,Inner Regional Australia,1,Good,Good,0
6233,6233,51,Inner Regional Australia,1,Good,Good,0
6236,6236,51,Inner Regional Australia,1,Good,Good,0
6237,6237,51,Inner Regional Australia,1,Good,Good,0
6239,6239,51,Inner Regional Australia,1,Good,Good,0
6240,6240,51,Inner Regional Australia,1,Good,Good,0
6243,6243,51,Inner Regional Australia,0.1625491,Good,Good,0
6243,6243,52,Outer Regional Australia,0.8374509,Good,Good,0
6244,6244,52,Outer Regional Australia,1,Good,Good,0
6251,6251,51,Inner Regional Australia,1,Good,Good,0
6252,6252,51,Inner Regional Australia,1,Good,Good,0
6253,6253,51,Inner Regional Australia,1,Good,Good,0
6254,6254,52,Outer Regional Australia,1,Good,Good,0
6255,6255,51,Inner Regional Australia,0.5249199,Good,Good,0
6255,6255,52,Outer Regional Australia,0.4750801,Good,Good,0
6256,6256,52,Outer Regional Australia,1,Good,Good,0
6258,6258,52,Outer Regional Australia,0.994599,Good,Good,0
6258,6258,53,Remote Australia,0.005401,Good,Good,1
6260,6260,52,Outer Regional Australia,0.9964125,Good,Good,0
6260,6260,53,Remote Australia,0.0035875,Good,Good,1
6262,6262,52,Outer Regional Australia,0,Good,Good,1
6262,6262,53,Remote Australia,1,Good,Good,0
6271,6271,51,Inner Regional Australia,1,Good,Good,0
6275,6275,51,Inner Regional Australia,0.0198532,Good,Good,0
6275,6275,52,Outer Regional Australia,0.9801468,Good,Good,0
6280,6280,51,Inner Regional Australia,1,Good,Good,0
6281,6281,51,Inner Regional Australia,1,Good,Good,0
6282,6282,51,Inner Regional Australia,1,Good,Good,0
6284,6284,51,Inner Regional Australia,1,Good,Good,0
6285,6285,51,Inner Regional Australia,0.9999976,Good,Good,0
6285,6285,52,Outer Regional Australia,2.40E-06,Good,Good,1
6286,6286,51,Inner Regional Australia,1,Good,Good,0
6288,6288,51,Inner Regional Australia,0.6209881,Good,Good,0
6288,6288,52,Outer Regional Australia,0.3790119,Good,Good,0
6290,6290,51,Inner Regional Australia,0.8865834,Good,Good,0
6290,6290,52,Outer Regional Australia,0.1134166,Good,Good,0
6302,6302,51,Inner Regional Australia,0.9925285,Good,Good,0
6302,6302,52,Outer Regional Australia,0.0074715,Good,Good,1
6304,6304,52,Outer Regional Australia,1,Good,Good,0
6306,6306,52,Outer Regional Australia,0.9516793,Good,Good,0
6306,6306,53,Remote Australia,0.0483207,Good,Good,0
6308,6308,52,Outer Regional Australia,1,Good,Good,0
6309,6309,52,Outer Regional Australia,1,Good,Good,0
6311,6311,52,Outer Regional Australia,1,Good,Good,0
6312,6312,52,Outer Regional Australia,0.9953369,Good,Good,0
6312,6312,53,Remote Australia,0.0046631,Good,Good,1
6313,6313,52,Outer Regional Australia,1,Good,Good,0
6315,6315,52,Outer Regional Australia,0.9718057,Good,Good,0
6315,6315,53,Remote Australia,0.0281943,Good,Good,0
6316,6316,52,Outer Regional Australia,1,Good,Good,0
6317,6317,52,Outer Regional Australia,0.9941158,Good,Good,0
6317,6317,53,Remote Australia,0.0058842,Good,Good,1
6318,6318,52,Outer Regional Australia,1,Good,Good,0
6320,6320,52,Outer Regional Australia,1,Good,Good,0
6321,6321,52,Outer Regional Australia,1,Good,Good,0
6322,6322,52,Outer Regional Australia,1,Good,Good,0
6323,6323,52,Outer Regional Australia,1,Good,Good,0
6324,6324,52,Outer Regional Australia,1,Good,Good,0
6326,6326,52,Outer Regional Australia,1,Good,Good,0
6327,6327,52,Outer Regional Australia,1,Good,Good,0
6328,6328,52,Outer Regional Australia,0.626989,Good,Good,0
6328,6328,53,Remote Australia,0.373011,Good,Good,0
6330,6330,52,Outer Regional Australia,1,Good,Good,0
6333,6333,52,Outer Regional Australia,1,Good,Good,0
6335,6335,53,Remote Australia,1,Good,Good,0
6336,6336,53,Remote Australia,1,Good,Good,0
6337,6337,53,Remote Australia,0.9999817,Good,Good,0
6337,6337,54,Very Remote Australia,1.83E-05,Good,Good,1
6338,6338,52,Outer Regional Australia,0.0001054,Good,Good,1
6338,6338,53,Remote Australia,0.9998946,Good,Good,0
6341,6341,53,Remote Australia,1,Good,Good,0
6343,6343,53,Remote Australia,1,Good,Good,0
6346,6346,53,Remote Australia,0.0050438,Good,Good,1
6346,6346,54,Very Remote Australia,0.9949562,Good,Good,0
6348,6348,53,Remote Australia,3.62E-05,Good,Good,1
6348,6348,54,Very Remote Australia,0.9999638,Good,Good,0
6350,6350,53,Remote Australia,1,Good,Good,0
6351,6351,53,Remote Australia,1,Good,Good,0
6352,6352,53,Remote Australia,1,Good,Good,0
6353,6353,53,Remote Australia,1,Good,Good,0
6355,6355,53,Remote Australia,0.6815514,Good,Good,0
6355,6355,54,Very Remote Australia,0.3184486,Good,Good,0
6356,6356,54,Very Remote Australia,1,Good,Good,0
6357,6357,53,Remote Australia,1,Good,Good,0
6358,6358,53,Remote Australia,1,Good,Good,0
6359,6359,53,Remote Australia,0.4474078,Good,Good,0
6359,6359,54,Very Remote Australia,0.5525922,Good,Good,0
6361,6361,53,Remote Australia,1,Good,Good,0
6363,6363,53,Remote Australia,1,Good,Good,0
6365,6365,53,Remote Australia,1,Good,Good,0
6367,6367,53,Remote Australia,1,Good,Good,0
6368,6368,53,Remote Australia,1,Good,Good,0
6369,6369,53,Remote Australia,1,Good,Good,0
6370,6370,52,Outer Regional Australia,0.9107334,Good,Good,0
6370,6370,53,Remote Australia,0.0892666,Good,Good,0
6372,6372,52,Outer Regional Australia,0.8407745,Good,Good,0
6372,6372,53,Remote Australia,0.1592255,Good,Good,0
6373,6373,53,Remote Australia,1,Good,Good,0
6375,6375,53,Remote Australia,1,Good,Good,0
6383,6383,52,Outer Regional Australia,1,Good,Good,0
6384,6384,52,Outer Regional Australia,1,Good,Good,0
6385,6385,53,Remote Australia,1,Good,Good,0
6386,6386,53,Remote Australia,1,Good,Good,0
6390,6390,51,Inner Regional Australia,0.7575386,Good,Good,0
6390,6390,52,Outer Regional Australia,0.2424614,Good,Good,0
6391,6391,51,Inner Regional Australia,0.0410942,Good,Good,0
