SA2_CODE_2021,SA2_NAME_2021,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
315011402,Torres Strait Islands,30700203,Saibai Island,0.0822832,Poor,Good,0
315011402,Torres Strait Islands,30700301,Badu Island,0.1703721,Poor,Good,0
315011402,Torres Strait Islands,30700302,Kubin (Moa Island),0.0377548,Poor,Good,0
315011402,Torres Strait Islands,30700303,Mabuiag Island,0.061229,Poor,Good,0
315011402,Torres Strait Islands,30700304,St Pauls (Moa Island),0.0672791,Poor,Good,0
315011402,Torres Strait Islands,30700401,Iama (Yam) Island,0.0665531,Poor,Good,0
315011402,Torres Strait Islands,30700402,Poruma (Coconut) Island,0.0396908,Poor,Good,0
315011402,Torres Strait Islands,30700403,Warraber Island,0.069462,Poor,Good,0
315011402,Torres Strait Islands,30700404,Masig (Yorke Island),0.0684891,Poor,Good,0
315011402,Torres Strait Islands,30700501,Erub (Darnley) Island,0.0788952,Poor,Good,0
315011402,Torres Strait Islands,30700502,Mer (Murray) Island,0.0982602,Poor,Good,0
315011402,Torres Strait Islands,30700503,Ugar (Stephens) Island,0.0167006,Poor,Good,0
315011403,Weipa,30300703,Weipa,1,Good,Good,0
315021404,Carpentaria,30400201,Carpentaria exc. Doomadgee,0.2383538,Poor,Good,0
315021404,Carpentaria,30400202,Doomadgee,0.2821919,Poor,Good,0
315021404,Carpentaria,30400203,Mornington,0.2088185,Poor,Good,0
315021404,Carpentaria,30400204,Normanton,0.2706358,Poor,Good,0
315021405,Mount Isa,30400402,Mount Isa exc. Camooweal,1,Good,Good,0
315021406,Mount Isa Surrounds,30400301,Cloncurry - McKinlay,0.8977724,Acceptable,Good,0
315021406,Mount Isa Surrounds,30400401,Camooweal,0.0404902,Poor,Good,0
315021406,Mount Isa Surrounds,30400402,Mount Isa exc. Camooweal,0.0617374,Good,Good,0
315021407,Northern Highlands,30400301,Cloncurry - McKinlay,0.2708924,Acceptable,Good,0
315021407,Northern Highlands,31000401,Flinders - Richmond - Dalrymple,0.7291076,Acceptable,Good,0
315031408,Barcaldine - Blackall,30500201,Barcaldine,0.5944256,Poor,Good,0
315031408,Barcaldine - Blackall,30500202,Blackall - Tambo,0.4055744,Poor,Good,0
315031409,Charleville,30601001,Murweh,1,Good,Good,0
315031410,Far Central West,30400101,Boulia,0.2138754,Poor,Good,0
315031410,Far Central West,30400102,Diamantina,0.1227403,Poor,Good,0
315031410,Far Central West,30400103,Winton,0.5173989,Poor,Good,0
315031410,Far Central West,30600201,Bulloo - Quilpie - Barcoo,0.1459853,Poor,Good,0
315031411,Far South West,30600201,Bulloo - Quilpie - Barcoo,0.3815322,Poor,Good,0
315031411,Far South West,30601201,Paroo,0.6184678,Poor,Good,0
315031412,Longreach,30500203,Longreach,1,Good,Good,0
316011413,Buderim - North,30101001,Maroochy,1,Good,Good,0
316011414,Buderim - South,30101001,Maroochy,1,Good,Good,0
316011415,Mountain Creek,30101001,Maroochy,1,Good,Good,0
316011416,Sippy Downs,30101001,Maroochy,1,Good,Good,0
316021417,Aroona - Currimundi,30100401,Caloundra,1,Good,Good,0
316021418,Buddina - Minyama,30100401,Caloundra,1,Good,Good,0
316021419,Caloundra - Kings Beach,30100401,Caloundra,1,Good,Good,0
316021421,Golden Beach - Pelican Waters,30100401,Caloundra,1,Good,Good,0
316021422,Moffat Beach - Battery Hill,30100401,Caloundra,1,Good,Good,0
316021423,Parrearra - Warana,30100401,Caloundra,1,Good,Good,0
316021424,Wurtulla - Birtinya,30100401,Caloundra,1,Good,Good,0
316021580,Caloundra West - Baringa,30100401,Caloundra,1,Good,Good,0
316021581,Meridan Plains - Little Mountain (North),30100401,Caloundra,1,Good,Good,0
316031425,Coolum Beach,30101001,Maroochy,1,Good,Good,0
316031426,Marcoola - Mudjimba,30101001,Maroochy,1,Good,Good,0
316031427,Maroochydore - Kuluin,30101001,Maroochy,1,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,30101001,Maroochy,1,Good,Good,0
316051434,Noosa Heads,30101101,Noosa,1,Good,Good,0
316051435,Noosaville,30101101,Noosa,1,Good,Good,0
316051437,Sunshine Beach,30101101,Noosa,1,Good,Good,0
316051438,Tewantin,30101101,Noosa,1,Good,Good,0
316051543,Peregian Beach - Marcus Beach,30101001,Maroochy,0.2050724,Good,Good,0
316051543,Peregian Beach - Marcus Beach,30101101,Noosa,0.7949276,Good,Good,0
316051544,Peregian Springs,30101001,Maroochy,1,Good,Good,0
316061439,Beerwah,30100401,Caloundra,1,Good,Good,0
316061440,Caloundra Hinterland,30100401,Caloundra,1,Good,Good,0
316061441,Glass House Mountains,30100401,Caloundra,1,Good,Good,0
316061442,Landsborough,30100401,Caloundra,1,Good,Good,0
316061443,Maroochy Hinterland,30101001,Maroochy,1,Good,Good,0
316061444,Palmwoods,30101001,Maroochy,1,Good,Good,0
316071545,Bli Bli,30101001,Maroochy,1,Good,Good,0
316071546,Diddillibah - Rosemount,30101001,Maroochy,1,Good,Good,0
316071547,Eumundi - Yandina,30101001,Maroochy,1,Good,Good,0
316071548,Nambour,30101001,Maroochy,1,Good,Good,0
316081549,Noosa Hinterland,30101001,Maroochy,0.1639849,Good,Good,0
316081549,Noosa Hinterland,30101101,Noosa,0.8360151,Good,Good,0
317011445,Cambooya - Wyreema,30601701,Greenmount - Clifton - Cambooya,1,Good,Good,0
317011446,Darling Heights,30601501,Toowoomba - Central,1,Good,Good,0
317011447,Drayton - Harristown,30601501,Toowoomba - Central,1,Good,Good,0
317011448,Gatton,30100601,Gatton,1,Good,Good,0
317011449,Gowrie (Qld),30601602,Rosalie,1,Acceptable,Good,0
317011450,Highfields,30601501,Toowoomba - Central,0.0371582,Good,Good,0
317011450,Highfields,30601601,Crows Nest,0.9628418,Acceptable,Good,0
317011451,Lockyer Valley - West,30100601,Gatton,1,Good,Good,0
317011452,Middle Ridge,30601501,Toowoomba - Central,1,Good,Good,0
317011453,Newtown (Qld),30601501,Toowoomba - Central,1,Good,Good,0
317011454,North Toowoomba - Harlaxton,30601501,Toowoomba - Central,1,Good,Good,0
317011455,Rangeville,30601501,Toowoomba - Central,1,Good,Good,0
317011456,Toowoomba - Central,30601501,Toowoomba - Central,1,Good,Good,0
317011457,Toowoomba - East,30601501,Toowoomba - Central,1,Good,Good,0
317011458,Toowoomba - West,30600701,Jondaryan,0.0697959,Poor,Good,0
317011458,Toowoomba - West,30601501,Toowoomba - Central,0.9302041,Good,Good,0
317011459,Wilsonton,30601501,Toowoomba - Central,1,Good,Good,0
318011460,Ayr,31000201,Ayr,0.9118732,Good,Good,0
318011460,Ayr,31000202,Burdekin,0.0881268,Good,Good,0
318011461,Burdekin,31000202,Burdekin,1,Good,Good,0
318011462,Charters Towers,31000301,Charters Towers,1,Good,Good,0
318011463,Dalrymple,31000401,Flinders - Richmond - Dalrymple,1,Acceptable,Good,0
318011464,Ingham,31000501,Hinchinbrook,0.0317952,Good,Good,0
318011464,Ingham,31000502,Ingham,0.9682048,Good,Good,0
318011465,Ingham Surrounds,31000501,Hinchinbrook,1,Good,Good,0
318011466,Palm Island,31000901,Palm Island,1,Good,Good,0
318021467,Aitkenvale,31001301,Townsville,1,Good,Good,0
318021468,Annandale (Qld),31001301,Townsville,1,Good,Good,0
318021469,Belgian Gardens - Pallarenda,31001301,Townsville,1,Good,Good,0
318021470,Bohle Plains,31001201,Thuringowa,1,Good,Good,0
318021471,Condon - Rasmussen,31001201,Thuringowa,1,Good,Good,0
318021472,Cranbrook,31001301,Townsville,1,Good,Good,0
318021474,Douglas,31001301,Townsville,0.9683913,Good,Good,0
318021474,Douglas,31001402,Townsville - Southern Rangelands,0.0316087,Acceptable,Good,0
318021475,Garbutt - West End,31001301,Townsville,1,Good,Good,0
318021476,Gulliver - Currajong - Vincent,31001301,Townsville,1,Good,Good,0
318021477,Heatley,31001301,Townsville,1,Good,Good,0
318021478,Hermit Park - Rosslea,31001301,Townsville,1,Good,Good,0
318021479,Hyde Park - Pimlico,31001301,Townsville,1,Good,Good,0
318021480,Kelso,31001201,Thuringowa,0.9922516,Good,Good,0
318021480,Kelso,31001402,Townsville - Southern Rangelands,0.0077484,Acceptable,Good,1
318021481,Kirwan - East,31001201,Thuringowa,1,Good,Good,0
318021482,Kirwan - West,31001201,Thuringowa,1,Good,Good,0
318021483,Magnetic Island,31001402,Townsville - Southern Rangelands,1,Acceptable,Good,0
318021484,Mount Louisa,31001301,Townsville,1,Good,Good,0
318021485,Mundingburra,31001301,Townsville,1,Good,Good,0
318021486,Northern Beaches,31001401,Townsville - Northern Beaches,1,Good,Good,0
318021487,Oonoonba,31001301,Townsville,1,Good,Good,0
318021488,South Townsville - Railway Estate,31001301,Townsville,1,Good,Good,0
318021489,Townsville - South,31001402,Townsville - Southern Rangelands,1,Acceptable,Good,0
318021490,Townsville City - North Ward,31001301,Townsville,1,Good,Good,0
318021491,Wulguru - Roseneath,31001301,Townsville,0.7640676,Good,Good,0
318021491,Wulguru - Roseneath,31001402,Townsville - Southern Rangelands,0.2359324,Acceptable,Good,0
318021582,Burdell - Mount Low,31001201,Thuringowa,1,Good,Good,0
318021583,Deeragun - Jensen,31001201,Thuringowa,1,Good,Good,0
319011492,Ashfield - Kepnock,30500301,Bundaberg - City,1,Good,Good,0
319011493,Bargara - Burnett Heads,30500302,Bundaberg - Surrounds,1,Good,Good,0
319011494,Branyan - Kensington,30500301,Bundaberg - City,0.4944377,Good,Good,0
319011494,Branyan - Kensington,30500302,Bundaberg - Surrounds,0.5055623,Good,Good,0
319011495,Bundaberg,30500301,Bundaberg - City,1,Good,Good,0
319011496,Bundaberg East - Kalkie,30500301,Bundaberg - City,1,Good,Good,0
319011497,Bundaberg North - Gooburrum,30500301,Bundaberg - City,0.7446618,Good,Good,0
319011497,Bundaberg North - Gooburrum,30500302,Bundaberg - Surrounds,0.2553382,Good,Good,0
319011498,Bundaberg Surrounds - North,30500302,Bundaberg - Surrounds,1,Good,Good,0
319011499,Bundaberg Surrounds - South,30500302,Bundaberg - Surrounds,1,Good,Good,0
319011500,Millbank - Avoca,30500301,Bundaberg - City,1,Good,Good,0
319011501,Svensson Heights - Norville,30500301,Bundaberg - City,1,Good,Good,0
319011502,Walkervale - Avenell Heights,30500301,Bundaberg - City,1,Good,Good,0
319021503,Gayndah - Mundubbera,30500802,Gayndah,0.2672152,Poor,Good,0
319021503,Gayndah - Mundubbera,30500803,North Burnett - Rural,0.7327848,Acceptable,Good,0
319021504,Gin Gin,30500302,Bundaberg - Surrounds,1,Good,Good,0
319021505,Kingaroy,30601301,Kingaroy,1,Good,Good,0
319021506,Kingaroy Surrounds - North,30600301,Cherbourg,0.1250677,Poor,Good,0
319021506,Kingaroy Surrounds - North,30600901,Murgon,0.3466755,Poor,Good,0
319021506,Kingaroy Surrounds - North,30601302,Wondai,0.5282568,Poor,Good,0
319021507,Kingaroy Surrounds - South,30601301,Kingaroy,1,Good,Good,0
319021508,Monto - Eidsvold,30500801,Eidsvold,0.1178441,Poor,Good,0
319021508,Monto - Eidsvold,30500803,North Burnett - Rural,0.8821559,Acceptable,Good,0
319021509,Nanango,30601101,Nanango - Kilkivan,1,Good,Good,0
319021510,North Burnett,30500302,Bundaberg - Surrounds,1,Good,Good,0
319031511,Cooloola,30600401,Cooloola,1,Good,Good,0
319031512,Gympie - North,30600401,Cooloola,0.0667322,Good,Good,0
319031512,Gympie - North,30600402,Gympie,0.9332678,Good,Good,0
319031513,Gympie - South,30600401,Cooloola,0.0367309,Good,Good,0
319031513,Gympie - South,30600402,Gympie,0.9632691,Good,Good,0
319031514,Gympie Surrounds,30600401,Cooloola,0.9891857,Good,Good,0
319031514,Gympie Surrounds,30601101,Nanango - Kilkivan,0.0108143,Good,Good,0
319031515,Kilkivan,30601101,Nanango - Kilkivan,1,Good,Good,0
319041516,Booral - River Heads,30500501,Fraser Coast,1,Acceptable,Good,0
319041517,Craignish - Dundowran Beach,30500501,Fraser Coast,1,Acceptable,Good,0
319041518,Pialba - Eli Waters,30500502,Hervey Bay,1,Good,Good,0
319041519,Point Vernon,30500502,Hervey Bay,1,Good,Good,0
319041520,Torquay - Scarness - Kawungan,30500502,Hervey Bay,1,Good,Good,0
319041521,Urangan - Wondunna,30500502,Hervey Bay,1,Good,Good,0
319051522,Burrum - Fraser,30500501,Fraser Coast,1,Acceptable,Good,0
319051523,Granville,30500501,Fraser Coast,0.3212584,Acceptable,Good,0
319051523,Granville,30500503,Maryborough,0.6787416,Acceptable,Good,0
319051524,Maryborough (Qld),30500501,Fraser Coast,0.1496012,Acceptable,Good,0
319051524,Maryborough (Qld),30500503,Maryborough,0.8503988,Acceptable,Good,0
319051525,Maryborough Surrounds - South,30500501,Fraser Coast,1,Acceptable,Good,0
319051526,Tinana,30500501,Fraser Coast,0.3443601,Acceptable,Good,0
319051526,Tinana,30500503,Maryborough,0.6556399,Acceptable,Good,0
397979799,Migratory - Offshore - Shipping (Qld),39799797,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
399999499,No usual address (Qld),39499494,No usual address (Qld),1,Good,Good,0
401011001,Adelaide,40100101,Adelaide - Central,1,Good,Good,0
401011002,North Adelaide,40100101,Adelaide - Central,1,Good,Good,0
401021003,Adelaide Hills,40100201,Adelaide Hills,1,Good,Good,0
401021004,Aldgate - Stirling,40100201,Adelaide Hills,0.9682087,Good,Good,0
401021004,Aldgate - Stirling,40100202,Mount Barker,0.0317913,Good,Good,0
401021005,Hahndorf - Echunga,40100202,Mount Barker,1,Good,Good,0
401021006,Lobethal - Woodside,40100201,Adelaide Hills,1,Good,Good,0
401021007,Mount Barker,40100202,Mount Barker,1,Good,Good,0
401021008,Mount Barker Surrounds,40100202,Mount Barker,1,Good,Good,0
401021009,Nairne,40100202,Mount Barker,1,Good,Good,0
401021010,Uraidla - Summertown,40100201,Adelaide Hills,0.7695486,Good,Good,0
401021010,Uraidla - Summertown,40100501,Campbelltown,0.2304514,Good,Good,0
401031011,Burnside - Wattle Park,40102101,Burnside,1,Good,Good,0
401031012,Beaumont - Glen Osmond,40102101,Burnside,1,Good,Good,0
401031013,Toorak Gardens,40102101,Burnside,1,Good,Good,0
401041014,Athelstone,40100501,Campbelltown,1,Good,Good,0
401041015,Paradise - Newton,40100501,Campbelltown,1,Good,Good,0
401041016,Rostrevor - Magill,40100501,Campbelltown,1,Good,Good,0
401051017,Norwood (SA),40100502,Norwood - Payneham - St Peters,1,Good,Good,0
401051018,Payneham - Felixstow,40100502,Norwood - Payneham - St Peters,1,Good,Good,0
401051019,St Peters - Marden,40100502,Norwood - Payneham - St Peters,1,Good,Good,0
401061020,Nailsworth - Broadview,40100102,Prospect - Walkerville,1,Good,Good,0
401061021,Prospect,40100102,Prospect - Walkerville,1,Good,Good,0
401061022,Walkerville,40100102,Prospect - Walkerville,1,Good,Good,0
401071023,Goodwood - Millswood,40102103,Unley,1,Good,Good,0
401071024,Unley - Parkside,40102103,Unley,1,Good,Good,0
402011025,Gawler - North,40100301,Barossa,0.3259163,Good,Good,0
402011025,Gawler - North,40100801,Gawler,0.6740837,Good,Good,0
402011026,Gawler - South,40100301,Barossa,0.0257393,Good,Good,0
402011026,Gawler - South,40100801,Gawler,0.9742607,Good,Good,0
402011027,Lewiston - Two Wells,40100301,Barossa,1,Good,Good,0
402021028,Craigmore - Blakeview,40101502,Playford - East,1,Acceptable,Good,0
402021029,Davoren Park,40101501,Playford - Central West,0.9060129,Acceptable,Good,0
402021029,Davoren Park,40101503,Playford - Elizabeth,0.0939871,Poor,Good,0
402021030,Elizabeth,40101503,Playford - Elizabeth,1,Poor,Good,0
402021031,Elizabeth East,40101502,Playford - East,0.3571537,Acceptable,Good,0
402021031,Elizabeth East,40101503,Playford - Elizabeth,0.6428463,Poor,Good,0
402021032,Munno Para West - Angle Vale,40101504,Playford - West,1,Good,Good,0
402021033,One Tree Hill,40101502,Playford - East,1,Acceptable,Good,0
402021034,Smithfield - Elizabeth North,40101501,Playford - Central West,0.1798658,Acceptable,Good,0
402021034,Smithfield - Elizabeth North,40101502,Playford - East,0.1402825,Acceptable,Good,0
402021034,Smithfield - Elizabeth North,40101503,Playford - Elizabeth,0.5632871,Poor,Good,0
402021034,Smithfield - Elizabeth North,40101504,Playford - West,0.1165646,Good,Good,0
402021035,Virginia - Waterloo Corner,40101504,Playford - West,0.9495179,Good,Good,0
402021035,Virginia - Waterloo Corner,40101804,Salisbury - West,0.0504821,Good,Good,0
402031036,Enfield - Blair Athol,40101603,Port Adelaide - Enfield - Inner,1,Good,Good,0
402031038,Windsor Gardens,40101602,Port Adelaide - Enfield - East,1,Good,Good,0
402031175,Northgate - Northfield,40101602,Port Adelaide - Enfield - East,1,Good,Good,0
402031176,Valley View - Gilles Plains,40101602,Port Adelaide - Enfield - East,0.4322528,Good,Good,0
402031176,Valley View - Gilles Plains,40101803,Salisbury - South-East,0.2823922,Acceptable,Good,0
402031176,Valley View - Gilles Plains,40102001,Tea Tree Gully,0.2853549,Good,Good,0
402041039,Dry Creek - North,40101804,Salisbury - West,1,Good,Good,0
402041040,Ingle Farm,40101803,Salisbury - South-East,1,Acceptable,Good,0
402041041,Para Hills,40101802,Salisbury - North-East,0.1361278,Acceptable,Good,0
402041041,Para Hills,40101803,Salisbury - South-East,0.7759634,Acceptable,Good,0
402041041,Para Hills,40102001,Tea Tree Gully,0.0879088,Good,Good,0
402041042,Parafield,40101801,Salisbury - Central,1,Good,Good,0
402041043,Parafield Gardens,40101801,Salisbury - Central,1,Good,Good,0
402041044,Paralowie,40101804,Salisbury - West,1,Good,Good,0
402041046,Salisbury,40101801,Salisbury - Central,0.8132304,Good,Good,0
402041046,Salisbury,40101802,Salisbury - North-East,0.1867696,Acceptable,Good,0
402041047,Salisbury East,40101802,Salisbury - North-East,0.9409886,Acceptable,Good,0
402041047,Salisbury East,40102001,Tea Tree Gully,0.0590114,Good,Good,0
402041048,Salisbury North,40101804,Salisbury - West,1,Good,Good,0
402041171,Mawson Lakes - Globe Derby Park,40101804,Salisbury - West,1,Good,Good,0
402041172,Pooraka - Cavan,40101803,Salisbury - South-East,0.9372383,Acceptable,Good,0
402041172,Pooraka - Cavan,40101804,Salisbury - West,0.0627617,Good,Good,0
402051049,Golden Grove,40102001,Tea Tree Gully,1,Good,Good,0
402051050,Greenwith,40102001,Tea Tree Gully,1,Good,Good,0
402051051,Highbury - Dernancourt,40101602,Port Adelaide - Enfield - East,0.0211138,Good,Good,0
402051051,Highbury - Dernancourt,40102001,Tea Tree Gully,0.9788862,Good,Good,0
402051052,Hope Valley - Modbury,40101602,Port Adelaide - Enfield - East,0.0393843,Good,Good,0
402051052,Hope Valley - Modbury,40102001,Tea Tree Gully,0.9606157,Good,Good,0
402051053,Modbury Heights,40102001,Tea Tree Gully,1,Good,Good,0
402051054,Redwood Park,40102001,Tea Tree Gully,1,Good,Good,0
402051055,St Agnes - Ridgehaven,40102001,Tea Tree Gully,1,Good,Good,0
403011056,Brighton (SA),40100901,Holdfast Bay,1,Good,Good,0
403011057,Glenelg (SA),40100901,Holdfast Bay,1,Good,Good,0
403021058,Edwardstown,40101102,Marion - North,1,Good,Good,0
403021059,Hallett Cove,40101103,Marion - South,1,Good,Good,0
403021060,Marino - Seaview Downs,40100901,Holdfast Bay,0.1656012,Good,Good,0
403021060,Marino - Seaview Downs,40101101,Marion - Central,0.8343937,Good,Good,0
403021060,Marino - Seaview Downs,40101103,Marion - South,5.10E-06,Good,Good,1
403021061,Mitchell Park,40101101,Marion - Central,1,Good,Good,0
403021062,Morphettville,40101102,Marion - North,1,Good,Good,0
403021063,Sheidow Park - Trott Park,40101103,Marion - South,1,Good,Good,0
403021064,Warradale,40101101,Marion - Central,1,Good,Good,0
403031065,Belair,40102102,Mitcham,1,Good,Good,0
403031066,Bellevue Heights,40102102,Mitcham,1,Good,Good,0
403031067,Blackwood,40102102,Mitcham,1,Good,Good,0
403031068,Colonel Light Gardens,40102102,Mitcham,1,Good,Good,0
403031069,Mitcham (SA),40102102,Mitcham,1,Good,Good,0
403031070,Panorama,40102102,Mitcham,1,Good,Good,0
403041071,Aberfoyle Park,40101401,Onkaparinga - Central North,0.9767139,Good,Good,0
403041071,Aberfoyle Park,40101403,Onkaparinga - South,0.0232861,Good,Good,0
403041072,Aldinga,40101403,Onkaparinga - South,1,Good,Good,0
403041073,Christie Downs,40101402,Onkaparinga - North Coast,1,Good,Good,0
403041074,Christies Beach,40101402,Onkaparinga - North Coast,1,Good,Good,0
403041075,Clarendon,40101403,Onkaparinga - South,1,Good,Good,0
403041076,Coromandel Valley,40101401,Onkaparinga - Central North,0.6036729,Good,Good,0
403041076,Coromandel Valley,40101403,Onkaparinga - South,0.1006528,Good,Good,0
