SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
206021112,Thornbury,206021500,Northcote - West,1.00E-07,Poor,Good,1
206021112,Thornbury,209021428,Preston - East,1.00E-07,Good,Good,1
206021112,Thornbury,209021429,Preston - West,1.00E-07,Good,Good,1
206021112,Thornbury,206021112,Thornbury,0.9999997,Good,Good,0
206031113,Ascot Vale,213031349,Maribyrnong,1.00E-07,Good,Good,1
206031113,Ascot Vale,206041120,Flemington Racecourse,1.00E-07,Good,Good,1
206031113,Ascot Vale,206031115,Flemington,1.00E-07,Good,Good,1
206031113,Ascot Vale,206031116,Moonee Ponds,1.00E-07,Good,Good,1
206031113,Ascot Vale,206031113,Ascot Vale,0.9999996,Good,Good,0
206031114,Essendon - Aberfeldie,206031502,Essendon - East,0.4209802,Poor,Good,0
206031114,Essendon - Aberfeldie,206031501,Essendon (West) - Aberfeldie,0.5790196,Poor,Good,0
206031115,Flemington,206041121,Kensington (Vic.),1.00E-07,Good,Good,1
206031115,Flemington,206041124,Parkville,1.00E-07,Good,Good,1
206031115,Flemington,206041120,Flemington Racecourse,1.00E-07,Good,Good,1
206031115,Flemington,206031113,Ascot Vale,2.00E-07,Good,Good,1
206031115,Flemington,206031115,Flemington,0.9999995,Good,Good,0
206031116,Moonee Ponds,206031502,Essendon - East,1.00E-07,Poor,Good,1
206031116,Moonee Ponds,206011107,Brunswick West,1.00E-07,Good,Good,1
206031116,Moonee Ponds,206031113,Ascot Vale,1.00E-07,Good,Good,1
206031116,Moonee Ponds,206031116,Moonee Ponds,0.9999997,Good,Good,0
206041117,Carlton,206041124,Parkville,1.00E-07,Good,Good,1
206041117,Carlton,206071142,Fitzroy,1.00E-07,Good,Good,1
206041117,Carlton,206071140,Carlton North - Princes Hill,1.00E-07,Good,Good,1
206041117,Carlton,206041117,Carlton,0.9999996,Good,Good,0
206041118,Docklands,206041510,West Melbourne - Residential,1.00E-07,Poor,Good,1
206041118,Docklands,206051511,Port Melbourne Industrial,1.00E-07,Good,Good,1
206041118,Docklands,206041127,West Melbourne - Industrial,2.00E-07,Good,Good,1
206041118,Docklands,206041118,Docklands,0.9999996,Good,Good,0
206041119,East Melbourne,206041503,Melbourne CBD - East,8.00E-07,Poor,Good,1
206041119,East Melbourne,206041119,East Melbourne,0.999999,Good,Good,0
206041120,Flemington Racecourse,206031113,Ascot Vale,1.00E-07,Good,Good,1
206041120,Flemington Racecourse,213031348,Footscray,1.00E-07,Good,Good,1
206041120,Flemington Racecourse,206041120,Flemington Racecourse,0.9999998,Good,Good,0
206041121,Kensington (Vic.),206041120,Flemington Racecourse,1.00E-07,Good,Good,1
206041121,Kensington (Vic.),206031115,Flemington,1.00E-07,Good,Good,1
206041121,Kensington (Vic.),206041121,Kensington (Vic.),0.9999997,Good,Good,0
206041122,Melbourne,206041119,East Melbourne,1.00E-07,Good,Good,1
206041122,Melbourne,206041117,Carlton,1.00E-07,Good,Good,1
206041122,Melbourne,206041118,Docklands,1.00E-07,Good,Good,1
206041122,Melbourne,206041504,Melbourne CBD - North,0.2370561,Poor,Good,0
206041122,Melbourne,206041503,Melbourne CBD - East,0.3385049,Poor,Good,0
206041122,Melbourne,206041505,Melbourne CBD - West,0.4244387,Poor,Good,0
206041123,North Melbourne,206041121,Kensington (Vic.),1.00E-07,Good,Good,1
206041123,North Melbourne,206041124,Parkville,1.00E-07,Good,Good,1
206041123,North Melbourne,206041127,West Melbourne - Industrial,1.00E-07,Good,Good,1
206041123,North Melbourne,206041510,West Melbourne - Residential,0.2537312,Poor,Good,0
206041123,North Melbourne,206041506,North Melbourne,0.7462685,Poor,Good,0
206041124,Parkville,206011107,Brunswick West,1.00E-07,Good,Good,1
206041124,Parkville,206041124,Parkville,0.9999998,Good,Good,0
206041125,South Yarra - West,206061515,South Yarra - North,1.00E-07,Poor,Good,1
206041125,South Yarra - West,206041507,Royal Botanic Gardens Victoria,1.00E-07,Poor,Good,1
206041125,South Yarra - West,206051128,Albert Park,2.00E-07,Good,Good,1
206041125,South Yarra - West,206041125,South Yarra - West,0.9999996,Good,Good,0
206041126,Southbank,206041505,Melbourne CBD - West,1.00E-07,Poor,Good,1
206041126,Southbank,206051512,South Melbourne,1.00E-07,Acceptable,Good,1
206041126,Southbank,206041118,Docklands,1.00E-07,Good,Good,1
206041126,Southbank,206041119,East Melbourne,1.00E-07,Good,Good,1
206041126,Southbank,206041125,South Yarra - West,1.00E-07,Good,Good,1
206041126,Southbank,206051511,Port Melbourne Industrial,0.0226958,Good,Good,0
206041126,Southbank,206041509,Southbank - East,0.2614504,Poor,Good,0
206041126,Southbank,206041508,Southbank (West) - South Wharf,0.2764075,Poor,Good,0
206041126,Southbank,206041507,Royal Botanic Gardens Victoria,0.4394459,Poor,Good,0
206041127,West Melbourne,206041121,Kensington (Vic.),1.00E-07,Good,Good,1
206041127,West Melbourne,206051511,Port Melbourne Industrial,1.00E-07,Good,Good,1
206041127,West Melbourne,206041127,West Melbourne - Industrial,0.9999998,Good,Good,0
206051128,Albert Park,206051512,South Melbourne,1.00E-07,Acceptable,Good,1
206051128,Albert Park,206051128,Albert Park,0.9999998,Good,Good,0
206051129,Elwood,,,1.00E-07,Good,Good,5
206051129,Elwood,206051129,Elwood,0.9999998,Good,Good,0
206051130,Port Melbourne,,,2.00E-07,Good,Good,5
206051130,Port Melbourne,206051511,Port Melbourne Industrial,2.00E-07,Good,Good,1
206051130,Port Melbourne,206051130,Port Melbourne,0.9999996,Good,Good,0
206051131,Port Melbourne Industrial,206041127,West Melbourne - Industrial,1.00E-07,Good,Good,1
206051131,Port Melbourne Industrial,,,0.0066786,Good,Good,5
206051131,Port Melbourne Industrial,206051511,Port Melbourne Industrial,0.9933213,Good,Good,0
206051132,South Melbourne,206051128,Albert Park,1.00E-07,Good,Good,1
206051132,South Melbourne,206041509,Southbank - East,1.00E-07,Poor,Good,1
206051132,South Melbourne,206041508,Southbank (West) - South Wharf,1.00E-07,Poor,Good,1
206051132,South Melbourne,206051511,Port Melbourne Industrial,0.2425458,Good,Good,0
206051132,South Melbourne,206051512,South Melbourne,0.7574539,Acceptable,Good,0
206051133,St Kilda,,,1.00E-07,Good,Good,5
206051133,St Kilda,206051129,Elwood,1.00E-07,Good,Good,1
206051133,St Kilda,206061136,Prahran - Windsor,1.00E-07,Good,Good,1
206051133,St Kilda,206051513,St Kilda - Central,0.3941254,Poor,Good,0
206051133,St Kilda,206051514,St Kilda - West,0.6058744,Poor,Good,0
206051134,St Kilda East,208021177,Caulfield - North,1.00E-07,Good,Good,1
206051134,St Kilda East,206061136,Prahran - Windsor,1.00E-07,Good,Good,1
206051134,St Kilda East,206051129,Elwood,1.00E-07,Good,Good,1
206051134,St Kilda East,206051134,St Kilda East,0.9999996,Good,Good,0
206061135,Armadale,208041194,Malvern - Glen Iris,1.00E-07,Good,Good,1
206061135,Armadale,208021177,Caulfield - North,1.00E-07,Good,Good,1
206061135,Armadale,206061138,Toorak,2.00E-07,Good,Good,1
206061135,Armadale,206061135,Armadale,0.9999997,Good,Good,0
206061136,Prahran - Windsor,206061138,Toorak,1.00E-07,Good,Good,1
206061136,Prahran - Windsor,206061516,South Yarra - South,1.00E-07,Poor,Good,1
206061136,Prahran - Windsor,206061136,Prahran - Windsor,0.9999997,Good,Good,0
206061137,South Yarra - East,206041125,South Yarra - West,1.00E-07,Good,Good,1
206061137,South Yarra - East,206061136,Prahran - Windsor,1.00E-07,Good,Good,1
206061137,South Yarra - East,206061138,Toorak,1.00E-07,Good,Good,1
206061137,South Yarra - East,206071517,Richmond (South) - Cremorne,1.00E-07,Poor,Good,1
206061137,South Yarra - East,206061515,South Yarra - North,0.4646027,Poor,Good,0
206061137,South Yarra - East,206061516,South Yarra - South,0.535397,Poor,Good,0
206061138,Toorak,206071517,Richmond (South) - Cremorne,1.00E-07,Poor,Good,1
206061138,Toorak,206061138,Toorak,0.9999998,Good,Good,0
206071139,Abbotsford,206071518,Richmond - North,1.00E-07,Poor,Good,1
206071139,Abbotsford,206071141,Collingwood,1.00E-07,Good,Good,1
206071139,Abbotsford,207011522,Kew - West,3.00E-07,Poor,Good,1
206071139,Abbotsford,206071139,Abbotsford,0.9999996,Good,Good,0
206071140,Carlton North - Princes Hill,206011496,Brunswick - South,1.00E-07,Poor,Good,1
206071140,Carlton North - Princes Hill,206041124,Parkville,1.00E-07,Good,Good,1
206071140,Carlton North - Princes Hill,206041117,Carlton,1.00E-07,Good,Good,1
206071140,Carlton North - Princes Hill,206071140,Carlton North - Princes Hill,0.9999997,Good,Good,0
206071141,Collingwood,206041119,East Melbourne,1.00E-07,Good,Good,1
206071141,Collingwood,206071139,Abbotsford,1.00E-07,Good,Good,1
206071141,Collingwood,206071142,Fitzroy,1.00E-07,Good,Good,1
206071141,Collingwood,206071145,Clifton Hill - Alphington,1.00E-07,Good,Good,1
206071141,Collingwood,206071141,Collingwood,0.9999997,Good,Good,0
206071142,Fitzroy,206071141,Collingwood,1.00E-07,Good,Good,1
206071142,Fitzroy,206071143,Fitzroy North,1.00E-07,Good,Good,1
206071142,Fitzroy,206041119,East Melbourne,1.00E-07,Good,Good,1
206071142,Fitzroy,206041117,Carlton,1.00E-07,Good,Good,1
206071142,Fitzroy,206071142,Fitzroy,0.9999996,Good,Good,0
206071143,Fitzroy North,206011106,Brunswick East,1.00E-07,Good,Good,1
206071143,Fitzroy North,206021500,Northcote - West,1.00E-07,Poor,Good,1
206071143,Fitzroy North,206071140,Carlton North - Princes Hill,1.00E-07,Good,Good,1
206071143,Fitzroy North,206071145,Clifton Hill - Alphington,1.00E-07,Good,Good,1
206071143,Fitzroy North,206071143,Fitzroy North,0.9999996,Good,Good,0
206071144,Richmond (Vic.),206041119,East Melbourne,1.00E-07,Good,Good,1
206071144,Richmond (Vic.),206071518,Richmond - North,0.3096393,Poor,Good,0
206071144,Richmond (Vic.),206071517,Richmond (South) - Cremorne,0.6903605,Poor,Good,0
206071145,Yarra - North,206021499,Northcote - East,1.00E-07,Poor,Good,1
206071145,Yarra - North,207011522,Kew - West,2.00E-07,Poor,Good,1
206071145,Yarra - North,206071145,Clifton Hill - Alphington,0.9999996,Good,Good,0
207011146,Ashburton (Vic.),208041195,Malvern East,1.00E-07,Good,Good,1
207011146,Ashburton (Vic.),207011150,Glen Iris - East,2.00E-07,Good,Good,1
207011146,Ashburton (Vic.),207011146,Ashburton (Vic.),0.9999997,Good,Good,0
207011147,Balwyn,207011155,Surrey Hills (West) - Canterbury,1.00E-07,Good,Good,1
207011147,Balwyn,207011148,Balwyn North,1.00E-07,Good,Good,1
207011147,Balwyn,207011147,Balwyn,0.9999998,Good,Good,0
207011148,Balwyn North,207021156,Bulleen,1.00E-07,Good,Good,1
207011148,Balwyn North,207011148,Balwyn North,0.9999999,Good,Good,0
207011149,Camberwell,207011155,Surrey Hills (West) - Canterbury,1.00E-07,Good,Good,1
207011149,Camberwell,207011150,Glen Iris - East,1.00E-07,Good,Good,1
207011149,Camberwell,207011149,Camberwell,0.9999998,Good,Good,0
207011150,Glen Iris - East,207011149,Camberwell,1.00E-07,Good,Good,1
207011150,Glen Iris - East,207011146,Ashburton (Vic.),1.00E-07,Good,Good,1
207011150,Glen Iris - East,207011150,Glen Iris - East,0.9999998,Good,Good,0
207011151,Hawthorn,207011152,Hawthorn East,1.00E-07,Good,Good,1
207011151,Hawthorn,207011519,Hawthorn - North,0.4329681,Poor,Good,0
207011151,Hawthorn,207011520,Hawthorn - South,0.5670318,Poor,Good,0
207011152,Hawthorn East,207011520,Hawthorn - South,1.00E-07,Poor,Good,1
207011152,Hawthorn East,207011152,Hawthorn East,0.9999998,Good,Good,0
207011153,Kew,206071145,Clifton Hill - Alphington,1.00E-07,Good,Good,1
207011153,Kew,207011521,Kew - South,0.4104374,Poor,Good,0
207011153,Kew,207011522,Kew - West,0.5895624,Poor,Good,0
207011154,Kew East,207011148,Balwyn North,1.00E-07,Good,Good,1
207011154,Kew East,207011522,Kew - West,1.00E-07,Poor,Good,1
207011154,Kew East,209011200,Ivanhoe,1.00E-07,Good,Good,1
207011154,Kew East,207011154,Kew East,0.9999997,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,207011147,Balwyn,1.00E-07,Good,Good,1
207011155,Surrey Hills (West) - Canterbury,207011149,Camberwell,1.00E-07,Good,Good,1
207011155,Surrey Hills (West) - Canterbury,207031167,Surrey Hills (East) - Mont Albert,1.00E-07,Good,Good,1
207011155,Surrey Hills (West) - Canterbury,207011155,Surrey Hills (West) - Canterbury,0.9999997,Good,Good,0
207021156,Bulleen,209011201,Ivanhoe East - Eaglemont,1.00E-07,Good,Good,1
207021156,Bulleen,207021156,Bulleen,0.9999998,Good,Good,0
207021157,Doncaster,207021160,Templestowe Lower,1.00E-07,Good,Good,1
207021157,Doncaster,207021157,Doncaster,0.9999998,Good,Good,0
207021159,Templestowe,207021159,Templestowe,0.9999999,Good,Good,0
207021160,Templestowe Lower,207021156,Bulleen,1.00E-07,Good,Good,1
207021160,Templestowe Lower,207021160,Templestowe Lower,0.9999998,Good,Good,0
207021424,Doncaster East (North),211021262,Warrandyte - Wonga Park,1.00E-07,Good,Good,1
207021424,Doncaster East (North),207021159,Templestowe,1.00E-07,Good,Good,1
207021424,Doncaster East (North),207021424,Doncaster East - North,0.9999998,Good,Good,0
207021425,Doncaster East (South),211021261,Donvale - Park Orchards,1.00E-07,Good,Good,1
207021425,Doncaster East (South),207031161,Blackburn,1.00E-07,Good,Good,1
207021425,Doncaster East (South),207021424,Doncaster East - North,1.00E-07,Good,Good,1
207021425,Doncaster East (South),207021157,Doncaster,1.00E-07,Good,Good,1
207021425,Doncaster East (South),207021425,Doncaster East - South,0.9999997,Good,Good,0
207031161,Blackburn,207031161,Blackburn,0.9999998,Good,Good,0
207031162,Blackburn South,207031161,Blackburn,1.00E-07,Good,Good,1
207031162,Blackburn South,207031166,Burwood East,1.00E-07,Good,Good,1
207031162,Blackburn South,211041269,Forest Hill,1.00E-07,Good,Good,1
207031162,Blackburn South,207031162,Blackburn South,0.9999997,Good,Good,0
207031163,Box Hill,207031164,Box Hill North,1.00E-07,Good,Good,1
207031163,Box Hill,207031163,Box Hill,0.9999998,Good,Good,0
207031164,Box Hill North,207021157,Doncaster,1.00E-07,Good,Good,1
207031164,Box Hill North,207031164,Box Hill North,0.9999998,Good,Good,0
207031165,Burwood,207031163,Box Hill,1.00E-07,Good,Good,1
207031165,Burwood,207031165,Burwood (Vic.),0.9999998,Good,Good,0
207031166,Burwood East,207031162,Blackburn South,1.00E-07,Good,Good,1
207031166,Burwood East,211041269,Forest Hill,1.00E-07,Good,Good,1
207031166,Burwood East,207031166,Burwood East,0.9999998,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,207031165,Burwood (Vic.),1.00E-07,Good,Good,1
207031167,Surrey Hills (East) - Mont Albert,207031163,Box Hill,1.00E-07,Good,Good,1
207031167,Surrey Hills (East) - Mont Albert,207031164,Box Hill North,1.00E-07,Good,Good,1
207031167,Surrey Hills (East) - Mont Albert,207031167,Surrey Hills (East) - Mont Albert,0.9999997,Good,Good,0
208011168,Beaumaris,,,1.00E-07,Good,Good,5
208011168,Beaumaris,208011173,Sandringham - Black Rock,1.00E-07,Good,Good,1
208011168,Beaumaris,208011168,Beaumaris,0.9999998,Good,Good,0
208011169,Brighton (Vic.),,,1.00E-07,Good,Good,5
208011169,Brighton (Vic.),208011169,Brighton (Vic.),0.9999998,Good,Good,0
208011170,Brighton East,208011169,Brighton (Vic.),1.00E-07,Good,Good,1
208011170,Brighton East,208011172,Hampton,1.00E-07,Good,Good,1
208011170,Brighton East,208011170,Brighton East,0.9999998,Good,Good,0
208011171,Cheltenham - Highett (West),208011173,Sandringham - Black Rock,1.00E-07,Good,Good,1
208011171,Cheltenham - Highett (West),208011171,Highett (West) - Cheltenham,0.9999998,Good,Good,0
208011172,Hampton,208011170,Brighton East,1.00E-07,Good,Good,1
208011172,Hampton,208011169,Brighton (Vic.),1.00E-07,Good,Good,1
208011172,Hampton,208011172,Hampton,0.9999997,Good,Good,0
208011173,Sandringham - Black Rock,,,1.00E-07,Good,Good,5
208011173,Sandringham - Black Rock,208011173,Sandringham - Black Rock,0.9999998,Good,Good,0
208021174,Bentleigh - McKinnon,208011170,Brighton East,1.00E-07,Good,Good,1
208021174,Bentleigh - McKinnon,208021182,Ormond - Glen Huntly,1.00E-07,Good,Good,1
208021174,Bentleigh - McKinnon,208021174,Bentleigh - McKinnon,0.9999999,Good,Good,0
208021176,Carnegie,208041195,Malvern East,1.00E-07,Good,Good,1
208021176,Carnegie,208021181,Murrumbeena,1.00E-07,Good,Good,1
208021176,Carnegie,208021182,Ormond - Glen Huntly,1.00E-07,Good,Good,1
208021176,Carnegie,208021176,Carnegie,0.9999997,Good,Good,0
208021177,Caulfield - North,206051134,St Kilda East,1.00E-07,Good,Good,1
208021177,Caulfield - North,208021177,Caulfield - North,0.9999998,Good,Good,0
208021178,Caulfield - South,208021177,Caulfield - North,1.00E-07,Good,Good,1
208021178,Caulfield - South,208021182,Ormond - Glen Huntly,1.00E-07,Good,Good,1
208021178,Caulfield - South,208021178,Caulfield - South,0.9999998,Good,Good,0
208021179,Elsternwick,208021178,Caulfield - South,1.00E-07,Good,Good,1
208021179,Elsternwick,208021177,Caulfield - North,1.00E-07,Good,Good,1
208021179,Elsternwick,208021179,Elsternwick,0.9999998,Good,Good,0
208021180,Hughesdale,208021426,Bentleigh East - North,1.00E-07,Good,Good,1
208021180,Hughesdale,208041195,Malvern East,1.00E-07,Good,Good,1
208021180,Hughesdale,208021181,Murrumbeena,1.00E-07,Good,Good,1
208021180,Hughesdale,208021180,Hughesdale,0.9999998,Good,Good,0
208021181,Murrumbeena,208021176,Carnegie,1.00E-07,Good,Good,1
208021181,Murrumbeena,208021180,Hughesdale,1.00E-07,Good,Good,1
208021181,Murrumbeena,208021426,Bentleigh East - North,1.00E-07,Good,Good,1
208021181,Murrumbeena,208021181,Murrumbeena,0.9999997,Good,Good,0
208021182,Ormond - Glen Huntly,208021174,Bentleigh - McKinnon,1.00E-07,Good,Good,1
208021182,Ormond - Glen Huntly,208021176,Carnegie,1.00E-07,Good,Good,1
208021182,Ormond - Glen Huntly,208021178,Caulfield - South,1.00E-07,Good,Good,1
208021182,Ormond - Glen Huntly,208021182,Ormond - Glen Huntly,0.9999996,Good,Good,0
208021426,Bentleigh East (North),208021426,Bentleigh East - North,0.9999999,Good,Good,0
208021427,Bentleigh East (South),208021426,Bentleigh East - North,1.00E-07,Good,Good,1
208021427,Bentleigh East (South),208021427,Bentleigh East - South,0.9999998,Good,Good,0
208031183,Aspendale Gardens - Waterways,208031184,Braeside,1.00E-07,Good,Good,1
208031183,Aspendale Gardens - Waterways,208031189,Edithvale - Aspendale,1.00E-07,Good,Good,1
208031183,Aspendale Gardens - Waterways,208031183,Aspendale Gardens - Waterways,0.9999998,Good,Good,0
208031184,Braeside,212041313,Dingley Village,1.00E-07,Good,Good,1
208031184,Braeside,208031184,Braeside,0.9999998,Good,Good,0
208031185,Carrum - Patterson Lakes,214011375,Seaford (Vic.),1.00E-07,Good,Good,1
208031185,Carrum - Patterson Lakes,208031185,Carrum - Patterson Lakes,0.9999998,Good,Good,0
208031186,Chelsea - Bonbeach,208031189,Edithvale - Aspendale,1.00E-07,Good,Good,1
208031186,Chelsea - Bonbeach,,,1.00E-07,Good,Good,5
208031186,Chelsea - Bonbeach,208031186,Chelsea - Bonbeach,0.9999998,Good,Good,0
208031187,Chelsea Heights,208031183,Aspendale Gardens - Waterways,1.00E-07,Good,Good,1
208031187,Chelsea Heights,212041566,Keysborough - South,1.00E-07,Acceptable,Good,1
208031187,Chelsea Heights,208031186,Chelsea - Bonbeach,1.00E-07,Good,Good,1
208031187,Chelsea Heights,208031187,Chelsea Heights,0.9999997,Good,Good,0
208031188,Cheltenham - Highett (East),208031191,Moorabbin - Heatherton,1.00E-07,Good,Good,1
208031188,Cheltenham - Highett (East),208031188,Highett (East) - Cheltenham,0.9999999,Good,Good,0
208031189,Edithvale - Aspendale,,,1.00E-07,Good,Good,5
208031189,Edithvale - Aspendale,208031189,Edithvale - Aspendale,0.9999998,Good,Good,0
208031190,Mentone,208031193,Mordialloc - Parkdale,1.00E-07,Good,Good,1
208031190,Mentone,208031188,Highett (East) - Cheltenham,1.00E-07,Good,Good,1
208031190,Mentone,208031190,Mentone,0.9999997,Good,Good,0
208031191,Moorabbin - Heatherton,208031188,Highett (East) - Cheltenham,1.00E-07,Good,Good,1
