SA2_MAINCODE_2016,SA2_NAME_2016,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
505021092,Scarborough,505,Curtin,1,Good,Good,0
505021093,Stirling - Osborne Park,504,Cowan,0.8255669,Acceptable,Good,0
505021093,Stirling - Osborne Park,513,Perth,0.1744331,Good,Good,0
505021094,Trigg - North Beach - Watermans Bay,505,Curtin,0.116793,Good,Good,0
505021094,Trigg - North Beach - Watermans Bay,510,Moore,0.883207,Good,Good,0
505021095,Tuart Hill - Joondanna,513,Perth,1,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,505,Curtin,1,Good,Good,0
505021097,Yokine - Coolbinia - Menora,513,Perth,1,Good,Good,0
505031098,Alexander Heights - Koondoola,504,Cowan,1,Acceptable,Good,0
505031099,Butler - Merriwa - Ridgewood,512,Pearce,1,Good,Good,0
505031100,Carramar,512,Pearce,1,Good,Good,0
505031101,Clarkson,512,Pearce,1,Good,Good,0
505031102,Girrawheen,504,Cowan,1,Acceptable,Good,0
505031103,Madeley - Darch - Landsdale,512,Pearce,1,Good,Good,0
505031104,Marangaroo,504,Cowan,1,Acceptable,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,512,Pearce,1,Good,Good,0
505031106,Neerabup National Park,512,Pearce,1,Good,Good,0
505031107,Tapping - Ashby - Sinagra,512,Pearce,1,Good,Good,0
505031108,Wanneroo,512,Pearce,1,Good,Good,0
505031255,Alkimos - Eglinton,512,Pearce,1,Good,Good,0
505031256,Carabooda - Pinjar,512,Pearce,1,Good,Good,0
505031257,Two Rocks,512,Pearce,1,Good,Good,0
505031258,Yanchep,512,Pearce,1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,502,Burt,0.9974953,Good,Good,0
506011110,Armadale - Wungong - Brookdale,503,Canning,0.0025047,Good,Good,1
506011111,Ashendon - Lesley,503,Canning,1,Good,Good,0
506011112,Camillo - Champion Lakes,502,Burt,1,Good,Good,0
506011113,Forrestdale - Harrisdale - Piara Waters,502,Burt,1,Good,Good,0
506011114,Kelmscott,502,Burt,1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,502,Burt,0.3736831,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,503,Canning,0.6263169,Good,Good,0
506011116,Roleystone,503,Canning,1,Good,Good,0
506011117,Seville Grove,502,Burt,1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,514,Swan,1,Good,Good,0
506021119,East Victoria Park - Carlisle,514,Swan,1,Good,Good,0
506021120,Kewdale Commercial,514,Swan,1,Good,Good,0
506021121,Perth Airport,514,Swan,1,Good,Good,0
506021122,Rivervale - Kewdale - Cloverdale,514,Swan,1,Good,Good,0
506021123,Victoria Park - Lathlain - Burswood,514,Swan,1,Good,Good,0
506031124,Bentley - Wilson - St James,514,Swan,0.680216,Good,Good,0
506031124,Bentley - Wilson - St James,515,Tangney,0.319784,Good,Good,0
506031125,Canning Vale - West,515,Tangney,1,Good,Good,0
506031126,Canning Vale Commercial,515,Tangney,1,Good,Good,0
506031127,Cannington - Queens Park,514,Swan,1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,515,Tangney,1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,515,Tangney,1,Good,Good,0
506031130,Welshpool,514,Swan,1,Good,Good,0
506031131,Willetton,515,Tangney,1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,502,Burt,1,Good,Good,0
506041133,Canning Vale - East,515,Tangney,1,Good,Good,0
506041134,Gosnells,502,Burt,1,Good,Good,0
506041135,Huntingdale - Southern River,502,Burt,1,Good,Good,0
506041136,Maddington - Orange Grove - Martin,502,Burt,0.9367014,Good,Good,0
506041136,Maddington - Orange Grove - Martin,503,Canning,0.0632986,Good,Good,0
506041137,Thornlie,502,Burt,1,Good,Good,0
506051138,Forrestfield - Wattle Grove,514,Swan,1,Good,Good,0
506051139,High Wycombe,514,Swan,1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,509,Hasluck,0.69796,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,514,Swan,0.30204,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,503,Canning,0.1190309,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,509,Hasluck,0.8809691,Good,Good,0
506061142,Byford,503,Canning,1,Good,Good,0
506061143,Mundijong,503,Canning,1,Good,Good,0
506061144,Serpentine - Jarrahdale,503,Canning,1,Good,Good,0
506071145,Como,514,Swan,1,Good,Good,0
506071146,Manning - Waterford,514,Swan,1,Good,Good,0
506071147,South Perth - Kensington,514,Swan,1,Good,Good,0
507011148,Banjup,508,Fremantle,1,Good,Good,0
507011150,Bibra Industrial,508,Fremantle,1,Good,Good,0
507011151,Bibra Lake,508,Fremantle,1,Good,Good,0
507011152,Coogee,508,Fremantle,1,Good,Good,0
507011153,Coolbellup,508,Fremantle,1,Good,Good,0
507011154,Hamilton Hill,508,Fremantle,1,Good,Good,0
507011155,Henderson,508,Fremantle,1,Good,Good,0
507011158,North Coogee,508,Fremantle,1,Good,Good,0
507011159,South Lake - Cockburn Central,508,Fremantle,1,Good,Good,0
507011160,Spearwood,508,Fremantle,1,Good,Good,0
507011161,Success - Hammond Park,508,Fremantle,1,Good,Good,0
507011163,Yangebup,508,Fremantle,1,Good,Good,0
507011259,Beeliar - Wattleup,508,Fremantle,1,Good,Good,0
507011260,Jandakot,508,Fremantle,1,Good,Good,0
507021164,East Fremantle,508,Fremantle,1,Good,Good,0
507021165,Fremantle,508,Fremantle,1,Good,Good,0
507021166,Fremantle - South,508,Fremantle,1,Good,Good,0
507021167,O'Connor (WA),508,Fremantle,1,Good,Good,0
507031169,Bertram - Wellard (West),501,Brand,1,Good,Good,0
507031170,Calista,501,Brand,1,Good,Good,0
507031172,Hope Valley - Postans,501,Brand,1,Good,Good,0
507031173,Kwinana Industrial,501,Brand,1,Good,Good,0
507031174,Parmelia - Orelia,501,Brand,1,Good,Good,0
507031261,Casuarina - Wandi,501,Brand,1,Good,Good,0
507041175,Applecross - Ardross,515,Tangney,1,Good,Good,0
507041176,Bateman,515,Tangney,1,Good,Good,0
507041177,Bicton - Palmyra,508,Fremantle,0.5096135,Good,Good,0
507041177,Bicton - Palmyra,515,Tangney,0.4903865,Good,Good,0
507041178,Booragoon,515,Tangney,1,Good,Good,0
507041179,Bull Creek,515,Tangney,1,Good,Good,0
507041180,Leeming,515,Tangney,1,Good,Good,0
507041181,Melville,515,Tangney,1,Good,Good,0
507041182,Murdoch - Kardinya,508,Fremantle,0.2592879,Good,Good,0
507041182,Murdoch - Kardinya,515,Tangney,0.7407121,Good,Good,0
507041183,Willagee,515,Tangney,1,Good,Good,0
507041184,Winthrop,515,Tangney,1,Good,Good,0
507051185,Baldivis,501,Brand,1,Good,Good,0
507051186,Cooloongup,501,Brand,1,Good,Good,0
507051187,Port Kennedy,501,Brand,1,Good,Good,0
507051188,Rockingham,501,Brand,1,Good,Good,0
507051189,Rockingham Lakes,501,Brand,1,Good,Good,0
507051190,Safety Bay - Shoalwater,501,Brand,1,Good,Good,0
507051191,Singleton - Golden Bay - Secret Harbour,501,Brand,1,Good,Good,0
507051192,Waikiki,501,Brand,1,Good,Good,0
507051193,Warnbro,501,Brand,1,Good,Good,0
509011225,Albany,511,O'Connor,1,Good,Good,0
509011226,Albany Region,511,O'Connor,1,Good,Good,0
509011227,Bayonet Head - Lower King,511,O'Connor,1,Good,Good,0
509011228,Denmark,511,O'Connor,1,Good,Good,0
509011229,Gnowangerup,511,O'Connor,1,Good,Good,0
509011230,Katanning,511,O'Connor,1,Good,Good,0
509011231,Kojonup,511,O'Connor,1,Good,Good,0
509011232,Little Grove - Elleker,511,O'Connor,1,Good,Good,0
509011233,McKail - Willyung,511,O'Connor,1,Good,Good,0
509011234,Plantagenet,511,O'Connor,1,Good,Good,0
509011235,Stirling Range National Park,511,O'Connor,1,Good,Good,0
509021236,Chittering,506,Durack,1,Good,Good,0
509021237,Cunderdin,511,O'Connor,1,Good,Good,0
509021238,Dowerin,506,Durack,0.7537835,Good,Good,0
509021238,Dowerin,511,O'Connor,0.2462165,Good,Good,0
509021239,Gingin - Dandaragan,506,Durack,1,Good,Good,0
509021240,Merredin,511,O'Connor,1,Good,Good,0
509021241,Moora,506,Durack,1,Good,Good,0
509021242,Mukinbudin,511,O'Connor,1,Good,Good,0
509021243,Northam,506,Durack,1,Good,Good,0
509021244,Toodyay,506,Durack,1,Good,Good,0
509021245,York - Beverley,506,Durack,0.6962633,Good,Good,0
509021245,York - Beverley,511,O'Connor,0.3037367,Good,Good,0
509031246,Brookton,511,O'Connor,1,Good,Good,0
509031247,Kulin,511,O'Connor,1,Good,Good,0
509031248,Murray,503,Canning,0.2705908,Good,Good,0
509031248,Murray,511,O'Connor,0.7294092,Good,Good,0
509031249,Narrogin,511,O'Connor,1,Good,Good,0
509031250,Wagin,511,O'Connor,1,Good,Good,0
510011262,Broome,506,Durack,1,Good,Good,0
510011263,Derby - West Kimberley,506,Durack,1,Good,Good,0
510011264,Halls Creek,506,Durack,1,Good,Good,0
510011265,Kununurra,506,Durack,1,Good,Good,0
510011266,Roebuck,506,Durack,1,Good,Good,0
510021267,East Pilbara,506,Durack,1,Good,Good,0
510021268,Newman,506,Durack,1,Good,Good,0
510021269,Port Hedland,506,Durack,1,Good,Good,0
510021270,South Hedland,506,Durack,1,Good,Good,0
510031271,Ashburton (WA),506,Durack,1,Good,Good,0
510031272,Karratha,506,Durack,1,Good,Good,0
510031273,Roebourne,506,Durack,1,Good,Good,0
511011274,Esperance,511,O'Connor,1,Good,Good,0
511011275,Esperance Region,511,O'Connor,1,Good,Good,0
511021276,Carnarvon,506,Durack,1,Good,Good,0
511021277,Exmouth,506,Durack,1,Good,Good,0
511031278,Boulder,511,O'Connor,1,Good,Good,0
511031279,Kalgoorlie,511,O'Connor,1,Good,Good,0
511031280,Kalgoorlie - North,511,O'Connor,1,Good,Good,0
511031281,Kalgoorlie Airport,511,O'Connor,1,Good,Good,0
511031282,Kambalda - Coolgardie - Norseman,511,O'Connor,1,Good,Good,0
511031283,Leinster - Leonora,511,O'Connor,1,Good,Good,0
511031284,Trafalgar (WA),511,O'Connor,1,Good,Good,0
511041285,Geraldton,506,Durack,1,Good,Good,0
511041286,Geraldton - East,506,Durack,1,Good,Good,0
511041287,Geraldton - North,506,Durack,1,Good,Good,0
511041288,Geraldton - South,506,Durack,1,Good,Good,0
511041289,Irwin,506,Durack,1,Good,Good,0
511041290,Meekatharra,506,Durack,0.8211982,Good,Good,0
511041290,Meekatharra,511,O'Connor,0.1788018,Good,Good,0
511041291,Morawa,506,Durack,1,Good,Good,0
511041292,Northampton - Mullewa - Greenough,506,Durack,1,Good,Good,0
601011001,Bridgewater - Gagebrook,605,Lyons,1,Good,Good,0
601011002,Brighton - Pontville,605,Lyons,1,Good,Good,0
601011003,Old Beach - Otago,604,Franklin,0.1299096,Good,Good,0
601011003,Old Beach - Otago,605,Lyons,0.8700904,Good,Good,0
601021004,Bellerive - Rosny,604,Franklin,1,Good,Good,0
601021005,Cambridge,604,Franklin,1,Good,Good,0
601021006,Geilston Bay - Risdon,604,Franklin,1,Good,Good,0
601021007,Howrah - Tranmere,604,Franklin,1,Good,Good,0
601021008,Lindisfarne - Rose Bay,604,Franklin,1,Good,Good,0
601021009,Mornington - Warrane,604,Franklin,1,Good,Good,0
601021010,Risdon Vale,604,Franklin,1,Good,Good,0
601021011,Rokeby,604,Franklin,1,Good,Good,0
601021012,South Arm,604,Franklin,1,Good,Good,0
601031013,Austins Ferry - Granton,603,Clark,0.9028207,Good,Good,0
601031013,Austins Ferry - Granton,605,Lyons,0.0971793,Good,Good,0
601031014,Berriedale - Chigwell,603,Clark,1,Good,Good,0
601031015,Claremont (Tas.),603,Clark,0.9996107,Good,Good,0
601031015,Claremont (Tas.),605,Lyons,0.0003893,Good,Good,1
601031016,Derwent Park - Lutana,603,Clark,1,Good,Good,0
601031017,Glenorchy,603,Clark,1,Good,Good,0
601031018,Montrose - Rosetta,603,Clark,1,Good,Good,0
601031019,Moonah,603,Clark,1,Good,Good,0
601031020,New Norfolk,605,Lyons,1,Good,Good,0
601031021,West Moonah,603,Clark,1,Good,Good,0
601041022,Kingston - Huntingfield,603,Clark,0.1880732,Good,Good,0
601041022,Kingston - Huntingfield,604,Franklin,0.8119268,Good,Good,0
601041023,Kingston Beach - Blackmans Bay,604,Franklin,1,Good,Good,0
601041024,Margate - Snug,603,Clark,0.030424,Good,Good,0
601041024,Margate - Snug,604,Franklin,0.969576,Good,Good,0
601041025,Mount Wellington,603,Clark,1,Good,Good,0
601041026,Taroona - Bonnet Hill,603,Clark,1,Good,Good,0
601051027,Hobart,603,Clark,1,Good,Good,0
601051028,Lenah Valley - Mount Stuart,603,Clark,1,Good,Good,0
601051029,Mount Nelson - Dynnyrne,603,Clark,1,Good,Good,0
601051030,New Town,603,Clark,1,Good,Good,0
601051031,Sandy Bay,603,Clark,1,Good,Good,0
601051032,South Hobart - Fern Tree,603,Clark,1,Good,Good,0
601051033,West Hobart,603,Clark,1,Good,Good,0
601061034,Dodges Ferry - Lewisham,605,Lyons,1,Good,Good,0
601061035,Sorell - Richmond,605,Lyons,1,Good,Good,0
602011036,Invermay,601,Bass,1,Good,Good,0
602011037,Kings Meadows - Punchbowl,601,Bass,1,Good,Good,0
602011038,Launceston,601,Bass,1,Good,Good,0
602011039,Legana,601,Bass,1,Good,Good,0
602011040,Mowbray,601,Bass,1,Good,Good,0
602011041,Newnham - Mayfield,601,Bass,1,Good,Good,0
602011042,Newstead,601,Bass,1,Good,Good,0
602011043,Norwood (Tas.),601,Bass,1,Good,Good,0
602011044,Prospect Vale - Blackstone,605,Lyons,1,Good,Good,0
602011045,Ravenswood,601,Bass,1,Good,Good,0
602011046,Riverside,601,Bass,1,Good,Good,0
602011047,South Launceston,601,Bass,1,Good,Good,0
602011048,Summerhill - Prospect,601,Bass,1,Good,Good,0
602011049,Trevallyn,601,Bass,1,Good,Good,0
602011050,Waverley - St Leonards,601,Bass,1,Good,Good,0
602011051,West Launceston,601,Bass,1,Good,Good,0
602011052,Youngtown - Relbia,601,Bass,1,Good,Good,0
602021053,Beauty Point - Beaconsfield,601,Bass,1,Good,Good,0
602021054,Deloraine,605,Lyons,1,Good,Good,0
602021055,Grindelwald - Lanena,601,Bass,1,Good,Good,0
602021056,Hadspen - Carrick,605,Lyons,1,Good,Good,0
602021057,Westbury,601,Bass,0.007857,Good,Good,1
602021057,Westbury,605,Lyons,0.992143,Good,Good,0
602031058,Dilston - Lilydale,601,Bass,0.9926609,Good,Good,0
602031058,Dilston - Lilydale,605,Lyons,0.0073391,Good,Good,1
602031059,George Town,601,Bass,1,Good,Good,0
602031060,Longford,605,Lyons,1,Good,Good,0
602031061,Northern Midlands,605,Lyons,1,Good,Good,0
602031062,Perth - Evandale,605,Lyons,1,Good,Good,0
602031064,St Helens - Scamander,605,Lyons,1,Good,Good,0
602031099,Flinders and Cape Barren Islands,601,Bass,1,Good,Good,0
602031100,Scottsdale - Bridport,601,Bass,1,Good,Good,0
602031100,Scottsdale - Bridport,605,Lyons,0,Good,Good,1
603011065,Central Highlands,605,Lyons,1,Good,Good,0
603011066,Derwent Valley,605,Lyons,1,Good,Good,0
603011067,Southern Midlands,605,Lyons,1,Good,Good,0
603011068,Wilderness - East,604,Franklin,0.9873865,Good,Good,0
603011068,Wilderness - East,605,Lyons,0.0126135,Good,Good,0
603021069,Bruny Island - Kettering,604,Franklin,1,Good,Good,0
603021070,Cygnet,604,Franklin,1,Good,Good,0
603021071,Geeveston - Dover,604,Franklin,1,Good,Good,0
603021072,Huonville - Franklin,604,Franklin,1,Good,Good,0
603031073,Forestier - Tasman,605,Lyons,1,Good,Good,0
603031074,Triabunna - Bicheno,605,Lyons,1,Good,Good,0
604011075,Acton - Upper Burnie,602,Braddon,1,Good,Good,0
604011076,Burnie - Ulverstone Region,602,Braddon,1,Good,Good,0
604011077,Burnie - Wivenhoe,602,Braddon,1,Good,Good,0
604011078,Parklands - Camdale,602,Braddon,1,Good,Good,0
604011079,Penguin - Sulphur Creek,602,Braddon,1,Good,Good,0
604011080,Romaine - Havenview,602,Braddon,1,Good,Good,0
604011081,Somerset,602,Braddon,1,Good,Good,0
604011082,Ulverstone,602,Braddon,1,Good,Good,0
604011083,West Ulverstone,602,Braddon,1,Good,Good,0
604011084,Wynyard,602,Braddon,1,Good,Good,0
604021085,Devonport,602,Braddon,1,Good,Good,0
604021086,East Devonport,602,Braddon,1,Good,Good,0
604021087,Latrobe,602,Braddon,1,Good,Good,0
604021088,Miandetta - Don,602,Braddon,1,Good,Good,0
604021089,Port Sorell,602,Braddon,1,Good,Good,0
604021090,Quoiba - Spreyton,602,Braddon,1,Good,Good,0
604021091,Sheffield - Railton,602,Braddon,0.0026482,Good,Good,1
604021091,Sheffield - Railton,605,Lyons,0.9973518,Good,Good,0
604021092,Turners Beach - Forth,602,Braddon,0.9986895,Good,Good,0
604021092,Turners Beach - Forth,605,Lyons,0.0013105,Good,Good,1
604031093,King Island,602,Braddon,1,Good,Good,0
604031094,North West,,,8e-7,Poor,Good,4
604031094,North West,602,Braddon,0.9999992,Good,Good,0
604031095,Smithton,602,Braddon,1,Good,Good,0
604031096,Waratah,602,Braddon,1,Good,Good,0
604031097,West Coast (Tas.),602,Braddon,1,Good,Good,0
604031098,Wilderness - West,602,Braddon,1,Good,Good,0
701011001,Darwin Airport,702,Solomon,1,Good,Good,0
701011002,Darwin City,702,Solomon,1,Good,Good,0
701011003,East Point,702,Solomon,1,Good,Good,0
701011004,Fannie Bay - The Gardens,702,Solomon,1,Good,Good,0
701011005,Larrakeyah,702,Solomon,1,Good,Good,0
701011006,Ludmilla - The Narrows,702,Solomon,1,Good,Good,0
701011007,Parap,702,Solomon,1,Good,Good,0
701011008,Stuart Park,702,Solomon,1,Good,Good,0
701011009,Woolner - Bayview - Winnellie,702,Solomon,1,Good,Good,0
701021010,Alawa,702,Solomon,1,Good,Good,0
701021011,Anula,702,Solomon,1,Good,Good,0
701021012,Berrimah,701,Lingiari,0.4208796,Good,Good,0
701021012,Berrimah,702,Solomon,0.5791204,Good,Good,0
701021013,Brinkin - Nakara,702,Solomon,1,Good,Good,0
701021014,Buffalo Creek,702,Solomon,1,Good,Good,0
701021015,Charles Darwin,702,Solomon,1,Good,Good,0
701021016,Coconut Grove,702,Solomon,1,Good,Good,0
701021017,East Arm,702,Solomon,1,Good,Good,0
701021018,Jingili,702,Solomon,1,Good,Good,0
701021019,Karama,702,Solomon,1,Good,Good,0
701021020,Leanyer,702,Solomon,1,Good,Good,0
701021021,Lyons (NT),702,Solomon,1,Good,Good,0
701021022,Malak - Marrara,702,Solomon,1,Good,Good,0
701021023,Millner,702,Solomon,1,Good,Good,0
701021024,Moil,702,Solomon,1,Good,Good,0
701021025,Nightcliff,702,Solomon,1,Good,Good,0
701021026,Rapid Creek,702,Solomon,1,Good,Good,0
701021027,Tiwi,702,Solomon,1,Good,Good,0
701021028,Wagaman,702,Solomon,1,Good,Good,0
701021029,Wanguri,702,Solomon,1,Good,Good,0
701021030,Wulagi,702,Solomon,1,Good,Good,0
701031031,Howard Springs,701,Lingiari,1,Good,Good,0
701031032,Humpty Doo,701,Lingiari,1,Good,Good,0
701031033,Koolpinyah,701,Lingiari,1,Good,Good,0
701031034,Virginia,701,Lingiari,1,Good,Good,0
701031035,Weddell,701,Lingiari,1,Good,Good,0
701041036,Bakewell,702,Solomon,1,Good,Good,0
701041037,Driver,702,Solomon,1,Good,Good,0
701041038,Durack - Marlow Lagoon,702,Solomon,1,Good,Good,0
701041039,Gray,702,Solomon,1,Good,Good,0
701041040,Moulden,702,Solomon,1,Good,Good,0
701041041,Palmerston - North,701,Lingiari,0.3536943,Good,Good,0
701041041,Palmerston - North,702,Solomon,0.6463057,Good,Good,0
701041042,Palmerston - South,701,Lingiari,1,Good,Good,0
701041043,Rosebery - Bellamack,702,Solomon,1,Good,Good,0
701041044,Woodroffe,702,Solomon,1,Good,Good,0
702011045,Charles,701,Lingiari,1,Good,Good,0
702011046,East Side,701,Lingiari,1,Good,Good,0
702011047,Flynn (NT),701,Lingiari,1,Good,Good,0
702011048,Larapinta,701,Lingiari,1,Good,Good,0
702011049,Mount Johns,701,Lingiari,1,Good,Good,0
702011050,Petermann - Simpson,701,Lingiari,1,Good,Good,0
702011051,Ross,701,Lingiari,1,Good,Good,0
702011052,Sandover - Plenty,701,Lingiari,1,Good,Good,0
702011053,Tanami,701,Lingiari,1,Good,Good,0
702011054,Yuendumu - Anmatjere,701,Lingiari,1,Good,Good,0
702021055,Barkly,701,Lingiari,1,Good,Good,0
702021056,Tennant Creek,701,Lingiari,1,Good,Good,0
702031057,Alligator,701,Lingiari,1,Good,Good,0
702031058,Daly,701,Lingiari,1,Good,Good,0
702031059,Thamarrurr,701,Lingiari,1,Good,Good,0
702031060,Tiwi Islands,701,Lingiari,1,Good,Good,0
702031061,West Arnhem,701,Lingiari,1,Good,Good,0
702041062,Anindilyakwa,701,Lingiari,1,Good,Good,0
702041063,East Arnhem,701,Lingiari,1,Good,Good,0
702041064,Nhulunbuy,701,Lingiari,1,Good,Good,0
702051065,Elsey,701,Lingiari,1,Good,Good,0
702051066,Gulf,701,Lingiari,1,Good,Good,0
702051067,Katherine,701,Lingiari,1,Good,Good,0
702051068,Victoria River,701,Lingiari,1,Good,Good,0
801011001,Aranda,802,Canberra,1,Good,Good,0
801011002,Belconnen,803,Fenner,1,Good,Good,0
801011003,Bruce,802,Canberra,1,Good,Good,0
801011004,Charnwood,803,Fenner,1,Good,Good,0
801011005,Cook,802,Canberra,1,Good,Good,0
801011006,Dunlop,803,Fenner,1,Good,Good,0
801011007,Evatt,803,Fenner,1,Good,Good,0
801011008,Florey,803,Fenner,1,Good,Good,0
801011009,Flynn (ACT),803,Fenner,1,Good,Good,0
801011010,Fraser,803,Fenner,1,Good,Good,0
801011011,Giralang,802,Canberra,1,Good,Good,0
801011012,Gooromon,803,Fenner,1,Good,Good,0
801011013,Hawker,802,Canberra,1,Good,Good,0
801011014,Higgins,803,Fenner,1,Good,Good,0
801011015,Holt,803,Fenner,1,Good,Good,0
801011016,Kaleen,802,Canberra,1,Good,Good,0
801011017,Latham,803,Fenner,1,Good,Good,0
801011018,Lawson,802,Canberra,1,Good,Good,0
801011019,Macgregor (ACT),803,Fenner,1,Good,Good,0
801011020,Macquarie,802,Canberra,1,Good,Good,0
801011021,McKellar,803,Fenner,1,Good,Good,0
801011022,Melba,803,Fenner,1,Good,Good,0
801011023,Page,803,Fenner,1,Good,Good,0
801011024,Scullin,803,Fenner,1,Good,Good,0
801011025,Spence,803,Fenner,1,Good,Good,0
801011026,Weetangera,802,Canberra,1,Good,Good,0
801011111,Molonglo Corridor,802,Canberra,0.3260445,Good,Good,0
801011111,Molonglo Corridor,803,Fenner,0.6739555,Good,Good,0
801011112,West Belconnen,803,Fenner,1,Good,Good,0
801031031,Hume,801,Bean,1,Good,Good,0
801031032,Kowen,802,Canberra,1,Good,Good,0
801031113,Canberra East,801,Bean,0.5698044,Good,Good,0
801031113,Canberra East,802,Canberra,0.4301956,Good,Good,0
801031114,Canberra Airport,802,Canberra,1,Good,Good,0
801031115,Majura,802,Canberra,1,Good,Good,0
801041034,Amaroo,803,Fenner,1,Good,Good,0
801041035,Bonner,803,Fenner,1,Good,Good,0
801041036,Casey,803,Fenner,1,Good,Good,0
801041037,Crace,803,Fenner,1,Good,Good,0
801041038,Forde,803,Fenner,1,Good,Good,0
801041039,Franklin,803,Fenner,1,Good,Good,0
801041040,Gungahlin,803,Fenner,1,Good,Good,0
801041043,Hall,803,Fenner,1,Good,Good,0
801041044,Harrison,803,Fenner,1,Good,Good,0
801041045,Mitchell,803,Fenner,1,Good,Good,0
801041046,Ngunnawal,803,Fenner,1,Good,Good,0
801041047,Nicholls,803,Fenner,1,Good,Good,0
801041048,Palmerston,803,Fenner,1,Good,Good,0
801041116,Gungahlin - East,803,Fenner,1,Good,Good,0
801041117,Gungahlin - West,803,Fenner,1,Good,Good,0
801041118,Jacka,803,Fenner,1,Good,Good,0
801041119,Kenny,803,Fenner,1,Good,Good,0
801041120,Moncrieff,803,Fenner,1,Good,Good,0
801041121,Taylor,803,Fenner,1,Good,Good,0
801041122,Throsby,803,Fenner,1,Good,Good,0
801051049,Acton,802,Canberra,1,Good,Good,0
801051050,Ainslie,802,Canberra,1,Good,Good,0
801051051,Braddon,802,Canberra,1,Good,Good,0
801051053,Civic,802,Canberra,1,Good,Good,0
801051054,Dickson,802,Canberra,1,Good,Good,0
801051055,Downer,802,Canberra,1,Good,Good,0
801051056,Hackett,802,Canberra,1,Good,Good,0
801051057,Lyneham,802,Canberra,1,Good,Good,0
801051058,O'Connor (ACT),802,Canberra,1,Good,Good,0
801051060,Turner,802,Canberra,1,Good,Good,0
801051061,Watson,802,Canberra,1,Good,Good,0
801051123,Black Mountain,802,Canberra,1,Good,Good,0
801051124,Campbell,802,Canberra,1,Good,Good,0
801051125,Duntroon,802,Canberra,1,Good,Good,0
801051126,Parkes (ACT) - North,802,Canberra,1,Good,Good,0
801051127,Reid,802,Canberra,1,Good,Good,0
801051128,Russell,802,Canberra,1,Good,Good,0
801061062,Deakin,802,Canberra,1,Good,Good,0
801061063,Forrest,802,Canberra,1,Good,Good,0
801061064,Griffith (ACT),802,Canberra,1,Good,Good,0
801061066,Lake Burley Griffin,802,Canberra,1,Good,Good,0
801061067,Narrabundah,802,Canberra,1,Good,Good,0
801061068,Parkes (ACT) - South,802,Canberra,1,Good,Good,0
801061069,Red Hill (ACT),802,Canberra,1,Good,Good,0
801061070,Yarralumla,802,Canberra,1,Good,Good,0
801061129,Barton,802,Canberra,1,Good,Good,0
801061130,Fyshwick,802,Canberra,1,Good,Good,0
801061131,Kingston (ACT),802,Canberra,1,Good,Good,0
801071071,Banks,801,Bean,1,Good,Good,0
801071072,Bonython,801,Bean,1,Good,Good,0
801071073,Calwell,801,Bean,1,Good,Good,0
801071074,Chisholm,801,Bean,1,Good,Good,0
801071075,Conder,801,Bean,1,Good,Good,0
801071076,Fadden,801,Bean,1,Good,Good,0
801071077,Gilmore,801,Bean,1,Good,Good,0
801071078,Gordon (ACT),801,Bean,1,Good,Good,0
801071079,Gowrie (ACT),801,Bean,1,Good,Good,0
801071080,Greenway,801,Bean,1,Good,Good,0
801071081,Isabella Plains,801,Bean,1,Good,Good,0
801071082,Kambah,801,Bean,1,Good,Good,0
801071083,Macarthur,801,Bean,1,Good,Good,0
801071084,Monash,801,Bean,1,Good,Good,0
801071085,Mount Taylor,801,Bean,1,Good,Good,0
801071086,Oxley (ACT),801,Bean,1,Good,Good,0
801071087,Richardson,801,Bean,1,Good,Good,0
801071088,Theodore,801,Bean,1,Good,Good,0
801071089,Tuggeranong,801,Bean,1,Good,Good,0
801071090,Wanniassa,801,Bean,1,Good,Good,0
801071132,Tuggeranong - West,801,Bean,1,Good,Good,0
801081091,Chapman,801,Bean,1,Good,Good,0
801081092,Duffy,801,Bean,1,Good,Good,0
801081093,Fisher,801,Bean,1,Good,Good,0
801081094,Holder,801,Bean,1,Good,Good,0
801081095,Rivett,801,Bean,1,Good,Good,0
801081096,Stirling,801,Bean,1,Good,Good,0
801081097,Waramanga,801,Bean,1,Good,Good,0
801081098,Weston,801,Bean,1,Good,Good,0
801081133,Scrivener,802,Canberra,1,Good,Good,0
801091099,Chifley,801,Bean,1,Good,Good,0
801091100,Curtin,802,Canberra,1,Good,Good,0
801091101,Farrer,801,Bean,1,Good,Good,0
