SA2_CODE_2021,SA2_NAME_2021,ADD_CODE_2021,ADD_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
406011129,Ceduna,D11,South Western Plateau,1,Good,Good,0
406011130,Eyre Peninsula,D11,South Western Plateau,0.2451412,Good,Good,0
406011130,Eyre Peninsula,D07,South Australian Gulf,0.7548588,Good,Good,0
406011131,Kimba - Cleve - Franklin Harbour,D11,South Western Plateau,0.1181477,Good,Good,0
406011131,Kimba - Cleve - Franklin Harbour,D07,South Australian Gulf,0.8818523,Good,Good,0
406011132,Le Hunte - Elliston,D11,South Western Plateau,1,Good,Good,0
406011133,Port Lincoln,D07,South Australian Gulf,1,Good,Good,0
406011134,West Coast (SA),D11,South Western Plateau,1,Good,Good,0
406011135,Western,D11,South Western Plateau,1,Good,Good,0
406011136,Whyalla,D07,South Australian Gulf,1,Good,Good,0
406011137,Whyalla - North,D07,South Australian Gulf,1,Good,Good,0
406021138,APY Lands,D02,Lake Eyre Basin,0.2614399,Acceptable,Good,0
406021138,APY Lands,D11,South Western Plateau,0.7385601,Good,Good,0
406021139,Coober Pedy,D02,Lake Eyre Basin,1,Acceptable,Good,0
406021140,Quorn - Lake Gilles,D11,South Western Plateau,0.0056149,Good,Good,1
406021140,Quorn - Lake Gilles,D07,South Australian Gulf,0.9943851,Good,Good,0
406021141,Outback,D11,South Western Plateau,0.0446842,Good,Good,0
406021141,Outback,D03,Murray-Darling Basin,0.0917675,Good,Good,0
406021141,Outback,D07,South Australian Gulf,0.3413152,Good,Good,0
406021141,Outback,D02,Lake Eyre Basin,0.5222331,Acceptable,Good,0
406021142,Port Augusta,D07,South Australian Gulf,1,Good,Good,0
406021143,Roxby Downs,D07,South Australian Gulf,1,Good,Good,0
407011144,Goolwa - Port Elliot,D07,South Australian Gulf,0.0556632,Good,Good,0
407011144,Goolwa - Port Elliot,D03,Murray-Darling Basin,0.9443368,Good,Good,0
407011145,Kangaroo Island,D07,South Australian Gulf,1,Good,Good,0
407011146,Strathalbyn,D03,Murray-Darling Basin,1,Good,Good,0
407011147,Strathalbyn Surrounds,D07,South Australian Gulf,0.0232313,Good,Good,0
407011147,Strathalbyn Surrounds,D03,Murray-Darling Basin,0.9767687,Good,Good,0
407011148,Victor Harbor,D07,South Australian Gulf,1,Good,Good,0
407011149,Yankalilla,D07,South Australian Gulf,1,Good,Good,0
407021150,Grant,D09,South East Coast (Victoria),1,Good,Good,0
407021151,Kingston - Robe,D03,Murray-Darling Basin,0.0010451,Good,Good,1
407021151,Kingston - Robe,D09,South East Coast (Victoria),0.9989549,Good,Good,0
407021152,Millicent,D09,South East Coast (Victoria),1,Good,Good,0
407021154,Naracoorte,D09,South East Coast (Victoria),1,Good,Good,0
407021155,Naracoorte Surrounds,D09,South East Coast (Victoria),1,Good,Good,0
407021156,Penola,D09,South East Coast (Victoria),1,Good,Good,0
407021157,Tatiara,D09,South East Coast (Victoria),1,Good,Good,0
407021158,Wattle Range,D09,South East Coast (Victoria),1,Good,Good,0
407021173,Mount Gambier - East,D09,South East Coast (Victoria),1,Good,Good,0
407021174,Mount Gambier - West,D09,South East Coast (Victoria),1,Good,Good,0
407031159,Barmera,D03,Murray-Darling Basin,1,Good,Good,0
407031160,Berri,D03,Murray-Darling Basin,1,Good,Good,0
407031161,Karoonda - Lameroo,D09,South East Coast (Victoria),0.0065625,Good,Good,1
407031161,Karoonda - Lameroo,D03,Murray-Darling Basin,0.9934375,Good,Good,0
407031162,Loxton,D03,Murray-Darling Basin,1,Good,Good,0
407031163,Loxton Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
407031164,Mannum,D03,Murray-Darling Basin,1,Good,Good,0
407031165,Murray Bridge,D03,Murray-Darling Basin,1,Good,Good,0
407031166,Murray Bridge Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
407031167,Renmark,D03,Murray-Darling Basin,1,Good,Good,0
407031168,Renmark Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
407031169,The Coorong,D09,South East Coast (Victoria),0.2170746,Good,Good,0
407031169,The Coorong,D03,Murray-Darling Basin,0.7829254,Good,Good,0
407031170,Waikerie,D03,Murray-Darling Basin,1,Good,Good,0
497979799,Migratory - Offshore - Shipping (SA),D97,Migratory - Offshore - Shipping (Aust.),1,Good,Good,0
499999499,No usual address (SA),D94,No usual address (Aust.),1,Good,Good,0
501011001,Augusta,D10,South West Coast,1,Good,Good,0
501011003,Busselton Surrounds,D10,South West Coast,1,Good,Good,0
501011004,Margaret River,D10,South West Coast,1,Good,Good,0
501011293,Busselton - East,D10,South West Coast,1,Good,Good,0
501011294,Busselton - West,D10,South West Coast,1,Good,Good,0
501021005,Australind - Leschenault,D10,South West Coast,1,Good,Good,0
501021007,Capel,D10,South West Coast,1,Good,Good,0
501021008,College Grove - Carey Park,D10,South West Coast,1,Good,Good,0
501021009,Collie,D10,South West Coast,1,Good,Good,0
501021010,Dardanup,D10,South West Coast,1,Good,Good,0
501021011,Davenport,D10,South West Coast,1,Good,Good,0
501021012,Eaton - Pelican Point,D10,South West Coast,1,Good,Good,0
501021014,Harvey,D10,South West Coast,1,Good,Good,0
501021015,East Bunbury - Glen Iris,D10,South West Coast,1,Good,Good,0
501021016,Waroona,D10,South West Coast,1,Good,Good,0
501021251,Dalyellup,D10,South West Coast,1,Good,Good,0
501021252,Gelorup - Stratham,D10,South West Coast,1,Good,Good,0
501021253,South Bunbury - Bunbury,D10,South West Coast,1,Good,Good,0
501021254,Withers - Usher,D10,South West Coast,1,Good,Good,0
501031017,Bridgetown - Boyup Brook,D10,South West Coast,1,Good,Good,0
501031018,Donnybrook - Balingup,D10,South West Coast,1,Good,Good,0
501031019,Manjimup,D10,South West Coast,1,Good,Good,0
501031020,Pemberton,D10,South West Coast,1,Good,Good,0
502011021,Dawesville - Bouvard,D10,South West Coast,1,Good,Good,0
502011022,Falcon - Wannanup,D10,South West Coast,1,Good,Good,0
502011023,Greenfields,D10,South West Coast,1,Good,Good,0
502011024,Halls Head - Erskine,D10,South West Coast,1,Good,Good,0
502011025,Mandurah,D10,South West Coast,1,Good,Good,0
502011026,Mandurah - East,D10,South West Coast,1,Good,Good,0
502011027,Mandurah - North,D10,South West Coast,1,Good,Good,0
502011028,Mandurah - South,D10,South West Coast,1,Good,Good,0
502011029,Pinjarra,D10,South West Coast,1,Good,Good,0
503011030,City Beach,D10,South West Coast,1,Good,Good,0
503011031,Claremont (WA),D10,South West Coast,1,Good,Good,0
503011032,Cottesloe,D10,South West Coast,1,Good,Good,0
503011033,Floreat,D10,South West Coast,1,Good,Good,0
503011034,Mosman Park - Peppermint Grove,D10,South West Coast,1,Good,Good,0
503011035,Nedlands - Dalkeith - Crawley,D10,South West Coast,1,Good,Good,0
503011036,Swanbourne - Mount Claremont,D10,South West Coast,1,Good,Good,0
503021037,Kings Park (WA),D10,South West Coast,1,Good,Good,0
503021038,Mount Hawthorn - Leederville,D10,South West Coast,1,Good,Good,0
503021039,Mount Lawley - Inglewood,D10,South West Coast,1,Good,Good,0
503021040,North Perth,D10,South West Coast,1,Good,Good,0
503021042,Subiaco - Shenton Park,D10,South West Coast,1,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,D10,South West Coast,1,Good,Good,0
503021295,East Perth,D10,South West Coast,1,Good,Good,0
503021296,Perth (North) - Highgate,D10,South West Coast,1,Good,Good,0
503021297,Perth (West) - Northbridge,D10,South West Coast,1,Good,Good,0
504011044,Bassendean - Eden Hill - Ashfield,D10,South West Coast,1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,D10,South West Coast,1,Good,Good,0
504011046,Maylands,D10,South West Coast,1,Good,Good,0
504011047,Morley,D10,South West Coast,1,Good,Good,0
504011048,Noranda,D10,South West Coast,1,Good,Good,0
504021049,Chidlow,D10,South West Coast,1,Good,Good,0
504021050,Glen Forrest - Darlington,D10,South West Coast,1,Good,Good,0
504021051,Helena Valley - Koongamia,D10,South West Coast,1,Good,Good,0
504021052,Malmalling - Reservoir,D10,South West Coast,1,Good,Good,0
504021053,Mundaring,D10,South West Coast,1,Good,Good,0
504021054,Swan View - Greenmount - Midvale,D10,South West Coast,1,Good,Good,0
504031055,Avon Valley National Park,D10,South West Coast,1,Good,Good,0
504031056,Ballajura,D10,South West Coast,1,Good,Good,0
504031057,Beechboro,D10,South West Coast,1,Good,Good,0
504031058,Bullsbrook,D10,South West Coast,1,Good,Good,0
504031060,Gidgegannup,D10,South West Coast,1,Good,Good,0
504031061,Hazelmere - Guildford,D10,South West Coast,1,Good,Good,0
504031062,Lockridge - Kiara,D10,South West Coast,1,Good,Good,0
504031063,Malaga,D10,South West Coast,1,Good,Good,0
504031064,Melaleuca - Lexia,D10,South West Coast,1,Good,Good,0
504031065,Middle Swan - Herne Hill,D10,South West Coast,1,Good,Good,0
504031066,Midland - Guildford,D10,South West Coast,1,Good,Good,0
504031067,Stratton - Jane Brook,D10,South West Coast,1,Good,Good,0
504031068,The Vines,D10,South West Coast,1,Good,Good,0
504031069,Walyunga National Park,D10,South West Coast,1,Good,Good,0
504031298,Aveley,D10,South West Coast,1,Good,Good,0
504031299,Brabham - Henley Brook,D10,South West Coast,1,Good,Good,0
504031300,Ellenbrook,D10,South West Coast,1,Good,Good,0
505011070,Craigie - Beldon,D10,South West Coast,1,Good,Good,0
505011071,Currambine - Kinross,D10,South West Coast,1,Good,Good,0
505011072,Duncraig,D10,South West Coast,1,Good,Good,0
505011073,Greenwood - Warwick,D10,South West Coast,1,Good,Good,0
505011074,Heathridge - Connolly,D10,South West Coast,1,Good,Good,0
505011075,Hillarys,D10,South West Coast,1,Good,Good,0
505011076,Iluka - Burns Beach,D10,South West Coast,1,Good,Good,0
505011077,Joondalup - Edgewater,D10,South West Coast,1,Good,Good,0
505011078,Kingsley,D10,South West Coast,1,Good,Good,0
505011079,Mullaloo - Kallaroo,D10,South West Coast,1,Good,Good,0
505011080,Ocean Reef,D10,South West Coast,1,Good,Good,0
505011081,Padbury,D10,South West Coast,1,Good,Good,0
505011082,Sorrento - Marmion,D10,South West Coast,1,Good,Good,0
505011083,Woodvale,D10,South West Coast,1,Good,Good,0
505021084,Balcatta - Hamersley,D10,South West Coast,1,Good,Good,0
505021085,Balga - Mirrabooka,D10,South West Coast,1,Good,Good,0
505021087,Herdsman,D10,South West Coast,1,Good,Good,0
505021088,Innaloo - Doubleview,D10,South West Coast,1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,D10,South West Coast,1,Good,Good,0
505021090,Nollamara - Westminster,D10,South West Coast,1,Good,Good,0
505021091,Osborne Park Industrial,D10,South West Coast,1,Good,Good,0
505021092,Scarborough,D10,South West Coast,1,Good,Good,0
505021093,Stirling - Osborne Park,D10,South West Coast,1,Good,Good,0
505021094,Trigg - North Beach - Watermans Bay,D10,South West Coast,1,Good,Good,0
505021095,Tuart Hill - Joondanna,D10,South West Coast,1,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,D10,South West Coast,1,Good,Good,0
505021097,Yokine - Coolbinia - Menora,D10,South West Coast,1,Good,Good,0
505021301,Dianella - North,D10,South West Coast,1,Good,Good,0
505021302,Dianella - South,D10,South West Coast,1,Good,Good,0
505031098,Alexander Heights - Koondoola,D10,South West Coast,1,Good,Good,0
505031099,Butler - Merriwa - Ridgewood,D10,South West Coast,1,Good,Good,0
505031100,Carramar,D10,South West Coast,1,Good,Good,0
505031101,Clarkson,D10,South West Coast,1,Good,Good,0
505031102,Girrawheen,D10,South West Coast,1,Good,Good,0
505031104,Marangaroo,D10,South West Coast,1,Good,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,D10,South West Coast,1,Good,Good,0
505031106,Neerabup National Park,D10,South West Coast,1,Good,Good,0
505031107,Tapping - Ashby - Sinagra,D10,South West Coast,1,Good,Good,0
505031255,Alkimos - Eglinton,D10,South West Coast,1,Good,Good,0
505031256,Carabooda - Pinjar,D10,South West Coast,1,Good,Good,0
505031257,Two Rocks,D10,South West Coast,1,Good,Good,0
505031258,Yanchep,D10,South West Coast,1,Good,Good,0
505031303,Hocking - Pearsall,D10,South West Coast,1,Good,Good,0
505031304,Landsdale,D10,South West Coast,1,Good,Good,0
505031305,Madeley - Darch,D10,South West Coast,1,Good,Good,0
505031306,Wanneroo - Sinagra,D10,South West Coast,1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,D10,South West Coast,1,Good,Good,0
506011111,Ashendon - Lesley,D10,South West Coast,1,Good,Good,0
506011112,Camillo - Champion Lakes,D10,South West Coast,1,Good,Good,0
506011114,Kelmscott,D10,South West Coast,1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,D10,South West Coast,1,Good,Good,0
506011116,Roleystone,D10,South West Coast,1,Good,Good,0
506011117,Seville Grove,D10,South West Coast,1,Good,Good,0
506011307,Harrisdale,D10,South West Coast,1,Good,Good,0
506011308,Piara Waters - Forrestdale,D10,South West Coast,1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,D10,South West Coast,1,Good,Good,0
506021119,East Victoria Park - Carlisle,D10,South West Coast,1,Good,Good,0
506021120,Kewdale Commercial,D10,South West Coast,1,Good,Good,0
506021121,Perth Airport,D10,South West Coast,1,Good,Good,0
506021123,Victoria Park - Lathlain - Burswood,D10,South West Coast,1,Good,Good,0
506021309,Cloverdale,D10,South West Coast,1,Good,Good,0
506021310,Kewdale,D10,South West Coast,1,Good,Good,0
506021311,Rivervale,D10,South West Coast,1,Good,Good,0
506031124,Bentley - Wilson - St James,D10,South West Coast,1,Good,Good,0
506031125,Canning Vale - West,D10,South West Coast,1,Good,Good,0
506031126,Canning Vale Commercial,D10,South West Coast,1,Good,Good,0
506031127,Cannington - Queens Park,D10,South West Coast,1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,D10,South West Coast,1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,D10,South West Coast,1,Good,Good,0
506031130,Welshpool,D10,South West Coast,1,Good,Good,0
506031131,Willetton,D10,South West Coast,1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,D10,South West Coast,1,Good,Good,0
506041133,Canning Vale - East,D10,South West Coast,1,Good,Good,0
506041134,Gosnells,D10,South West Coast,1,Good,Good,0
506041135,Huntingdale - Southern River,D10,South West Coast,1,Good,Good,0
506041136,Maddington - Orange Grove - Martin,D10,South West Coast,1,Good,Good,0
506041137,Thornlie,D10,South West Coast,1,Good,Good,0
506051138,Forrestfield - Wattle Grove,D10,South West Coast,1,Good,Good,0
506051139,High Wycombe,D10,South West Coast,1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,D10,South West Coast,1,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,D10,South West Coast,1,Good,Good,0
506061142,Byford,D10,South West Coast,1,Good,Good,0
506061143,Mundijong,D10,South West Coast,1,Good,Good,0
506061144,Serpentine - Jarrahdale,D10,South West Coast,1,Good,Good,0
506071145,Como,D10,South West Coast,1,Good,Good,0
506071146,Manning - Waterford,D10,South West Coast,1,Good,Good,0
506071147,South Perth - Kensington,D10,South West Coast,1,Good,Good,0
507011148,Banjup,D10,South West Coast,1,Good,Good,0
507011150,Bibra Industrial,D10,South West Coast,1,Good,Good,0
507011151,Bibra Lake,D10,South West Coast,1,Good,Good,0
507011152,Coogee,D10,South West Coast,1,Good,Good,0
507011153,Coolbellup,D10,South West Coast,1,Good,Good,0
507011154,Hamilton Hill,D10,South West Coast,1,Good,Good,0
507011155,Henderson,D10,South West Coast,1,Good,Good,0
507011158,North Coogee,D10,South West Coast,1,Good,Good,0
507011159,South Lake - Cockburn Central,D10,South West Coast,1,Good,Good,0
507011160,Spearwood,D10,South West Coast,1,Good,Good,0
507011161,Success - Hammond Park,D10,South West Coast,1,Good,Good,0
507011163,Yangebup,D10,South West Coast,1,Good,Good,0
507011259,Beeliar - Wattleup,D10,South West Coast,1,Good,Good,0
507011260,Jandakot,D10,South West Coast,1,Good,Good,0
507021164,East Fremantle,D10,South West Coast,1,Good,Good,0
507021165,Fremantle,D10,South West Coast,1,Good,Good,0
507021166,Fremantle - South,D10,South West Coast,1,Good,Good,0
507021167,O'Connor (WA),D10,South West Coast,1,Good,Good,0
507031169,Wellard (West) - Bertram,D10,South West Coast,1,Good,Good,0
507031170,Calista,D10,South West Coast,1,Good,Good,0
507031172,Hope Valley - Postans,D10,South West Coast,1,Good,Good,0
507031173,Kwinana Industrial,D10,South West Coast,1,Good,Good,0
507031174,Parmelia - Orelia,D10,South West Coast,1,Good,Good,0
507031261,Casuarina - Wandi,D10,South West Coast,1,Good,Good,0
507041175,Applecross - Ardross,D10,South West Coast,1,Good,Good,0
507041176,Bateman,D10,South West Coast,1,Good,Good,0
507041177,Bicton - Palmyra,D10,South West Coast,1,Good,Good,0
507041178,Booragoon,D10,South West Coast,1,Good,Good,0
507041179,Bull Creek,D10,South West Coast,1,Good,Good,0
507041180,Leeming,D10,South West Coast,1,Good,Good,0
507041181,Melville,D10,South West Coast,1,Good,Good,0
507041182,Murdoch - Kardinya,D10,South West Coast,1,Good,Good,0
507041183,Willagee,D10,South West Coast,1,Good,Good,0
507041184,Winthrop,D10,South West Coast,1,Good,Good,0
507051186,Cooloongup,D10,South West Coast,1,Good,Good,0
507051187,Port Kennedy,D10,South West Coast,1,Good,Good,0
507051188,Rockingham,D10,South West Coast,1,Good,Good,0
507051189,Rockingham Lakes,D10,South West Coast,1,Good,Good,0
507051190,Safety Bay - Shoalwater,D10,South West Coast,1,Good,Good,0
507051191,Singleton - Golden Bay - Secret Harbour,D10,South West Coast,1,Good,Good,0
507051192,Waikiki,D10,South West Coast,1,Good,Good,0
507051193,Warnbro,D10,South West Coast,1,Good,Good,0
507051312,Baldivis - North,D10,South West Coast,1,Good,Good,0
507051313,Baldivis - South,D10,South West Coast,1,Good,Good,0
507051314,Karnup,D10,South West Coast,1,Good,Good,0
509011225,Albany,D10,South West Coast,1,Good,Good,0
509011226,Albany Surrounds,D10,South West Coast,1,Good,Good,0
509011227,Bayonet Head - Lower King,D10,South West Coast,1,Good,Good,0
509011228,Denmark,D10,South West Coast,1,Good,Good,0
509011229,Gnowangerup,D10,South West Coast,1,Good,Good,0
509011230,Katanning,D10,South West Coast,1,Good,Good,0
509011231,Kojonup,D10,South West Coast,1,Good,Good,0
509011232,Little Grove - Elleker,D10,South West Coast,1,Good,Good,0
509011233,McKail - Willyung,D10,South West Coast,1,Good,Good,0
509011234,Plantagenet,D10,South West Coast,1,Good,Good,0
509011235,Stirling Range National Park,D10,South West Coast,1,Good,Good,0
509021236,Chittering,D10,South West Coast,1,Good,Good,0
509021237,Cunderdin,D10,South West Coast,1,Good,Good,0
509021238,Dowerin,D10,South West Coast,1,Good,Good,0
509021239,Gingin - Dandaragan,D10,South West Coast,1,Good,Good,0
509021240,Merredin,D10,South West Coast,1,Good,Good,0
509021241,Moora,D10,South West Coast,1,Good,Good,0
509021242,Mukinbudin,D10,South West Coast,1,Good,Good,0
509021243,Northam,D10,South West Coast,1,Good,Good,0
509021244,Toodyay,D10,South West Coast,1,Good,Good,0
509021245,York - Beverley,D10,South West Coast,1,Good,Good,0
509031246,Brookton,D10,South West Coast,1,Good,Good,0
509031247,Kulin,D10,South West Coast,1,Good,Good,0
509031248,Murray,D10,South West Coast,1,Good,Good,0
509031249,Narrogin,D10,South West Coast,1,Good,Good,0
509031250,Wagin,D10,South West Coast,1,Good,Good,0
510011262,Broome,D12,Tanami-Timor Sea Coast,1,Good,Good,0
510011263,Derby - West Kimberley,D12,Tanami-Timor Sea Coast,1,Good,Good,0
510011264,Halls Creek,D05,North Western Plateau,0.2648305,Poor,Good,0
510011264,Halls Creek,D12,Tanami-Timor Sea Coast,0.7351695,Good,Good,0
510011265,Kununurra,D12,Tanami-Timor Sea Coast,1,Good,Good,0
510011266,Roebuck,D05,North Western Plateau,0.3286053,Poor,Good,0
510011266,Roebuck,D12,Tanami-Timor Sea Coast,0.6713947,Good,Good,0
510021267,East Pilbara,D06,Pilbara-Gascoyne,0.47864,Good,Good,0
510021267,East Pilbara,D05,North Western Plateau,0.52136,Poor,Good,0
510021268,Newman,D06,Pilbara-Gascoyne,1,Good,Good,0
510021269,Port Hedland,D06,Pilbara-Gascoyne,1,Good,Good,0
510021270,South Hedland,D06,Pilbara-Gascoyne,1,Good,Good,0
510031271,Ashburton (WA),D06,Pilbara-Gascoyne,1,Good,Good,0
510031272,Karratha,D06,Pilbara-Gascoyne,1,Good,Good,0
510031273,Roebourne,D06,Pilbara-Gascoyne,1,Good,Good,0
511011274,Esperance,D10,South West Coast,0.0062578,Good,Good,1
511011274,Esperance,D11,South Western Plateau,0.9937422,Good,Good,0
511011275,Esperance Surrounds,D11,South Western Plateau,0.2271563,Good,Good,0
511011275,Esperance Surrounds,D10,South West Coast,0.7728437,Good,Good,0
511021276,Carnarvon,D06,Pilbara-Gascoyne,1,Good,Good,0
511021277,Exmouth,D06,Pilbara-Gascoyne,1,Good,Good,0
511031278,Boulder,D11,South Western Plateau,1,Good,Good,0
511031279,Kalgoorlie,D11,South Western Plateau,1,Good,Good,0
511031280,Kalgoorlie - North,D11,South Western Plateau,1,Good,Good,0
511031281,Kalgoorlie Airport,D11,South Western Plateau,1,Good,Good,0
511031282,Kambalda - Coolgardie - Norseman,D10,South West Coast,0.0096313,Good,Good,1
511031282,Kambalda - Coolgardie - Norseman,D11,South Western Plateau,0.9903687,Good,Good,0
511031283,Leinster - Leonora,D05,North Western Plateau,0.0097975,Poor,Good,1
511031283,Leinster - Leonora,D11,South Western Plateau,0.9902025,Good,Good,0
511031284,Trafalgar (WA),D11,South Western Plateau,1,Good,Good,0
511041285,Geraldton,D06,Pilbara-Gascoyne,1,Good,Good,0
511041286,Geraldton - East,D06,Pilbara-Gascoyne,1,Good,Good,0
511041287,Geraldton - North,D06,Pilbara-Gascoyne,1,Good,Good,0
511041288,Geraldton - South,D06,Pilbara-Gascoyne,1,Good,Good,0
511041289,Irwin,D06,Pilbara-Gascoyne,1,Good,Good,0
511041290,Meekatharra,D05,North Western Plateau,0.089187,Poor,Good,0
511041290,Meekatharra,D11,South Western Plateau,0.1394094,Good,Good,0
511041290,Meekatharra,D10,South West Coast,0.3167713,Good,Good,0
511041290,Meekatharra,D06,Pilbara-Gascoyne,0.4546323,Good,Good,0
511041291,Morawa,D06,Pilbara-Gascoyne,0.1382496,Good,Good,0
511041291,Morawa,D10,South West Coast,0.8617504,Good,Good,0
511041292,Northampton - Mullewa - Greenough,D06,Pilbara-Gascoyne,1,Good,Good,0
597979799,Migratory - Offshore - Shipping (WA),D97,Migratory - Offshore - Shipping (Aust.),1,Good,Good,0
599999499,No usual address (WA),D94,No usual address (Aust.),1,Good,Good,0
601011001,Bridgewater - Gagebrook,D13,Tasmania,1,Good,Good,0
601011002,Brighton - Pontville,D13,Tasmania,1,Good,Good,0
601011003,Old Beach - Otago,D13,Tasmania,1,Good,Good,0
601021004,Bellerive - Rosny,D13,Tasmania,1,Good,Good,0
601021005,Cambridge,D13,Tasmania,1,Good,Good,0
601021006,Geilston Bay - Risdon,D13,Tasmania,1,Good,Good,0
601021007,Howrah - Tranmere,D13,Tasmania,1,Good,Good,0
601021008,Lindisfarne - Rose Bay,D13,Tasmania,1,Good,Good,0
601021009,Mornington - Warrane,D13,Tasmania,1,Good,Good,0
601021010,Risdon Vale,D13,Tasmania,1,Good,Good,0
601021011,Rokeby,D13,Tasmania,1,Good,Good,0
601021012,South Arm,D13,Tasmania,1,Good,Good,0
601031013,Austins Ferry - Granton,D13,Tasmania,1,Good,Good,0
601031014,Berriedale - Chigwell,D13,Tasmania,1,Good,Good,0
601031015,Claremont (Tas.),D13,Tasmania,1,Good,Good,0
601031016,Derwent Park - Lutana,D13,Tasmania,1,Good,Good,0
601031017,Glenorchy,D13,Tasmania,1,Good,Good,0
601031018,Montrose - Rosetta,D13,Tasmania,1,Good,Good,0
601031019,Moonah,D13,Tasmania,1,Good,Good,0
601031020,New Norfolk,D13,Tasmania,1,Good,Good,0
601031021,West Moonah,D13,Tasmania,1,Good,Good,0
601041022,Kingston - Huntingfield,D13,Tasmania,1,Good,Good,0
601041023,Kingston Beach - Blackmans Bay,D13,Tasmania,1,Good,Good,0
601041024,Margate - Snug,D13,Tasmania,1,Good,Good,0
601041025,Mount Wellington,D13,Tasmania,1,Good,Good,0
601041026,Taroona - Bonnet Hill,D13,Tasmania,1,Good,Good,0
601051027,Hobart,D13,Tasmania,1,Good,Good,0
601051028,Lenah Valley - Mount Stuart,D13,Tasmania,1,Good,Good,0
601051029,Mount Nelson - Dynnyrne,D13,Tasmania,1,Good,Good,0
601051030,New Town,D13,Tasmania,1,Good,Good,0
601051031,Sandy Bay,D13,Tasmania,1,Good,Good,0
601051032,South Hobart - Fern Tree,D13,Tasmania,1,Good,Good,0
601051033,West Hobart,D13,Tasmania,1,Good,Good,0
601061034,Dodges Ferry - Lewisham,D13,Tasmania,1,Good,Good,0
601061035,Sorell - Richmond,D13,Tasmania,1,Good,Good,0
602011036,Invermay,D13,Tasmania,1,Good,Good,0
602011037,Kings Meadows - Punchbowl,D13,Tasmania,1,Good,Good,0
602011038,Launceston,D13,Tasmania,1,Good,Good,0
602011039,Legana,D13,Tasmania,1,Good,Good,0
602011040,Mowbray,D13,Tasmania,1,Good,Good,0
602011041,Newnham - Mayfield,D13,Tasmania,1,Good,Good,0
602011042,Newstead,D13,Tasmania,1,Good,Good,0
602011043,Norwood (Tas.),D13,Tasmania,1,Good,Good,0
602011044,Prospect Vale - Blackstone,D13,Tasmania,1,Good,Good,0
602011045,Ravenswood,D13,Tasmania,1,Good,Good,0
602011046,Riverside,D13,Tasmania,1,Good,Good,0
602011047,South Launceston,D13,Tasmania,1,Good,Good,0
602011048,Summerhill - Prospect,D13,Tasmania,1,Good,Good,0
602011049,Trevallyn,D13,Tasmania,1,Good,Good,0
602011050,Waverley - St Leonards,D13,Tasmania,1,Good,Good,0
602011051,West Launceston,D13,Tasmania,1,Good,Good,0
602011052,Youngtown - Relbia,D13,Tasmania,1,Good,Good,0
602021053,Beauty Point - Beaconsfield,D13,Tasmania,1,Good,Good,0
602021054,Deloraine,D13,Tasmania,1,Good,Good,0
602021055,Grindelwald - Lanena,D13,Tasmania,1,Good,Good,0
602021056,Hadspen - Carrick,D13,Tasmania,1,Good,Good,0
602021057,Westbury,D13,Tasmania,1,Good,Good,0
602031058,Dilston - Lilydale,D13,Tasmania,1,Good,Good,0
602031059,George Town,D13,Tasmania,1,Good,Good,0
602031060,Longford,D13,Tasmania,1,Good,Good,0
602031061,Northern Midlands,D13,Tasmania,1,Good,Good,0
602031062,Perth - Evandale,D13,Tasmania,1,Good,Good,0
602031064,St Helens - Scamander,D13,Tasmania,1,Good,Good,0
602031099,Flinders and Cape Barren Islands,D13,Tasmania,1,Good,Good,0
602031100,Scottsdale - Bridport,D13,Tasmania,1,Good,Good,0
603011065,Central Highlands,D13,Tasmania,1,Good,Good,0
603011066,Derwent Valley,D13,Tasmania,1,Good,Good,0
603011067,Southern Midlands,D13,Tasmania,1,Good,Good,0
603011068,Wilderness - East,D13,Tasmania,1,Good,Good,0
603021069,Bruny Island - Kettering,D13,Tasmania,1,Good,Good,0
603021070,Cygnet,D13,Tasmania,1,Good,Good,0
603021071,Geeveston - Dover,D13,Tasmania,1,Good,Good,0
603021072,Huonville - Franklin,D13,Tasmania,1,Good,Good,0
603031073,Forestier - Tasman,D13,Tasmania,1,Good,Good,0
603031074,Triabunna - Bicheno,D13,Tasmania,1,Good,Good,0
604011075,Acton - Upper Burnie,D13,Tasmania,1,Good,Good,0
604011076,Burnie - Ulverstone Surrounds,D13,Tasmania,1,Good,Good,0
