SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
209011201,Ivanhoe East - Eaglemont,23901,Ivanhoe (Eastern Metropolitan),1,Good,Acceptable,0
209011202,Montmorency - Briar Hill,22501,Eltham (Eastern Metropolitan),1,Acceptable,Acceptable,0
209011203,Viewbank - Yallambie,23901,Ivanhoe (Eastern Metropolitan),0.8802619,Good,Acceptable,0
209011203,Viewbank - Yallambie,21503,Bundoora (Northern Metropolitan),0.1197381,Acceptable,Acceptable,0
209011204,Watsonia,21503,Bundoora (Northern Metropolitan),1,Acceptable,Acceptable,0
209021205,Kingsbury,21503,Bundoora (Northern Metropolitan),1,Acceptable,Acceptable,0
209021207,Reservoir - East,26903,Preston (Northern Metropolitan),1,Acceptable,Acceptable,0
209021208,Reservoir - West,28203,Thomastown (Northern Metropolitan),0.2033678,Acceptable,Acceptable,0
209021208,Reservoir - West,26903,Preston (Northern Metropolitan),0.7966322,Acceptable,Acceptable,0
209021428,Preston - East,26903,Preston (Northern Metropolitan),0.6778364,Acceptable,Acceptable,0
209021428,Preston - East,26303,Northcote (Northern Metropolitan),0.3221636,Acceptable,Acceptable,0
209021429,Preston - West,26903,Preston (Northern Metropolitan),0.6820182,Acceptable,Acceptable,0
209021429,Preston - West,26303,Northcote (Northern Metropolitan),0.3179818,Acceptable,Acceptable,0
209031209,Eltham,22501,Eltham (Eastern Metropolitan),1,Acceptable,Acceptable,0
209031210,Hurstbridge,28704,Yan Yean (Northern Victoria),1,Good,Acceptable,0
209031211,Kinglake,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
209031212,Panton Hill - St Andrews,28704,Yan Yean (Northern Victoria),0.1569727,Good,Acceptable,0
209031212,Panton Hill - St Andrews,22404,Eildon (Northern Victoria),0.8430273,Good,Acceptable,0
209031213,Plenty - Yarrambat,28704,Yan Yean (Northern Victoria),0.4213427,Good,Acceptable,0
209031213,Plenty - Yarrambat,22501,Eltham (Eastern Metropolitan),0.5786573,Acceptable,Acceptable,0
209031214,Research - North Warrandyte,28301,Warrandyte (Eastern Metropolitan),0.4408664,Acceptable,Acceptable,0
209031214,Research - North Warrandyte,22501,Eltham (Eastern Metropolitan),0.3940199,Acceptable,Acceptable,0
209031214,Research - North Warrandyte,22404,Eildon (Northern Victoria),0.1651136,Good,Acceptable,0
209031215,Wattle Glen - Diamond Creek,28704,Yan Yean (Northern Victoria),0.9348593,Good,Acceptable,0
209031215,Wattle Glen - Diamond Creek,22501,Eltham (Eastern Metropolitan),0.0651407,Acceptable,Acceptable,0
209041216,Bundoora - North,21503,Bundoora (Northern Metropolitan),1,Acceptable,Acceptable,0
209041217,Bundoora - West,21503,Bundoora (Northern Metropolitan),1,Acceptable,Acceptable,0
209041219,Lalor,28203,Thomastown (Northern Metropolitan),1,Acceptable,Acceptable,0
209041220,Mill Park - North,25003,Mill Park (Northern Metropolitan),1,Acceptable,Acceptable,0
209041221,Mill Park - South,21503,Bundoora (Northern Metropolitan),0.5275604,Acceptable,Acceptable,0
209041221,Mill Park - South,25003,Mill Park (Northern Metropolitan),0.4724396,Acceptable,Acceptable,0
209041223,Thomastown,28203,Thomastown (Northern Metropolitan),1,Acceptable,Acceptable,0
209041224,Wallan,22704,Euroa (Northern Victoria),0.1765012,Good,Acceptable,0
209041224,Wallan,28704,Yan Yean (Northern Victoria),0.8234988,Good,Acceptable,0
209041225,Whittlesea,22404,Eildon (Northern Victoria),0.0058589,Good,Acceptable,1
209041225,Whittlesea,28704,Yan Yean (Northern Victoria),0.9941411,Good,Acceptable,0
209041430,Doreen,28704,Yan Yean (Northern Victoria),1,Good,Acceptable,0
209041431,Epping - East,25003,Mill Park (Northern Metropolitan),1,Acceptable,Acceptable,0
209041432,Epping - South,25003,Mill Park (Northern Metropolitan),0.5917478,Acceptable,Acceptable,0
209041432,Epping - South,28203,Thomastown (Northern Metropolitan),0.4082522,Acceptable,Acceptable,0
209041433,Epping - West,28203,Thomastown (Northern Metropolitan),1,Acceptable,Acceptable,0
209041434,Mernda,28704,Yan Yean (Northern Victoria),1,Good,Acceptable,0
209041435,South Morang (North),25003,Mill Park (Northern Metropolitan),1,Acceptable,Acceptable,0
209041436,South Morang (South),25003,Mill Park (Northern Metropolitan),1,Acceptable,Acceptable,0
209041437,Wollert,25003,Mill Park (Northern Metropolitan),0.325683,Acceptable,Acceptable,0
209041437,Wollert,28203,Thomastown (Northern Metropolitan),0.674317,Acceptable,Acceptable,0
210011226,Airport West,26207,Niddrie (Western Metropolitan),1,Acceptable,Acceptable,0
210011227,Essendon Airport,22607,Essendon (Western Metropolitan),1,Good,Acceptable,0
210011228,Keilor,26207,Niddrie (Western Metropolitan),0.9996418,Acceptable,Acceptable,0
210011228,Keilor,27907,Sunbury (Western Metropolitan),0.0003582,Good,Acceptable,1
210011229,Keilor East,26207,Niddrie (Western Metropolitan),1,Acceptable,Acceptable,0
210011230,Niddrie - Essendon West,26207,Niddrie (Western Metropolitan),1,Acceptable,Acceptable,0
210011231,Strathmore,22607,Essendon (Western Metropolitan),0.9924784,Good,Acceptable,0
210011231,Strathmore,26207,Niddrie (Western Metropolitan),0.0075216,Acceptable,Acceptable,1
210021232,Gisborne,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
210021233,Macedon,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
210021234,Riddells Creek,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
210021235,Romsey,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
210031236,Coburg North,26603,Pascoe Vale (Northern Metropolitan),1,Acceptable,Acceptable,0
210031237,Fawkner,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Acceptable,0
210031239,Pascoe Vale,26603,Pascoe Vale (Northern Metropolitan),1,Acceptable,Acceptable,0
210031438,Glenroy,21203,Broadmeadows (Northern Metropolitan),0.2531994,Acceptable,Acceptable,0
210031438,Glenroy,26603,Pascoe Vale (Northern Metropolitan),0.7468006,Acceptable,Acceptable,0
210031439,Gowanbrae,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210031440,Hadfield,26603,Pascoe Vale (Northern Metropolitan),1,Acceptable,Acceptable,0
210041240,Sunbury,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210041241,Sunbury - South,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210051242,Broadmeadows,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Acceptable,0
210051243,Campbellfield - Coolaroo,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Acceptable,0
210051245,Gladstone Park - Westmeadows,28803,Yuroke (Northern Metropolitan),0.3297516,Acceptable,Acceptable,0
210051245,Gladstone Park - Westmeadows,27907,Sunbury (Western Metropolitan),0.6295118,Good,Acceptable,0
210051245,Gladstone Park - Westmeadows,21203,Broadmeadows (Northern Metropolitan),0.0407366,Acceptable,Acceptable,0
210051246,Greenvale - Bulla,28803,Yuroke (Northern Metropolitan),0.9586383,Acceptable,Acceptable,0
210051246,Greenvale - Bulla,27907,Sunbury (Western Metropolitan),0.0413617,Good,Acceptable,0
210051247,Meadow Heights,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Acceptable,0
210051248,Melbourne Airport,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210051249,Roxburgh Park - Somerton,28803,Yuroke (Northern Metropolitan),0.6131265,Acceptable,Acceptable,0
210051249,Roxburgh Park - Somerton,21203,Broadmeadows (Northern Metropolitan),0.3868735,Acceptable,Acceptable,0
210051250,Tullamarine,27907,Sunbury (Western Metropolitan),1,Good,Acceptable,0
210051441,Craigieburn - Central,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051442,Craigieburn - North,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051443,Craigieburn - South,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051444,Craigieburn - West,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
210051445,Mickleham - Yuroke,28803,Yuroke (Northern Metropolitan),1,Acceptable,Acceptable,0
211011251,Bayswater,20401,Bayswater (Eastern Metropolitan),1,Acceptable,Acceptable,0
211011254,Knoxfield - Scoresby,27305,Rowville (South-Eastern Metropolitan),0.6028878,Acceptable,Acceptable,0
211011254,Knoxfield - Scoresby,22901,Ferntree Gully (Eastern Metropolitan),0.3971122,Acceptable,Acceptable,0
211011255,Lysterfield,25102,Monbulk (Eastern Victoria),0.0063627,Acceptable,Acceptable,1
211011255,Lysterfield,27305,Rowville (South-Eastern Metropolitan),0.9936373,Acceptable,Acceptable,0
211011256,Rowville - Central,27305,Rowville (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
211011257,Rowville - North,27305,Rowville (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
211011258,Rowville - South,27305,Rowville (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
211011259,Wantirna,22901,Ferntree Gully (Eastern Metropolitan),0.6901441,Acceptable,Acceptable,0
211011259,Wantirna,20401,Bayswater (Eastern Metropolitan),0.3098559,Acceptable,Acceptable,0
211011260,Wantirna South,22901,Ferntree Gully (Eastern Metropolitan),1,Acceptable,Acceptable,0
211011446,Boronia,22901,Ferntree Gully (Eastern Metropolitan),0.1300191,Acceptable,Acceptable,0
211011446,Boronia,20401,Bayswater (Eastern Metropolitan),0.8699809,Acceptable,Acceptable,0
211011447,Ferntree Gully (North),22901,Ferntree Gully (Eastern Metropolitan),1,Acceptable,Acceptable,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,27305,Rowville (South-Eastern Metropolitan),0.3292615,Acceptable,Acceptable,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,25102,Monbulk (Eastern Victoria),0.1738902,Acceptable,Acceptable,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,22901,Ferntree Gully (Eastern Metropolitan),0.4968483,Acceptable,Acceptable,0
211011449,The Basin,20401,Bayswater (Eastern Metropolitan),1,Acceptable,Acceptable,0
211021261,Donvale - Park Orchards,27101,Ringwood (Eastern Metropolitan),0.0910647,Poor,Acceptable,0
211021261,Donvale - Park Orchards,28301,Warrandyte (Eastern Metropolitan),0.9089353,Acceptable,Acceptable,0
211021262,Warrandyte - Wonga Park,28301,Warrandyte (Eastern Metropolitan),0.92507,Acceptable,Acceptable,0
211021262,Warrandyte - Wonga Park,22802,Evelyn (Eastern Victoria),0.07493,Acceptable,Acceptable,0
211031263,Bayswater North,20401,Bayswater (Eastern Metropolitan),0.9999941,Acceptable,Acceptable,0
211031263,Bayswater North,22201,Croydon (Eastern Metropolitan),0.0000059,Acceptable,Acceptable,1
211031265,Croydon Hills - Warranwood,28301,Warrandyte (Eastern Metropolitan),0.2667232,Acceptable,Acceptable,0
211031265,Croydon Hills - Warranwood,22201,Croydon (Eastern Metropolitan),0.7332768,Acceptable,Acceptable,0
211031266,Ringwood,22201,Croydon (Eastern Metropolitan),0.1968428,Acceptable,Acceptable,0
211031266,Ringwood,27101,Ringwood (Eastern Metropolitan),0.7667121,Poor,Acceptable,0
211031266,Ringwood,20401,Bayswater (Eastern Metropolitan),0.0364452,Acceptable,Acceptable,0
211031267,Ringwood East,27101,Ringwood (Eastern Metropolitan),0.5107794,Poor,Acceptable,0
211031267,Ringwood East,20401,Bayswater (Eastern Metropolitan),0.4892206,Acceptable,Acceptable,0
211031268,Ringwood North,27101,Ringwood (Eastern Metropolitan),0.6941057,Poor,Acceptable,0
211031268,Ringwood North,22201,Croydon (Eastern Metropolitan),0.3058943,Acceptable,Acceptable,0
211031450,Croydon - East,22201,Croydon (Eastern Metropolitan),1,Acceptable,Acceptable,0
211031451,Croydon - West,22201,Croydon (Eastern Metropolitan),1,Acceptable,Acceptable,0
211031452,Croydon South,22201,Croydon (Eastern Metropolitan),0.7015477,Acceptable,Acceptable,0
211031452,Croydon South,27101,Ringwood (Eastern Metropolitan),0.2984523,Poor,Acceptable,0
211041269,Forest Hill,23101,Forest Hill (Eastern Metropolitan),0.8894332,Good,Acceptable,0
211041269,Forest Hill,21001,Box Hill (Eastern Metropolitan),0.1105668,Poor,Acceptable,0
211041270,Mitcham (Vic.),27101,Ringwood (Eastern Metropolitan),1,Poor,Acceptable,0
211041271,Nunawading,27101,Ringwood (Eastern Metropolitan),0.8556759,Poor,Acceptable,0
211041271,Nunawading,21001,Box Hill (Eastern Metropolitan),0.1443241,Poor,Acceptable,0
211041272,Vermont,23101,Forest Hill (Eastern Metropolitan),1,Good,Acceptable,0
211041273,Vermont South,23101,Forest Hill (Eastern Metropolitan),1,Good,Acceptable,0
211051274,Belgrave - Selby,25102,Monbulk (Eastern Victoria),0.9815181,Acceptable,Acceptable,0
211051274,Belgrave - Selby,23402,Gembrook (Eastern Victoria),0.0184819,Good,Acceptable,0
211051275,Chirnside Park,22802,Evelyn (Eastern Victoria),1,Acceptable,Acceptable,0
211051276,Healesville - Yarra Glen,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
211051277,Kilsyth,25102,Monbulk (Eastern Victoria),0.5579285,Acceptable,Acceptable,0
211051277,Kilsyth,22201,Croydon (Eastern Metropolitan),0.4420715,Acceptable,Acceptable,0
211051278,Lilydale - Coldstream,25102,Monbulk (Eastern Victoria),0.0513787,Acceptable,Acceptable,0
211051278,Lilydale - Coldstream,22802,Evelyn (Eastern Victoria),0.9486213,Acceptable,Acceptable,0
211051279,Monbulk - Silvan,25102,Monbulk (Eastern Victoria),0.9500978,Acceptable,Acceptable,0
211051279,Monbulk - Silvan,22802,Evelyn (Eastern Victoria),0.0499022,Acceptable,Acceptable,0
211051280,Montrose,25102,Monbulk (Eastern Victoria),1,Acceptable,Acceptable,0
211051281,Mooroolbark,25102,Monbulk (Eastern Victoria),0.2559837,Acceptable,Acceptable,0
211051281,Mooroolbark,22201,Croydon (Eastern Metropolitan),0.1785792,Acceptable,Acceptable,0
211051281,Mooroolbark,22802,Evelyn (Eastern Victoria),0.5654371,Acceptable,Acceptable,0
211051282,Mount Dandenong - Olinda,25102,Monbulk (Eastern Victoria),1,Acceptable,Acceptable,0
211051283,Mount Evelyn,22802,Evelyn (Eastern Victoria),0.9338624,Acceptable,Acceptable,0
211051283,Mount Evelyn,25102,Monbulk (Eastern Victoria),0.0661376,Acceptable,Acceptable,0
211051284,Upwey - Tecoma,25102,Monbulk (Eastern Victoria),1,Acceptable,Acceptable,0
211051285,Wandin - Seville,22802,Evelyn (Eastern Victoria),0.9253442,Acceptable,Acceptable,0
211051285,Wandin - Seville,25102,Monbulk (Eastern Victoria),0.0746558,Acceptable,Acceptable,0
211051286,Yarra Valley,22404,Eildon (Northern Victoria),0.9949158,Good,Acceptable,0
211051286,Yarra Valley,25102,Monbulk (Eastern Victoria),0.0050842,Acceptable,Acceptable,1
212011287,Beaconsfield - Officer,20302,Bass (Eastern Victoria),0.0032367,Good,Acceptable,1
212011287,Beaconsfield - Officer,23402,Gembrook (Eastern Victoria),0.9967633,Good,Acceptable,0
212011288,Bunyip - Garfield,23402,Gembrook (Eastern Victoria),0.0216015,Good,Acceptable,0
212011288,Bunyip - Garfield,20302,Bass (Eastern Victoria),0.0053105,Good,Acceptable,1
212011288,Bunyip - Garfield,25802,Narracan (Eastern Victoria),0.973088,Good,Acceptable,0
212011289,Emerald - Cockatoo,23402,Gembrook (Eastern Victoria),0.9813041,Good,Acceptable,0
212011289,Emerald - Cockatoo,25102,Monbulk (Eastern Victoria),0.0186954,Acceptable,Acceptable,0
212011289,Emerald - Cockatoo,25802,Narracan (Eastern Victoria),0.0000006,Good,Acceptable,1
212011290,Koo Wee Rup,20302,Bass (Eastern Victoria),1,Good,Acceptable,0
212011291,Pakenham - North,23402,Gembrook (Eastern Victoria),1,Good,Acceptable,0
212011292,Pakenham - South,20302,Bass (Eastern Victoria),1,Good,Acceptable,0
212021293,Berwick - North,25905,Narre Warren North (South-Eastern Metropolitan),0.2306159,Acceptable,Acceptable,0
212021293,Berwick - North,23402,Gembrook (Eastern Victoria),0.7693841,Good,Acceptable,0
212021294,Berwick - South,26005,Narre Warren South (South-Eastern Metropolitan),0.9811472,Good,Acceptable,0
212021294,Berwick - South,23402,Gembrook (Eastern Victoria),0.0188528,Good,Acceptable,0
212021295,Doveton,22305,Dandenong (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212021297,Hallam,25905,Narre Warren North (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212021299,Narre Warren North,25905,Narre Warren North (South-Eastern Metropolitan),0.9169111,Acceptable,Acceptable,0
212021299,Narre Warren North,23402,Gembrook (Eastern Victoria),0.0830889,Good,Acceptable,0
212021453,Endeavour Hills - North,27305,Rowville (South-Eastern Metropolitan),0.0802655,Acceptable,Acceptable,0
212021453,Endeavour Hills - North,22305,Dandenong (South-Eastern Metropolitan),0.3705678,Acceptable,Acceptable,0
212021453,Endeavour Hills - North,25905,Narre Warren North (South-Eastern Metropolitan),0.5491667,Acceptable,Acceptable,0
212021454,Endeavour Hills - South,25905,Narre Warren North (South-Eastern Metropolitan),0.6869254,Acceptable,Acceptable,0
212021454,Endeavour Hills - South,22305,Dandenong (South-Eastern Metropolitan),0.3130746,Acceptable,Acceptable,0
212021455,Narre Warren - North East,25905,Narre Warren North (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212021456,Narre Warren - South West,25905,Narre Warren North (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
212031300,Cranbourne,22105,Cranbourne (South-Eastern Metropolitan),1,Good,Acceptable,0
212031301,Cranbourne East,20302,Bass (Eastern Victoria),0.1212173,Good,Acceptable,0
212031301,Cranbourne East,22105,Cranbourne (South-Eastern Metropolitan),0.8787827,Good,Acceptable,0
212031302,Cranbourne North,22105,Cranbourne (South-Eastern Metropolitan),1,Good,Acceptable,0
212031303,Cranbourne South,22105,Cranbourne (South-Eastern Metropolitan),0.6614994,Good,Acceptable,0
212031303,Cranbourne South,20302,Bass (Eastern Victoria),0.0794213,Good,Acceptable,0
212031303,Cranbourne South,23702,Hastings (Eastern Victoria),0.2590792,Good,Acceptable,0
212031304,Cranbourne West,22105,Cranbourne (South-Eastern Metropolitan),1,Good,Acceptable,0
212031305,Hampton Park - Lynbrook,26005,Narre Warren South (South-Eastern Metropolitan),1,Good,Acceptable,0
212031306,Lynbrook - Lyndhurst,26005,Narre Warren South (South-Eastern Metropolitan),0.1179197,Good,Acceptable,0
212031306,Lynbrook - Lyndhurst,22105,Cranbourne (South-Eastern Metropolitan),0.8820803,Good,Acceptable,0
212031308,Pearcedale - Tooradin,23702,Hastings (Eastern Victoria),1,Good,Acceptable,0
212031457,Narre Warren South (East),26005,Narre Warren South (South-Eastern Metropolitan),1,Good,Acceptable,0
212031458,Narre Warren South (West),26005,Narre Warren South (South-Eastern Metropolitan),1,Good,Acceptable,0
212041309,Clarinda - Oakleigh South,22005,Clarinda (South-Eastern Metropolitan),1,Poor,Acceptable,0
