SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
501031019,Manjimup,55180,Manjimup,1,Acceptable,Good,0
501031020,Pemberton,55180,Manjimup,0.7362975,Acceptable,Good,0
501031020,Pemberton,56300,Nannup,0.2637005,Poor,Good,0
501031020,Pemberton,50280,Augusta Margaret River,0.000002,Good,Good,1
502011021,Dawesville - Bouvard,55110,Mandurah,1,Good,Good,0
502011022,Falcon - Wannanup,55110,Mandurah,1,Good,Good,0
502011023,Greenfields,55110,Mandurah,1,Good,Good,0
502011024,Halls Head - Erskine,55110,Mandurah,1,Good,Good,0
502011025,Mandurah,55110,Mandurah,1,Good,Good,0
502011026,Mandurah - East,56230,Murray,0.9999983,Good,Good,0
502011026,Mandurah - East,55110,Mandurah,0.0000017,Good,Good,1
502011027,Mandurah - North,55110,Mandurah,0.9728645,Good,Good,0
502011027,Mandurah - North,56230,Murray,0.0271355,Good,Good,0
502011028,Mandurah - South,55110,Mandurah,1,Good,Good,0
502011029,Pinjarra,56230,Murray,1,Good,Good,0
503011030,City Beach,51310,Cambridge,1,Acceptable,Good,0
503011031,Claremont (WA),52170,Cottesloe,0.0280576,Good,Good,0
503011031,Claremont (WA),51750,Claremont,0.9580373,Acceptable,Good,0
503011031,Claremont (WA),56580,Nedlands,0.0139051,Poor,Good,0
503011032,Cottesloe,52170,Cottesloe,1,Good,Good,0
503011033,Floreat,51310,Cambridge,0.8719665,Acceptable,Good,0
503011033,Floreat,56580,Nedlands,0.1280335,Poor,Good,0
503011034,Mosman Park - Peppermint Grove,55740,Mosman Park,0.8411368,Acceptable,Good,0
503011034,Mosman Park - Peppermint Grove,56930,Peppermint Grove,0.1588632,Poor,Good,0
503011035,Nedlands - Dalkeith - Crawley,57080,Perth,0.2601866,Poor,Good,0
503011035,Nedlands - Dalkeith - Crawley,56580,Nedlands,0.7398134,Poor,Good,0
503011036,Swanbourne - Mount Claremont,51310,Cambridge,0.0329233,Acceptable,Good,0
503011036,Swanbourne - Mount Claremont,51750,Claremont,0.2603384,Acceptable,Good,0
503011036,Swanbourne - Mount Claremont,56580,Nedlands,0.7067384,Poor,Good,0
503021037,Kings Park (WA),57080,Perth,1,Poor,Good,0
503021038,Mount Hawthorn - Leederville,58570,Vincent,1,Poor,Good,0
503021039,Mount Lawley - Inglewood,58570,Vincent,0.185211,Poor,Good,0
503021039,Mount Lawley - Inglewood,57910,Stirling,0.7706361,Good,Good,0
503021039,Mount Lawley - Inglewood,50420,Bayswater,0.0441529,Good,Good,0
503021040,North Perth,58570,Vincent,1,Poor,Good,0
503021041,Perth City,58570,Vincent,0.3560765,Poor,Good,0
503021041,Perth City,57080,Perth,0.6439235,Poor,Good,0
503021042,Subiaco - Shenton Park,57980,Subiaco,0.9876987,Good,Good,0
503021042,Subiaco - Shenton Park,51310,Cambridge,0.0065735,Acceptable,Good,1
503021042,Subiaco - Shenton Park,56580,Nedlands,0.0057278,Poor,Good,1
503021043,Wembley - West Leederville - Glendalough,57910,Stirling,0.2830573,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,51310,Cambridge,0.7169427,Acceptable,Good,0
504011044,Bassendean - Eden Hill - Ashfield,50350,Bassendean,1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,50420,Bayswater,1,Good,Good,0
504011046,Maylands,50420,Bayswater,1,Good,Good,0
504011047,Morley,50420,Bayswater,1,Good,Good,0
504011048,Noranda,50420,Bayswater,1,Good,Good,0
504021049,Chidlow,56090,Mundaring,1,Acceptable,Good,0
504021050,Glen Forrest - Darlington,56090,Mundaring,1,Acceptable,Good,0
504021051,Helena Valley - Koongamia,56090,Mundaring,0.8142132,Acceptable,Good,0
504021051,Helena Valley - Koongamia,58050,Swan,0.1857868,Good,Good,0
504021052,Malmalling - Reservoir,56090,Mundaring,0.9990975,Acceptable,Good,0
504021052,Malmalling - Reservoir,54200,Kalamunda,0.0009025,Good,Good,1
504021053,Mundaring,56090,Mundaring,1,Acceptable,Good,0
504021054,Swan View - Greenmount - Midvale,58050,Swan,0.2920434,Good,Good,0
504021054,Swan View - Greenmount - Midvale,56090,Mundaring,0.7079566,Acceptable,Good,0
504031055,Avon Valley National Park,58050,Swan,1,Good,Good,0
504031056,Ballajura,58050,Swan,1,Good,Good,0
504031057,Beechboro,58050,Swan,1,Good,Good,0
504031058,Bullsbrook,58050,Swan,1,Good,Good,0
504031059,Ellenbrook,58050,Swan,1,Good,Good,0
504031060,Gidgegannup,58050,Swan,1,Good,Good,0
504031061,Hazelmere - Guildford,58050,Swan,0.9999976,Good,Good,0
504031061,Hazelmere - Guildford,50490,Belmont,0.0000024,Good,Good,1
504031062,Lockridge - Kiara,58050,Swan,1,Good,Good,0
504031063,Malaga,58050,Swan,1,Good,Good,0
504031064,Melaleuca - Lexia,58050,Swan,1,Good,Good,0
504031065,Middle Swan - Herne Hill,58050,Swan,1,Good,Good,0
504031066,Midland - Guildford,58050,Swan,0.9386434,Good,Good,0
504031066,Midland - Guildford,56090,Mundaring,0.0613566,Acceptable,Good,0
504031067,Stratton - Jane Brook,58050,Swan,1,Good,Good,0
504031068,The Vines,58050,Swan,1,Good,Good,0
504031069,Walyunga National Park,58050,Swan,1,Good,Good,0
505011070,Craigie - Beldon,54170,Joondalup,1,Good,Good,0
505011071,Currambine - Kinross,54170,Joondalup,1,Good,Good,0
505011072,Duncraig,54170,Joondalup,1,Good,Good,0
505011073,Greenwood - Warwick,54170,Joondalup,1,Good,Good,0
505011074,Heathridge - Connolly,54170,Joondalup,1,Good,Good,0
505011075,Hillarys,54170,Joondalup,1,Good,Good,0
505011076,Iluka - Burns Beach,54170,Joondalup,1,Good,Good,0
505011077,Joondalup - Edgewater,54170,Joondalup,0.9999993,Good,Good,0
505011077,Joondalup - Edgewater,58760,Wanneroo,0.0000007,Good,Good,1
505011078,Kingsley,54170,Joondalup,1,Good,Good,0
505011079,Mullaloo - Kallaroo,54170,Joondalup,1,Good,Good,0
505011080,Ocean Reef,54170,Joondalup,1,Good,Good,0
505011081,Padbury,54170,Joondalup,1,Good,Good,0
505011082,Sorrento - Marmion,54170,Joondalup,1,Good,Good,0
505011083,Woodvale,54170,Joondalup,0.9686242,Good,Good,0
505011083,Woodvale,58760,Wanneroo,0.0313758,Good,Good,0
505021084,Balcatta - Hamersley,57910,Stirling,1,Good,Good,0
505021085,Balga - Mirrabooka,57910,Stirling,1,Good,Good,0
505021086,Dianella,57910,Stirling,1,Good,Good,0
505021087,Herdsman,57910,Stirling,1,Good,Good,0
505021088,Innaloo - Doubleview,57910,Stirling,1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,57910,Stirling,1,Good,Good,0
505021090,Nollamara - Westminster,57910,Stirling,1,Good,Good,0
505021091,Osborne Park Industrial,57910,Stirling,1,Good,Good,0
505021092,Scarborough,57910,Stirling,1,Good,Good,0
505021093,Stirling - Osborne Park,57910,Stirling,0.9999993,Good,Good,0
505021093,Stirling - Osborne Park,58570,Vincent,0.0000007,Poor,Good,1
505021094,Trigg - North Beach - Watermans Bay,57910,Stirling,0.9999987,Good,Good,0
505021094,Trigg - North Beach - Watermans Bay,54170,Joondalup,0.0000013,Good,Good,1
505021095,Tuart Hill - Joondanna,57910,Stirling,1,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,57910,Stirling,0.9999979,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,51310,Cambridge,0.0000021,Acceptable,Good,1
505021097,Yokine - Coolbinia - Menora,57910,Stirling,1,Good,Good,0
505031098,Alexander Heights - Koondoola,58760,Wanneroo,1,Good,Good,0
505031099,Butler - Merriwa - Ridgewood,58760,Wanneroo,1,Good,Good,0
505031100,Carramar,58760,Wanneroo,1,Good,Good,0
505031101,Clarkson,58760,Wanneroo,1,Good,Good,0
505031102,Girrawheen,58760,Wanneroo,1,Good,Good,0
505031103,Madeley - Darch - Landsdale,58760,Wanneroo,0.9999992,Good,Good,0
505031103,Madeley - Darch - Landsdale,58050,Swan,0.0000008,Good,Good,1
505031104,Marangaroo,58760,Wanneroo,1,Good,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,58760,Wanneroo,1,Good,Good,0
505031106,Neerabup National Park,58760,Wanneroo,1,Good,Good,0
505031107,Tapping - Ashby - Sinagra,58760,Wanneroo,1,Good,Good,0
505031108,Wanneroo,58050,Swan,0.0011344,Good,Good,1
505031108,Wanneroo,58760,Wanneroo,0.9988656,Good,Good,0
505031255,Alkimos - Eglinton,58760,Wanneroo,1,Good,Good,0
505031256,Carabooda - Pinjar,58760,Wanneroo,1,Good,Good,0
505031257,Two Rocks,58760,Wanneroo,1,Good,Good,0
505031258,Yanchep,58760,Wanneroo,1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,50210,Armadale,1,Good,Good,0
506011111,Ashendon - Lesley,50210,Armadale,1,Good,Good,0
506011112,Camillo - Champion Lakes,50210,Armadale,1,Good,Good,0
506011113,Forrestdale - Harrisdale - Piara Waters,50210,Armadale,1,Good,Good,0
506011114,Kelmscott,50210,Armadale,1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,50210,Armadale,1,Good,Good,0
506011116,Roleystone,50210,Armadale,1,Good,Good,0
506011117,Seville Grove,50210,Armadale,1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,50490,Belmont,1,Good,Good,0
506021119,East Victoria Park - Carlisle,58510,Victoria Park,1,Good,Good,0
506021120,Kewdale Commercial,50490,Belmont,1,Good,Good,0
506021121,Perth Airport,50490,Belmont,0.9975071,Good,Good,0
506021121,Perth Airport,54200,Kalamunda,0.0003561,Good,Good,1
506021121,Perth Airport,58050,Swan,0.0021368,Good,Good,1
506021122,Rivervale - Kewdale - Cloverdale,50490,Belmont,1,Good,Good,0
506021123,Victoria Park - Lathlain - Burswood,58510,Victoria Park,1,Good,Good,0
506031124,Bentley - Wilson - St James,51330,Canning,0.8070726,Good,Good,0
506031124,Bentley - Wilson - St James,58510,Victoria Park,0.1929274,Good,Good,0
506031125,Canning Vale - West,51330,Canning,1,Good,Good,0
506031126,Canning Vale Commercial,51330,Canning,1,Good,Good,0
506031127,Cannington - Queens Park,51330,Canning,1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,51330,Canning,1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,51330,Canning,1,Good,Good,0
506031130,Welshpool,58510,Victoria Park,0.6135903,Good,Good,0
506031130,Welshpool,51330,Canning,0.3864097,Good,Good,0
506031131,Willetton,51330,Canning,1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,53780,Gosnells,1,Good,Good,0
506041133,Canning Vale - East,53780,Gosnells,1,Good,Good,0
506041134,Gosnells,53780,Gosnells,1,Good,Good,0
506041135,Huntingdale - Southern River,53780,Gosnells,1,Good,Good,0
506041136,Maddington - Orange Grove - Martin,53780,Gosnells,1,Good,Good,0
506041137,Thornlie,53780,Gosnells,1,Good,Good,0
506051138,Forrestfield - Wattle Grove,54200,Kalamunda,1,Good,Good,0
506051139,High Wycombe,54200,Kalamunda,1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,54200,Kalamunda,1,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,54200,Kalamunda,1,Good,Good,0
506061142,Byford,57700,Serpentine-Jarrahdale,1,Good,Good,0
506061143,Mundijong,57700,Serpentine-Jarrahdale,1,Good,Good,0
506061144,Serpentine - Jarrahdale,57700,Serpentine-Jarrahdale,0.9906915,Good,Good,0
506061144,Serpentine - Jarrahdale,56230,Murray,0.0093085,Good,Good,1
506071145,Como,57840,South Perth,1,Good,Good,0
506071146,Manning - Waterford,57840,South Perth,1,Good,Good,0
506071147,South Perth - Kensington,58510,Victoria Park,0.0031993,Good,Good,1
506071147,South Perth - Kensington,57840,South Perth,0.9968007,Good,Good,0
507011148,Banjup,51820,Cockburn,1,Good,Good,0
507011150,Bibra Industrial,51820,Cockburn,1,Good,Good,0
507011151,Bibra Lake,51820,Cockburn,1,Good,Good,0
507011152,Coogee,51820,Cockburn,1,Good,Good,0
507011153,Coolbellup,51820,Cockburn,1,Good,Good,0
507011154,Hamilton Hill,51820,Cockburn,1,Good,Good,0
507011155,Henderson,51820,Cockburn,1,Good,Good,0
507011158,North Coogee,51820,Cockburn,1,Good,Good,0
507011159,South Lake - Cockburn Central,51820,Cockburn,1,Good,Good,0
507011160,Spearwood,51820,Cockburn,1,Good,Good,0
507011161,Success - Hammond Park,51820,Cockburn,1,Good,Good,0
507011163,Yangebup,51820,Cockburn,1,Good,Good,0
507011259,Beeliar - Wattleup,51820,Cockburn,1,Good,Good,0
507011260,Jandakot,51820,Cockburn,0.9999961,Good,Good,0
507011260,Jandakot,55320,Melville,0.0000039,Good,Good,1
507021164,East Fremantle,53150,East Fremantle,1,Good,Good,0
507021165,Fremantle,53430,Fremantle,0.9775514,Good,Good,0
507021165,Fremantle,51820,Cockburn,0.0224486,Good,Good,0
507021166,Fremantle - South,53430,Fremantle,1,Good,Good,0
507021167,O'Connor (WA),53430,Fremantle,1,Good,Good,0
507031169,Bertram - Wellard (West),54830,Kwinana,1,Good,Good,0
507031170,Calista,54830,Kwinana,1,Good,Good,0
507031172,Hope Valley - Postans,54830,Kwinana,1,Good,Good,0
507031173,Kwinana Industrial,54830,Kwinana,1,Good,Good,0
507031174,Parmelia - Orelia,54830,Kwinana,1,Good,Good,0
507031261,Casuarina - Wandi,54830,Kwinana,1,Good,Good,0
507041175,Applecross - Ardross,55320,Melville,1,Good,Good,0
507041176,Bateman,55320,Melville,1,Good,Good,0
507041177,Bicton - Palmyra,55320,Melville,1,Good,Good,0
507041178,Booragoon,55320,Melville,1,Good,Good,0
507041179,Bull Creek,55320,Melville,1,Good,Good,0
507041180,Leeming,55320,Melville,0.7589076,Good,Good,0
507041180,Leeming,51820,Cockburn,0.1956703,Good,Good,0
507041180,Leeming,51330,Canning,0.0454221,Good,Good,0
507041181,Melville,55320,Melville,1,Good,Good,0
507041182,Murdoch - Kardinya,55320,Melville,1,Good,Good,0
507041183,Willagee,55320,Melville,1,Good,Good,0
507041184,Winthrop,55320,Melville,1,Good,Good,0
507051185,Baldivis,57490,Rockingham,1,Good,Good,0
507051186,Cooloongup,57490,Rockingham,1,Good,Good,0
507051187,Port Kennedy,57490,Rockingham,1,Good,Good,0
507051188,Rockingham,57490,Rockingham,0.9999987,Good,Good,0
507051188,Rockingham,51820,Cockburn,0.0000013,Good,Good,1
507051189,Rockingham Lakes,57490,Rockingham,1,Good,Good,0
507051190,Safety Bay - Shoalwater,57490,Rockingham,1,Good,Good,0
507051191,Singleton - Golden Bay - Secret Harbour,57490,Rockingham,1,Good,Good,0
507051192,Waikiki,57490,Rockingham,1,Good,Good,0
507051193,Warnbro,57490,Rockingham,1,Good,Good,0
509011225,Albany,50080,Albany,1,Good,Good,0
509011226,Albany Region,50080,Albany,1,Good,Good,0
509011227,Bayonet Head - Lower King,50080,Albany,1,Good,Good,0
509011228,Denmark,52730,Denmark,1,Good,Good,0
509011229,Gnowangerup,54480,Kent,0.1952707,Poor,Good,0
509011229,Gnowangerup,53640,Gnowangerup,0.4178169,Poor,Good,0
509011229,Gnowangerup,54130,Jerramungup,0.3869124,Poor,Good,0
509011230,Katanning,54340,Katanning,0.9111208,Good,Good,0
509011230,Katanning,59320,Woodanilling,0.0888792,Poor,Good,0
509011231,Kojonup,51080,Broomehill-Tambellup,0.2705593,Poor,Good,0
509011231,Kojonup,52240,Cranbrook,0.2604037,Poor,Good,0
509011231,Kojonup,54550,Kojonup,0.469037,Poor,Good,0
509011232,Little Grove - Elleker,50080,Albany,1,Good,Good,0
509011233,McKail - Willyung,50080,Albany,1,Good,Good,0
509011234,Plantagenet,57210,Plantagenet,1,Good,Good,0
509011235,Stirling Range National Park,52240,Cranbrook,0.2,Poor,Good,0
509011235,Stirling Range National Park,57210,Plantagenet,0.7,Good,Good,0
509011235,Stirling Range National Park,53640,Gnowangerup,0.1,Poor,Good,0
509021236,Chittering,51680,Chittering,1,Good,Good,0
509021237,Cunderdin,54410,Kellerberrin,0.2954659,Poor,Good,0
509021237,Cunderdin,57350,Quairading,0.2488183,Poor,Good,0
509021237,Cunderdin,58190,Tammin,0.1021577,Poor,Good,0
509021237,Cunderdin,52450,Cunderdin,0.3535581,Poor,Good,0
509021238,Dowerin,54690,Koorda,0.1042456,Poor,Good,0
509021238,Dowerin,59310,Wongan-Ballidu,0.339706,Poor,Good,0
509021238,Dowerin,59330,Wyalkatchem,0.1270779,Poor,Good,0
509021238,Dowerin,52940,Dowerin,0.169604,Poor,Good,0
509021238,Dowerin,53710,Goomalling,0.2593666,Poor,Good,0
509021239,Gingin - Dandaragan,52590,Dandaragan,0.3789945,Poor,Good,0
509021239,Gingin - Dandaragan,53570,Gingin,0.6210055,Poor,Good,0
509021240,Merredin,51120,Bruce Rock,0.1785028,Poor,Good,0
509021240,Merredin,55460,Merredin,0.6616885,Poor,Good,0
509021240,Merredin,56370,Narembeen,0.1598087,Poor,Good,0
509021241,Moora,52520,Dalwallinu,0.3009868,Poor,Good,0
509021241,Moora,55600,Moora,0.5109624,Poor,Good,0
509021241,Moora,58540,Victoria Plains,0.1880508,Poor,Good,0
509021242,Mukinbudin,58400,Trayning,0.1079301,Poor,Good,0
509021242,Mukinbudin,55880,Mount Marshall,0.1607838,Poor,Good,0
509021242,Mukinbudin,55950,Mukinbudin,0.1714752,Poor,Good,0
509021242,Mukinbudin,56860,Nungarin,0.0820269,Poor,Good,0
509021242,Mukinbudin,59030,Westonia,0.0998334,Poor,Good,0
509021242,Mukinbudin,59360,Yilgarn,0.3779507,Poor,Good,0
509021243,Northam,56730,Northam,1,Good,Good,0
509021244,Toodyay,58330,Toodyay,1,Good,Good,0
509021245,York - Beverley,59370,York,0.674388,Poor,Good,0
509021245,York - Beverley,50560,Beverley,0.325612,Poor,Good,0
509031246,Brookton,52100,Corrigin,0.3084736,Poor,Good,0
509031246,Brookton,50910,Brookton,0.2607484,Poor,Good,0
509031246,Brookton,57140,Pingelly,0.3087703,Poor,Good,0
509031246,Brookton,58680,Wandering,0.1220077,Poor,Good,0
509031247,Kulin,59100,Wickepin,0.1670181,Poor,Good,0
509031247,Kulin,54760,Kulin,0.1767351,Poor,Good,0
509031247,Kulin,54620,Kondinin,0.2018268,Poor,Good,0
509031247,Kulin,53010,Dumbleyung,0.158575,Poor,Good,0
509031247,Kulin,54900,Lake Grace,0.295845,Poor,Good,0
509031248,Murray,50630,Boddington,0.7174747,Poor,Good,0
509031248,Murray,56230,Murray,0.2825253,Good,Good,0
509031249,Narrogin,56460,Narrogin,1,Good,Good,0
509031250,Wagin,52310,Cuballing,0.1758763,Poor,Good,0
509031250,Wagin,58610,Wagin,0.3736903,Poor,Good,0
509031250,Wagin,56460,Narrogin,0.0897984,Good,Good,0
509031250,Wagin,59170,Williams,0.1959385,Poor,Good,0
509031250,Wagin,58890,West Arthur,0.1646964,Poor,Good,0
510011262,Broome,50980,Broome,1,Good,Good,0
510011263,Derby - West Kimberley,52800,Derby-West Kimberley,1,Good,Good,0
510011264,Halls Creek,59340,Wyndham-East Kimberley,0.0000031,Good,Good,1
510011264,Halls Creek,52800,Derby-West Kimberley,0.0009217,Good,Good,1
510011264,Halls Creek,53920,Halls Creek,0.9990752,Good,Good,0
510011265,Kununurra,53920,Halls Creek,0.0000042,Good,Good,1
510011265,Kununurra,52800,Derby-West Kimberley,0.000423,Good,Good,1
510011265,Kununurra,59340,Wyndham-East Kimberley,0.9995729,Good,Good,0
510011266,Roebuck,50980,Broome,0.9928622,Good,Good,0
510011266,Roebuck,52800,Derby-West Kimberley,0.0071378,Good,Good,1
510021267,East Pilbara,57280,Port Hedland,0.0945018,Good,Good,0
510021267,East Pilbara,53220,East Pilbara,0.9054982,Good,Good,0
510021268,Newman,53220,East Pilbara,1,Good,Good,0
510021269,Port Hedland,57280,Port Hedland,1,Good,Good,0
510021270,South Hedland,57280,Port Hedland,1,Good,Good,0
510031271,Ashburton (WA),50250,Ashburton,0.9999977,Good,Good,0
510031271,Ashburton (WA),53360,Exmouth,0.0000023,Poor,Good,1
510031272,Karratha,54310,Karratha,1,Good,Good,0
510031273,Roebourne,54310,Karratha,0.9999964,Good,Good,0
510031273,Roebourne,57280,Port Hedland,0.0000036,Good,Good,1
511011274,Esperance,53290,Esperance,1,Good,Good,0
511011275,Esperance Region,53290,Esperance,0.5549413,Good,Good,0
511011275,Esperance Region,57420,Ravensthorpe,0.4450303,Poor,Good,0
511011275,Esperance Region,54130,Jerramungup,0.0000284,Poor,Good,1
511021276,Carnarvon,51540,Carnarvon,1,Good,Good,0
511021277,Exmouth,51540,Carnarvon,0.0838591,Good,Good,0
511021277,Exmouth,53360,Exmouth,0.6302241,Poor,Good,0
511021277,Exmouth,57770,Shark Bay,0.2227881,Poor,Good,0
511021277,Exmouth,58470,Upper Gascoyne,0.0631287,Poor,Good,0
511031278,Boulder,54280,Kalgoorlie-Boulder,1,Good,Good,0
511031279,Kalgoorlie,54280,Kalgoorlie-Boulder,1,Good,Good,0
511031280,Kalgoorlie - North,54280,Kalgoorlie-Boulder,1,Good,Good,0
511031281,Kalgoorlie Airport,54280,Kalgoorlie-Boulder,1,Good,Good,0
511031282,Kambalda - Coolgardie - Norseman,51960,Coolgardie,0.7976978,Acceptable,Good,0
511031282,Kambalda - Coolgardie - Norseman,53080,Dundas,0.1635426,Poor,Good,0
511031282,Kambalda - Coolgardie - Norseman,54280,Kalgoorlie-Boulder,0.0387595,Good,Good,0
511031283,Leinster - Leonora,54970,Laverton,0.2466755,Poor,Good,0
511031283,Leinster - Leonora,55040,Leonora,0.303272,Poor,Good,0
511031283,Leinster - Leonora,55390,Menzies,0.1033701,Poor,Good,0
511031283,Leinster - Leonora,56620,Ngaanyatjarraku,0.3466824,Poor,Good,0
511031284,Trafalgar (WA),54280,Kalgoorlie-Boulder,1,Good,Good,0
511041285,Geraldton,53800,Greater Geraldton,1,Good,Good,0
511041286,Geraldton - East,53800,Greater Geraldton,1,Good,Good,0
511041287,Geraldton - North,51610,Chapman Valley,0.093204,Poor,Good,0
511041287,Geraldton - North,53800,Greater Geraldton,0.906796,Good,Good,0
511041288,Geraldton - South,53800,Greater Geraldton,1,Good,Good,0
511041289,Irwin,54060,Irwin,1,Good,Good,0
511041290,Meekatharra,55250,Meekatharra,0.3531794,Poor,Good,0
511041290,Meekatharra,55810,Mount Magnet,0.154397,Poor,Good,0
511041290,Meekatharra,56160,Murchison,0.0512647,Poor,Good,0
511041290,Meekatharra,57630,Sandstone,0.0301727,Poor,Good,0
511041290,Meekatharra,59250,Wiluna,0.24261,Poor,Good,0
511041290,Meekatharra,59350,Yalgoo,0.1109033,Poor,Good,0
511041290,Meekatharra,52380,Cue,0.057473,Poor,Good,0
511041291,Morawa,51470,Carnamah,0.1383383,Poor,Good,0
511041291,Morawa,52030,Coorow,0.2609158,Poor,Good,0
511041291,Morawa,55530,Mingenew,0.1135844,Poor,Good,0
511041291,Morawa,55670,Morawa,0.1846881,Poor,Good,0
511041291,Morawa,57000,Perenjori,0.153977,Poor,Good,0
511041291,Morawa,58260,Three Springs,0.1484964,Poor,Good,0
511041292,Northampton - Mullewa - Greenough,51610,Chapman Valley,0.1174355,Poor,Good,0
511041292,Northampton - Mullewa - Greenough,53800,Greater Geraldton,0.3228493,Good,Good,0
511041292,Northampton - Mullewa - Greenough,56790,Northampton,0.5597152,Poor,Good,0
597979799,Migratory - Offshore - Shipping (WA),59799,Migratory - Offshore - Shipping (WA),1,Good,Good,0
599999499,No usual address (WA),59499,No usual address (WA),1,Good,Good,0
601011001,Bridgewater - Gagebrook,60410,Brighton,0.9999986,Good,Good,0
601011001,Bridgewater - Gagebrook,61510,Derwent Valley,0.0000014,Good,Good,1
601011002,Brighton - Pontville,60410,Brighton,1,Good,Good,0
601011003,Old Beach - Otago,61410,Clarence,0.1283606,Good,Good,0
601011003,Old Beach - Otago,60410,Brighton,0.8716394,Good,Good,0
601021004,Bellerive - Rosny,61410,Clarence,1,Good,Good,0
601021005,Cambridge,61410,Clarence,0.9999987,Good,Good,0
601021005,Cambridge,64810,Sorell,0.0000013,Good,Good,1
601021006,Geilston Bay - Risdon,61410,Clarence,1,Good,Good,0
601021007,Howrah - Tranmere,61410,Clarence,1,Good,Good,0
601021008,Lindisfarne - Rose Bay,61410,Clarence,1,Good,Good,0
601021009,Mornington - Warrane,61410,Clarence,1,Good,Good,0
601021010,Risdon Vale,61410,Clarence,1,Good,Good,0
601021011,Rokeby,61410,Clarence,1,Good,Good,0
601021012,South Arm,61410,Clarence,1,Good,Good,0
601031013,Austins Ferry - Granton,61510,Derwent Valley,0.0970111,Good,Good,0
601031013,Austins Ferry - Granton,62610,Glenorchy,0.9029889,Good,Good,0
601031014,Berriedale - Chigwell,62610,Glenorchy,0.9999982,Good,Good,0
601031014,Berriedale - Chigwell,61510,Derwent Valley,0.0000018,Good,Good,1
601031015,Claremont (Tas.),62610,Glenorchy,0.9996111,Good,Good,0
601031015,Claremont (Tas.),61510,Derwent Valley,0.0003889,Good,Good,1
601031016,Derwent Park - Lutana,62610,Glenorchy,1,Good,Good,0
601031017,Glenorchy,62610,Glenorchy,1,Good,Good,0
601031018,Montrose - Rosetta,62610,Glenorchy,1,Good,Good,0
601031019,Moonah,62610,Glenorchy,1,Good,Good,0
601031020,New Norfolk,61510,Derwent Valley,0.9999985,Good,Good,0
601031020,New Norfolk,60410,Brighton,0.0000015,Good,Good,1
601031021,West Moonah,62610,Glenorchy,1,Good,Good,0
601041022,Kingston - Huntingfield,62810,Hobart,0.0021235,Good,Good,1
601041022,Kingston - Huntingfield,63610,Kingborough,0.9978765,Good,Good,0
601041023,Kingston Beach - Blackmans Bay,63610,Kingborough,1,Good,Good,0
601041024,Margate - Snug,63610,Kingborough,0.9999974,Good,Good,0
601041024,Margate - Snug,63010,Huon Valley,0.0000026,Good,Good,1
601041025,Mount Wellington,62610,Glenorchy,0.6363636,Good,Good,0
601041025,Mount Wellington,62810,Hobart,0.2727273,Good,Good,0
601041025,Mount Wellington,63610,Kingborough,0.0909091,Good,Good,0
601041026,Taroona - Bonnet Hill,63610,Kingborough,1,Good,Good,0
601051027,Hobart,62810,Hobart,1,Good,Good,0
601051028,Lenah Valley - Mount Stuart,62610,Glenorchy,0.0064314,Good,Good,1
601051028,Lenah Valley - Mount Stuart,62810,Hobart,0.9935686,Good,Good,0
601051029,Mount Nelson - Dynnyrne,62810,Hobart,1,Good,Good,0
601051030,New Town,62810,Hobart,0.9925524,Good,Good,0
601051030,New Town,62610,Glenorchy,0.0074476,Good,Good,1
601051031,Sandy Bay,62810,Hobart,1,Good,Good,0
601051032,South Hobart - Fern Tree,62810,Hobart,0.9916171,Good,Good,0
601051032,South Hobart - Fern Tree,63610,Kingborough,0.0083829,Good,Good,1
601051033,West Hobart,62810,Hobart,1,Good,Good,0
601061034,Dodges Ferry - Lewisham,64810,Sorell,1,Good,Good,0
601061035,Sorell - Richmond,64810,Sorell,0.8056457,Good,Good,0
601061035,Sorell - Richmond,62410,Glamorgan-Spring Bay,0.0009376,Good,Good,1
601061035,Sorell - Richmond,61410,Clarence,0.1934167,Good,Good,0
602011036,Invermay,64010,Launceston,1,Good,Good,0
602011037,Kings Meadows - Punchbowl,64010,Launceston,1,Good,Good,0
602011038,Launceston,64010,Launceston,1,Good,Good,0
602011039,Legana,65810,West Tamar,1,Good,Good,0
602011040,Mowbray,64010,Launceston,1,Good,Good,0
602011041,Newnham - Mayfield,64010,Launceston,1,Good,Good,0
602011042,Newstead,64010,Launceston,1,Good,Good,0
