POSTCODE,LGA_CODE_2022,LGA_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
5357,43790,Loxton Waikerie,0.2732825,Good,Good,0
5357,44210,Mid Murray,0.7267175,Acceptable,Good,0
5360,43650,Light,1,Poor,Good,0
5371,43650,Light,1,Poor,Good,0
5372,43650,Light,1,Poor,Good,0
5373,43650,Light,1,Poor,Good,0
5374,43650,Light,0.0100014,Poor,Good,0
5374,44210,Mid Murray,0.0260063,Acceptable,Good,0
5374,42110,Goyder,0.9639923,Good,Good,0
5381,42110,Goyder,1,Good,Good,0
5400,43650,Light,1,Poor,Good,0
5401,43650,Light,0.0190337,Poor,Good,0
5401,41140,Clare and Gilbert Valleys,0.0440117,Good,Good,0
5401,48130,Wakefield,0.9369546,Acceptable,Good,0
5410,43650,Light,0.1281442,Poor,Good,0
5410,41140,Clare and Gilbert Valleys,0.8718558,Good,Good,0
5411,41140,Clare and Gilbert Valleys,1,Good,Good,0
5412,41140,Clare and Gilbert Valleys,1,Good,Good,0
5413,42110,Goyder,0.0278383,Good,Good,0
5413,41140,Clare and Gilbert Valleys,0.9721617,Good,Good,0
5414,41140,Clare and Gilbert Valleys,1,Good,Good,0
5415,41140,Clare and Gilbert Valleys,1,Good,Good,0
5416,41140,Clare and Gilbert Valleys,0.0722689,Good,Good,0
5416,42110,Goyder,0.9277311,Good,Good,0
5417,49399,Unincorporated SA,0.0231685,Poor,Good,0
5417,42110,Goyder,0.9768315,Good,Good,0
5418,42110,Goyder,1,Good,Good,0
5419,42110,Goyder,1,Good,Good,0
5420,45120,Northern Areas,0.1207528,Good,Good,0
5420,42110,Goyder,0.8792472,Good,Good,0
5421,42110,Goyder,1,Good,Good,0
5422,45400,Orroroo Carrieton,0.0061068,Acceptable,Good,1
5422,45120,Northern Areas,0.0365598,Good,Good,0
5422,45540,Peterborough,0.9573333,Good,Good,0
5431,49399,Unincorporated SA,0.0064051,Poor,Good,1
5431,45120,Northern Areas,0.031847,Good,Good,0
5431,44830,Mount Remarkable,0.0756429,Good,Good,0
5431,45400,Orroroo Carrieton,0.886105,Acceptable,Good,0
5432,44830,Mount Remarkable,0.0229846,Good,Good,0
5432,49399,Unincorporated SA,0.0752708,Poor,Good,0
5432,41830,Flinders Ranges,0.2980362,Good,Good,0
5432,45400,Orroroo Carrieton,0.6037084,Acceptable,Good,0
5433,46090,Port Augusta,0.0000076,Good,Good,1
5433,49399,Unincorporated SA,0.0010167,Poor,Good,1
5433,44830,Mount Remarkable,0.0129381,Good,Good,0
5433,41830,Flinders Ranges,0.9860377,Good,Good,0
5434,49399,Unincorporated SA,0.215508,Poor,Good,0
5434,41830,Flinders Ranges,0.784492,Good,Good,0
5440,45540,Peterborough,0.0000533,Good,Good,1
5440,49399,Unincorporated SA,0.9999467,Poor,Good,0
5451,41140,Clare and Gilbert Valleys,1,Good,Good,0
5452,41140,Clare and Gilbert Valleys,1,Good,Good,0
5453,48130,Wakefield,0.037872,Acceptable,Good,0
5453,41140,Clare and Gilbert Valleys,0.962128,Good,Good,0
5454,45120,Northern Areas,1,Good,Good,0
5455,41140,Clare and Gilbert Valleys,1,Good,Good,0
5460,40150,Adelaide Plains,0.1470427,Good,Good,0
5460,48130,Wakefield,0.8529573,Acceptable,Good,0
5461,41140,Clare and Gilbert Valleys,0.0053667,Good,Good,1
5461,48130,Wakefield,0.9946333,Acceptable,Good,0
5462,48130,Wakefield,1,Acceptable,Good,0
5464,41140,Clare and Gilbert Valleys,0.0488696,Good,Good,0
5464,46450,Port Pirie,0.3199191,Good,Good,0
5464,48130,Wakefield,0.6312113,Acceptable,Good,0
5470,45120,Northern Areas,1,Good,Good,0
5471,45120,Northern Areas,1,Good,Good,0
5472,45120,Northern Areas,1,Good,Good,0
5473,45120,Northern Areas,1,Good,Good,0
5480,44830,Mount Remarkable,0.1051281,Good,Good,0
5480,45120,Northern Areas,0.8948719,Good,Good,0
5481,45120,Northern Areas,0.0035799,Good,Good,1
5481,44830,Mount Remarkable,0.9964201,Good,Good,0
5482,44830,Mount Remarkable,1,Good,Good,0
5483,44830,Mount Remarkable,1,Good,Good,0
5485,41830,Flinders Ranges,0.0045869,Good,Good,1
5485,44830,Mount Remarkable,0.9954131,Good,Good,0
5490,45120,Northern Areas,1,Good,Good,0
5491,45120,Northern Areas,1,Good,Good,0
5493,45540,Peterborough,1,Good,Good,0
5495,46090,Port Augusta,0.0000058,Good,Good,1
5495,46450,Port Pirie,0.0000346,Good,Good,1
5495,44830,Mount Remarkable,0.9999596,Good,Good,0
5501,48130,Wakefield,0.0129445,Acceptable,Good,0
5501,40150,Adelaide Plains,0.9870555,Good,Good,0
5502,48130,Wakefield,0.0034911,Acceptable,Good,1
5502,43650,Light,0.0197556,Poor,Good,0
5502,40150,Adelaide Plains,0.9767533,Good,Good,0
5510,48130,Wakefield,1,Acceptable,Good,0
5520,40430,Barunga West,0.0774929,Acceptable,Good,0
5520,48130,Wakefield,0.9225071,Acceptable,Good,0
5521,46450,Port Pirie,1,Good,Good,0
5522,40430,Barunga West,1,Acceptable,Good,0
5523,40430,Barunga West,0.0138348,Acceptable,Good,0
5523,45120,Northern Areas,0.0838684,Good,Good,0
5523,46450,Port Pirie,0.9022968,Good,Good,0
5540,44830,Mount Remarkable,0.0058334,Good,Good,1
5540,46450,Port Pirie,0.9941666,Good,Good,0
5550,40430,Barunga West,0.0155985,Acceptable,Good,0
5550,48130,Wakefield,0.9844015,Acceptable,Good,0
5552,48830,Yorke Peninsula,0.2651592,Good,Good,0
5552,40430,Barunga West,0.2967881,Acceptable,Good,0
5552,41560,Copper Coast,0.4380527,Good,Good,0
5554,40430,Barunga West,0.0085411,Acceptable,Good,1
5554,41560,Copper Coast,0.9914589,Good,Good,0
5555,41560,Copper Coast,0.0273025,Good,Good,0
5555,46450,Port Pirie,0.0643489,Good,Good,0
5555,48130,Wakefield,0.0897026,Acceptable,Good,0
5555,40430,Barunga West,0.818646,Acceptable,Good,0
5556,41560,Copper Coast,1,Good,Good,0
5558,48830,Yorke Peninsula,0.0206737,Good,Good,0
5558,41560,Copper Coast,0.9793263,Good,Good,0
5560,48130,Wakefield,0.007157,Acceptable,Good,1
5560,40430,Barunga West,0.992843,Acceptable,Good,0
5570,48830,Yorke Peninsula,1,Good,Good,0
5571,48830,Yorke Peninsula,1,Good,Good,0
5572,48830,Yorke Peninsula,1,Good,Good,0
5573,49399,Unincorporated SA,0.0000045,Poor,Good,1
5573,48830,Yorke Peninsula,0.9999955,Good,Good,0
5575,48830,Yorke Peninsula,1,Good,Good,0
5576,48830,Yorke Peninsula,1,Good,Good,0
5577,48830,Yorke Peninsula,1,Good,Good,0
5580,48830,Yorke Peninsula,1,Good,Good,0
5581,48830,Yorke Peninsula,1,Good,Good,0
5582,48830,Yorke Peninsula,1,Good,Good,0
5583,48830,Yorke Peninsula,1,Good,Good,0
5600,49399,Unincorporated SA,0.0000032,Poor,Good,1
5600,48540,Whyalla,0.9999968,Good,Good,0
5601,49399,Unincorporated SA,0.0004064,Poor,Good,1
5601,48540,Whyalla,0.9995936,Good,Good,0
5602,41190,Cleve,0.0430762,Good,Good,0
5602,41960,Franklin Harbour,0.9569238,Good,Good,0
5603,47910,Tumby Bay,0.0000236,Acceptable,Good,1
5603,41190,Cleve,0.9999764,Good,Good,0
5604,41190,Cleve,0.0056216,Good,Good,1
5604,47910,Tumby Bay,0.9943784,Acceptable,Good,0
5605,47910,Tumby Bay,1,Acceptable,Good,0
5606,49399,Unincorporated SA,0.0000006,Poor,Good,1
5606,43710,Lower Eyre Peninsula,0.0034577,Acceptable,Good,1
5606,46300,Port Lincoln,0.9965417,Good,Good,0
5607,47490,Streaky Bay,0.0000019,Acceptable,Good,1
5607,41750,Elliston,0.0343648,Acceptable,Good,0
5607,47910,Tumby Bay,0.1223403,Acceptable,Good,0
5607,43710,Lower Eyre Peninsula,0.843293,Acceptable,Good,0
5608,49399,Unincorporated SA,0.0000003,Poor,Good,1
5608,48540,Whyalla,0.9999997,Good,Good,0
5609,49399,Unincorporated SA,0.0008203,Poor,Good,1
5609,48540,Whyalla,0.9991797,Good,Good,0
5611,43220,Kimba,0.0000222,Good,Good,1
5611,49399,Unincorporated SA,0.9999778,Poor,Good,0
5630,43710,Lower Eyre Peninsula,1,Acceptable,Good,0
5631,47910,Tumby Bay,0.0750874,Acceptable,Good,0
5631,43710,Lower Eyre Peninsula,0.9249126,Acceptable,Good,0
5632,43710,Lower Eyre Peninsula,1,Acceptable,Good,0
5633,41190,Cleve,0.0447097,Good,Good,0
5633,41750,Elliston,0.9552903,Acceptable,Good,0
5640,43220,Kimba,0.0126314,Good,Good,0
5640,41190,Cleve,0.9873686,Good,Good,0
5641,49399,Unincorporated SA,0.000005,Poor,Good,1
5641,43220,Kimba,0.999995,Good,Good,0
5642,41750,Elliston,0.0000207,Acceptable,Good,1
5642,41190,Cleve,0.9999793,Good,Good,0
5650,49399,Unincorporated SA,0.0000287,Poor,Good,1
5650,43220,Kimba,0.1437394,Good,Good,0
5650,48640,Wudinna,0.8562319,Good,Good,0
5651,48640,Wudinna,1,Good,Good,0
5652,48640,Wudinna,1,Good,Good,0
5653,48640,Wudinna,1,Good,Good,0
5654,41750,Elliston,0.0340489,Acceptable,Good,0
5654,47490,Streaky Bay,0.0680553,Acceptable,Good,0
5654,48640,Wudinna,0.8978959,Good,Good,0
5655,49399,Unincorporated SA,0.0001319,Poor,Good,1
5655,47490,Streaky Bay,0.9998681,Acceptable,Good,0
5660,47490,Streaky Bay,1,Acceptable,Good,0
5661,41010,Ceduna,0.1265779,Poor,Good,0
5661,47490,Streaky Bay,0.8734221,Acceptable,Good,0
5670,41750,Elliston,1,Acceptable,Good,0
5671,41750,Elliston,0.3446393,Acceptable,Good,0
5671,47490,Streaky Bay,0.6553607,Acceptable,Good,0
5680,49399,Unincorporated SA,0.0000047,Poor,Good,1
5680,41010,Ceduna,0.1761296,Poor,Good,0
5680,47490,Streaky Bay,0.8238657,Acceptable,Good,0
5690,44000,Maralinga Tjarutja,0.0243494,Poor,Good,0
5690,49399,Unincorporated SA,0.1833949,Poor,Good,0
5690,41010,Ceduna,0.7922557,Poor,Good,0
5700,44830,Mount Remarkable,0.0002721,Good,Good,1
5700,49399,Unincorporated SA,0.0003258,Poor,Good,1
5700,46090,Port Augusta,0.9994021,Good,Good,0
5701,46090,Port Augusta,0.0002807,Good,Good,1
5701,49399,Unincorporated SA,0.1003928,Poor,Good,0
5701,44830,Mount Remarkable,0.8993265,Good,Good,0
5710,46090,Port Augusta,1,Good,Good,0
5713,46090,Port Augusta,0.0000503,Good,Good,1
5713,49399,Unincorporated SA,0.9999497,Poor,Good,0
5715,46090,Port Augusta,0.0512555,Good,Good,0
5715,49399,Unincorporated SA,0.9487445,Poor,Good,0
5717,43220,Kimba,0.0002161,Good,Good,1
5717,49399,Unincorporated SA,0.9997839,Poor,Good,0
5719,49399,Unincorporated SA,1,Poor,Good,0
5720,49399,Unincorporated SA,1,Poor,Good,0
5722,49399,Unincorporated SA,1,Poor,Good,0
5723,49399,Unincorporated SA,0.0844459,Poor,Good,0
5723,41330,Coober Pedy,0.9155541,Good,Good,0
5724,49399,Unincorporated SA,1,Poor,Good,0
5725,49399,Unincorporated SA,0.0004439,Poor,Good,1
5725,46970,Roxby Downs,0.9995561,Good,Good,0
5730,49399,Unincorporated SA,1,Poor,Good,0
5731,49399,Unincorporated SA,1,Poor,Good,0
5732,49399,Unincorporated SA,1,Poor,Good,0
5733,49399,Unincorporated SA,1,Poor,Good,0
5734,49399,Unincorporated SA,1,Poor,Good,0
5950,48410,West Torrens,1,Acceptable,Good,0
6000,58570,Vincent,0.4865636,Poor,Good,0
6000,57080,Perth,0.5134364,Poor,Good,0
6003,57080,Perth,0.3772532,Poor,Good,0
6003,58570,Vincent,0.6227468,Poor,Good,0
6004,58570,Vincent,0.0212934,Poor,Good,0
6004,57080,Perth,0.9787066,Poor,Good,0
6005,58570,Vincent,0.3809011,Poor,Good,0
6005,57080,Perth,0.6190989,Poor,Good,0
6006,58570,Vincent,1,Poor,Good,0
6007,58570,Vincent,0.4525335,Poor,Good,0
6007,51310,Cambridge,0.5474665,Acceptable,Good,0
6008,51310,Cambridge,0.004965,Acceptable,Good,1
6008,56580,Nedlands,0.0061305,Poor,Good,1
6008,57980,Subiaco,0.9889045,Good,Good,0
6009,57080,Perth,0.2543067,Poor,Good,0
6009,56580,Nedlands,0.7456933,Poor,Good,0
6010,52170,Cottesloe,0.0117808,Acceptable,Good,0
6010,51310,Cambridge,0.0262156,Acceptable,Good,0
6010,56580,Nedlands,0.3623495,Poor,Good,0
6010,51750,Claremont,0.5996541,Poor,Good,0
6011,55740,Mosman Park,0.0000004,Good,Good,1
6011,56930,Peppermint Grove,0.1714503,Poor,Good,0
6011,52170,Cottesloe,0.8285494,Acceptable,Good,0
6012,55740,Mosman Park,1,Good,Good,0
6014,56580,Nedlands,0.0483234,Poor,Good,0
6014,57980,Subiaco,0.0616628,Good,Good,0
6014,57910,Stirling,0.1192248,Good,Good,0
6014,51310,Cambridge,0.770789,Acceptable,Good,0
6015,57910,Stirling,0.0015508,Good,Good,1
6015,51310,Cambridge,0.9984492,Acceptable,Good,0
6016,57910,Stirling,0.2441041,Good,Good,0
6016,58570,Vincent,0.7558959,Poor,Good,0
6017,58570,Vincent,0.0007519,Poor,Good,1
6017,57910,Stirling,0.9992481,Good,Good,0
6018,57910,Stirling,1,Good,Good,0
6019,51310,Cambridge,0.0000012,Acceptable,Good,1
6019,57910,Stirling,0.9999988,Good,Good,0
6020,54170,Joondalup,0.4562671,Good,Good,0
6020,57910,Stirling,0.5437329,Good,Good,0
6021,57910,Stirling,1,Good,Good,0
6022,57910,Stirling,1,Good,Good,0
6023,54170,Joondalup,1,Good,Good,0
6024,54170,Joondalup,1,Good,Good,0
6025,54170,Joondalup,1,Good,Good,0
6026,58760,Wanneroo,0.0277999,Good,Good,0
6026,54170,Joondalup,0.9722001,Good,Good,0
6027,58760,Wanneroo,0.0000002,Good,Good,1
6027,54170,Joondalup,0.9999998,Good,Good,0
6028,54170,Joondalup,1,Good,Good,0
6029,57910,Stirling,1,Good,Good,0
6030,58760,Wanneroo,1,Good,Good,0
6031,58760,Wanneroo,1,Good,Good,0
6032,58760,Wanneroo,1,Good,Good,0
6033,58760,Wanneroo,1,Good,Good,0
6034,58760,Wanneroo,1,Good,Good,0
6035,58760,Wanneroo,1,Good,Good,0
6036,58760,Wanneroo,1,Good,Good,0
6037,58760,Wanneroo,1,Good,Good,0
6038,58760,Wanneroo,1,Good,Good,0
6041,53570,Gingin,1,Good,Good,0
6042,53570,Gingin,1,Good,Good,0
6043,53570,Gingin,1,Good,Good,0
6044,52590,Dandaragan,0.0153119,Good,Good,0
6044,53570,Gingin,0.9846881,Good,Good,0
6050,50420,Bayswater,0.050894,Good,Good,0
6050,58570,Vincent,0.2233286,Poor,Good,0
6050,57910,Stirling,0.7257774,Good,Good,0
6051,50420,Bayswater,1,Good,Good,0
6052,57910,Stirling,0.4951649,Good,Good,0
6052,50420,Bayswater,0.5048351,Good,Good,0
6053,50420,Bayswater,1,Good,Good,0
6054,58050,Swan,0.2377412,Acceptable,Good,0
6054,50350,Bassendean,0.7622588,Acceptable,Good,0
6055,56090,Mundaring,0.0000002,Acceptable,Good,1
6055,50490,Belmont,0.0000005,Good,Good,1
6055,58050,Swan,0.9999994,Acceptable,Good,0
6056,54200,Kalamunda,0.0001217,Good,Good,1
6056,56090,Mundaring,0.3394821,Acceptable,Good,0
6056,58050,Swan,0.6603962,Acceptable,Good,0
6057,58050,Swan,0.0000006,Acceptable,Good,1
6057,54200,Kalamunda,0.9999994,Good,Good,0
6058,54200,Kalamunda,1,Good,Good,0
6059,50420,Bayswater,0.0114238,Good,Good,0
6059,57910,Stirling,0.9885762,Good,Good,0
6060,57910,Stirling,1,Good,Good,0
6061,58760,Wanneroo,0.0000002,Good,Good,1
6061,57910,Stirling,0.9999998,Good,Good,0
6062,50420,Bayswater,1,Good,Good,0
6063,58050,Swan,1,Acceptable,Good,0
6064,58760,Wanneroo,1,Good,Good,0
6065,58760,Wanneroo,1,Good,Good,0
6066,58050,Swan,1,Acceptable,Good,0
6067,58050,Swan,1,Acceptable,Good,0
6068,58050,Swan,1,Acceptable,Good,0
6069,58050,Swan,1,Acceptable,Good,0
6070,56090,Mundaring,1,Acceptable,Good,0
6071,54200,Kalamunda,0.0000019,Good,Good,1
6071,56090,Mundaring,0.9999981,Acceptable,Good,0
6072,56090,Mundaring,1,Acceptable,Good,0
6073,56090,Mundaring,1,Acceptable,Good,0
6074,56090,Mundaring,1,Acceptable,Good,0
6076,56090,Mundaring,0.0000005,Acceptable,Good,1
6076,54200,Kalamunda,0.9999995,Good,Good,0
6077,58760,Wanneroo,1,Good,Good,0
6078,58760,Wanneroo,1,Good,Good,0
6079,58050,Swan,1,Acceptable,Good,0
6081,56090,Mundaring,1,Acceptable,Good,0
6082,56090,Mundaring,1,Acceptable,Good,0
6083,56090,Mundaring,0.0016744,Acceptable,Good,1
6083,58330,Toodyay,0.2144589,Acceptable,Good,0
6083,58050,Swan,0.7838667,Acceptable,Good,0
6084,51680,Chittering,0.3788947,Poor,Good,0
6084,58050,Swan,0.6211053,Acceptable,Good,0
6090,58050,Swan,1,Acceptable,Good,0
6100,58510,Victoria Park,1,Good,Good,0
6101,58510,Victoria Park,1,Good,Good,0
6102,57840,South Perth,0.0001207,Good,Good,1
6102,58510,Victoria Park,0.2657606,Good,Good,0
6102,51330,Canning,0.7341187,Poor,Good,0
6103,50490,Belmont,1,Good,Good,0
6104,50490,Belmont,1,Good,Good,0
6105,54200,Kalamunda,0.0000012,Good,Good,1
6105,58050,Swan,0.0003729,Acceptable,Good,1
6105,50490,Belmont,0.9996259,Good,Good,0
6106,50490,Belmont,0.0002621,Good,Good,1
6106,58510,Victoria Park,0.0078627,Good,Good,1
6106,51330,Canning,0.9918752,Poor,Good,0
6107,54200,Kalamunda,0.13389,Good,Good,0
6107,53780,Gosnells,0.3055073,Acceptable,Good,0
6107,51330,Canning,0.5606027,Poor,Good,0
6108,53780,Gosnells,1,Acceptable,Good,0
6109,53780,Gosnells,1,Acceptable,Good,0
6110,53780,Gosnells,1,Acceptable,Good,0
6111,54200,Kalamunda,0.0011012,Good,Good,1
6111,50210,Armadale,0.9988988,Good,Good,0
6112,50210,Armadale,1,Good,Good,0
6121,57700,Serpentine-Jarrahdale,1,Good,Good,0
6122,57700,Serpentine-Jarrahdale,1,Good,Good,0
6123,57700,Serpentine-Jarrahdale,1,Good,Good,0
6124,57700,Serpentine-Jarrahdale,1,Good,Good,0
6125,57700,Serpentine-Jarrahdale,1,Good,Good,0
6126,56230,Murray,0.2638243,Good,Good,0
6126,57700,Serpentine-Jarrahdale,0.7361757,Good,Good,0
6147,53780,Gosnells,0.3666204,Acceptable,Good,0
6147,51330,Canning,0.6333796,Poor,Good,0
6148,51330,Canning,1,Poor,Good,0
6149,51330,Canning,0.0268595,Poor,Good,0
6149,51820,Cockburn,0.1106631,Acceptable,Good,0
6149,55320,Melville,0.8624774,Good,Good,0
6150,55320,Melville,1,Good,Good,0
6151,58510,Victoria Park,0.0030319,Good,Good,1
6151,57840,South Perth,0.9969681,Good,Good,0
6152,57840,South Perth,1,Good,Good,0
6153,55320,Melville,1,Good,Good,0
6154,55320,Melville,1,Good,Good,0
6155,55320,Melville,0.0000001,Good,Good,1
6155,53780,Gosnells,0.4542298,Acceptable,Good,0
6155,51330,Canning,0.5457701,Poor,Good,0
6156,55320,Melville,1,Good,Good,0
6157,55320,Melville,1,Good,Good,0
6158,53150,East Fremantle,1,Good,Good,0
6159,53430,Fremantle,1,Acceptable,Good,0
6160,53430,Fremantle,1,Acceptable,Good,0
6161,51820,Cockburn,1,Acceptable,Good,0
6162,53430,Fremantle,1,Acceptable,Good,0
6163,53430,Fremantle,0.1214993,Acceptable,Good,0
6163,55320,Melville,0.1671002,Good,Good,0
6163,51820,Cockburn,0.7114006,Acceptable,Good,0
6164,51820,Cockburn,1,Acceptable,Good,0
6165,54830,Kwinana,1,Good,Good,0
6166,51820,Cockburn,1,Acceptable,Good,0
6167,57700,Serpentine-Jarrahdale,0.000157,Good,Good,1
6167,54830,Kwinana,0.999843,Good,Good,0
6168,57490,Rockingham,1,Good,Good,0
6169,57490,Rockingham,1,Good,Good,0
6170,54830,Kwinana,1,Good,Good,0
6171,57490,Rockingham,1,Good,Good,0
6172,57490,Rockingham,1,Good,Good,0
6173,57490,Rockingham,1,Good,Good,0
6174,57490,Rockingham,1,Good,Good,0
6175,57490,Rockingham,1,Good,Good,0
6176,57490,Rockingham,1,Good,Good,0
6180,55110,Mandurah,1,Good,Good,0
6181,56230,Murray,1,Good,Good,0
6182,57490,Rockingham,0.2495386,Good,Good,0
6182,56230,Murray,0.7504614,Good,Good,0
6207,56230,Murray,1,Good,Good,0
6208,56230,Murray,1,Good,Good,0
6209,56230,Murray,1,Good,Good,0
6210,55110,Mandurah,1,Good,Good,0
6211,58820,Waroona,0.0000024,Good,Good,1
6211,55110,Mandurah,0.9999976,Good,Good,0
6213,50630,Boddington,0.0000154,Good,Good,1
6213,56230,Murray,0.9999846,Good,Good,0
6214,56230,Murray,1,Good,Good,0
6215,56230,Murray,0.0000008,Good,Good,1
6215,55110,Mandurah,0.0000012,Good,Good,1
6215,58820,Waroona,0.999998,Good,Good,0
6218,53990,Harvey,1,Good,Good,0
6219,53990,Harvey,1,Good,Good,0
6220,53990,Harvey,1,Good,Good,0
6221,51890,Collie,0.0000682,Good,Good,1
6221,53990,Harvey,0.9999318,Good,Good,0
6223,53990,Harvey,1,Good,Good,0
6224,53990,Harvey,1,Good,Good,0
6225,50770,Boyup Brook,0.007527,Acceptable,Good,1
6225,58890,West Arthur,0.0098159,Poor,Good,1
6225,52870,Donnybrook-Balingup,0.0214877,Good,Good,0
6225,51890,Collie,0.9611694,Good,Good,0
6226,53990,Harvey,1,Good,Good,0
6227,52660,Dardanup,1,Good,Good,0
6228,52660,Dardanup,1,Good,Good,0
6229,51190,Bunbury,0.1765374,Poor,Good,0
6229,52660,Dardanup,0.8234626,Good,Good,0
6230,52660,Dardanup,0.0000009,Good,Good,1
6230,51400,Capel,0.2679239,Poor,Good,0
6230,51190,Bunbury,0.7320752,Poor,Good,0
6232,52660,Dardanup,1,Good,Good,0
6233,51190,Bunbury,0.0000002,Poor,Good,1
6233,52660,Dardanup,0.0000064,Good,Good,1
6233,53990,Harvey,0.9999934,Good,Good,0
6236,52660,Dardanup,1,Good,Good,0
6237,51400,Capel,1,Poor,Good,0
6239,52870,Donnybrook-Balingup,1,Good,Good,0
6240,52870,Donnybrook-Balingup,1,Good,Good,0
6243,52870,Donnybrook-Balingup,0.1625491,Good,Good,0
6243,50770,Boyup Brook,0.8374509,Acceptable,Good,0
6244,58890,West Arthur,0.019705,Poor,Good,0
6244,50770,Boyup Brook,0.980295,Acceptable,Good,0
6251,52870,Donnybrook-Balingup,1,Good,Good,0
6252,52870,Donnybrook-Balingup,1,Good,Good,0
6253,52870,Donnybrook-Balingup,1,Good,Good,0
6254,50840,Bridgetown-Greenbushes,1,Good,Good,0
6255,50770,Boyup Brook,0.0324108,Acceptable,Good,0
6255,50840,Bridgetown-Greenbushes,0.9675892,Good,Good,0
6256,50840,Bridgetown-Greenbushes,1,Good,Good,0
6258,56300,Nannup,0.0007735,Good,Good,1
6258,55180,Manjimup,0.9992265,Good,Good,0
6260,56300,Nannup,0.0513466,Good,Good,0
6260,55180,Manjimup,0.9486534,Good,Good,0
6262,55180,Manjimup,1,Good,Good,0
6271,51400,Capel,1,Poor,Good,0
6275,50280,Augusta Margaret River,0.0000066,Good,Good,1
6275,52870,Donnybrook-Balingup,0.0072763,Good,Good,1
6275,51260,Busselton,0.012567,Good,Good,0
6275,56300,Nannup,0.9801501,Good,Good,0
6280,51400,Capel,0.0010849,Poor,Good,1
6280,51260,Busselton,0.9989151,Good,Good,0
6281,51260,Busselton,1,Good,Good,0
6282,51260,Busselton,1,Good,Good,0
6284,50280,Augusta Margaret River,1,Good,Good,0
6285,56300,Nannup,0.0000024,Good,Good,1
6285,50280,Augusta Margaret River,0.9999976,Good,Good,0
6286,50280,Augusta Margaret River,1,Good,Good,0
6288,50280,Augusta Margaret River,1,Good,Good,0
6290,50280,Augusta Margaret River,1,Good,Good,0
6302,50560,Beverley,0.0074715,Good,Good,1
6302,59370,York,0.9925285,Good,Good,0
6304,50560,Beverley,1,Good,Good,0
6306,50560,Beverley,0.0013516,Good,Good,1
6306,52100,Corrigin,0.0483207,Good,Good,0
6306,50910,Brookton,0.9503277,Good,Good,0
6308,58680,Wandering,0.3421981,Poor,Good,0
6308,57140,Pingelly,0.6578019,Poor,Good,0
6309,52310,Cuballing,1,Good,Good,0
6311,52310,Cuballing,1,Good,Good,0
6312,59100,Wickepin,0.0046631,Good,Good,1
6312,56460,Narrogin,0.9953369,Good,Good,0
6313,56460,Narrogin,1,Good,Good,0
6315,59100,Wickepin,0.0000027,Good,Good,1
6315,53010,Dumbleyung,0.0281916,Acceptable,Good,0
6315,58890,West Arthur,0.0350629,Poor,Good,0
6315,58610,Wagin,0.9367428,Good,Good,0
6316,59320,Woodanilling,1,Acceptable,Good,0
6317,53010,Dumbleyung,0.0058842,Acceptable,Good,1
6317,54340,Katanning,0.9941158,Good,Good,0
6318,51080,Broomehill-Tambellup,1,Good,Good,0
6320,51080,Broomehill-Tambellup,1,Good,Good,0
6321,52240,Cranbrook,1,Good,Good,0
6322,52240,Cranbrook,1,Good,Good,0
6323,57210,Plantagenet,1,Good,Good,0
6324,52730,Denmark,0.0000013,Good,Good,1
6324,50080,Albany,0.0058947,Good,Good,1
6324,57210,Plantagenet,0.9941039,Good,Good,0
6326,57210,Plantagenet,1,Good,Good,0
6327,50080,Albany,1,Good,Good,0
6328,53640,Gnowangerup,0.0000078,Acceptable,Good,1
6328,57210,Plantagenet,0.0000078,Good,Good,1
6328,50080,Albany,0.9999845,Good,Good,0
6330,50080,Albany,1,Good,Good,0
6333,52730,Denmark,1,Good,Good,0
6335,53640,Gnowangerup,1,Acceptable,Good,0
6336,54130,Jerramungup,0.2777534,Acceptable,Good,0
6336,53640,Gnowangerup,0.7222466,Acceptable,Good,0
6337,57420,Ravensthorpe,0.0000183,Good,Good,1
6337,54130,Jerramungup,0.9999817,Acceptable,Good,0
6338,52240,Cranbrook,0.0000275,Good,Good,1
6338,57210,Plantagenet,0.0000687,Good,Good,1
6338,53640,Gnowangerup,0.2874107,Acceptable,Good,0
6338,54130,Jerramungup,0.7124931,Acceptable,Good,0
6341,54480,Kent,1,Good,Good,0
6343,54480,Kent,1,Good,Good,0
6346,54130,Jerramungup,0.0049867,Acceptable,Good,1
6346,57420,Ravensthorpe,0.9950133,Good,Good,0
6348,57420,Ravensthorpe,1,Good,Good,0
6350,53010,Dumbleyung,1,Acceptable,Good,0
6351,53010,Dumbleyung,1,Acceptable,Good,0
6352,53010,Dumbleyung,1,Acceptable,Good,0
6353,53010,Dumbleyung,0.0457146,Acceptable,Good,0
6353,54900,Lake Grace,0.9542854,Good,Good,0
6355,54760,Kulin,0.1055073,Good,Good,0
6355,54900,Lake Grace,0.8944927,Good,Good,0
6356,54900,Lake Grace,1,Good,Good,0
6357,54760,Kulin,1,Good,Good,0
6358,54620,Kondinin,1,Good,Good,0
6359,54760,Kulin,0.0761664,Good,Good,0
6359,54620,Kondinin,0.9238336,Good,Good,0
6361,59100,Wickepin,1,Good,Good,0
6363,54760,Kulin,1,Good,Good,0
6365,54760,Kulin,1,Good,Good,0
